                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_class0_prompt_accuracy,p2/P3_class0_prompt_correlation,p2/P3_class1_prompt_accuracy,p2/P3_class1_prompt_correlation,p2/P3_class2_prompt_accuracy,p2/P3_class2_prompt_correlation,p2/P3_class3_prompt_accuracy,p2/P3_class3_prompt_correlation,p2/P3_class4_prompt_accuracy,p2/P3_class4_prompt_correlation,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_class_winner_balanced_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_class0_prompt_accuracy,p2/P4_class0_prompt_correlation,p2/P4_class1_prompt_accuracy,p2/P4_class1_prompt_correlation,p2/P4_class2_prompt_accuracy,p2/P4_class2_prompt_correlation,p2/P4_class3_prompt_accuracy,p2/P4_class3_prompt_correlation,p2/P4_class4_prompt_accuracy,p2/P4_class4_prompt_correlation,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_class_winner_balanced_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     81,                0.63333,                0.38438,                 1.3483,                0.08168,                0.82589,                0.83632,                0.86244,                0.71839,                0.65544,                0.39978,                 1.4655,                0.09029,                0.00208,                0.00208,                0.00208,                0.68767,                 0.3933,                0.64727,                0.48529,                0.74457,                  0.398,                0.68144,                0.39278,                0.72607,                0.44658,                      0,                0.71759,                0.67924,                0.65902,                0.71323,                0.53613,                0.68878,                0.40067,                0.18156,                0.43294,                0.56963,                0.41122,                0.61115,                0.67981,                0.43423,                0.66289,                0.50946,                0.74286,                0.38933,                0.67948,                0.41903,                0.72946,                0.48452,                      0,                0.68583,                0.67532,                0.65878,                0.68618,                0.50935,                  0.683,                0.43947,                0.18808,                0.43883,                0.54971,                0.41122,                0.67537,              0.0080209,                      0,                0.70422,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63167,                 0.3832,                 1.3362,                0.08173,                0.82378,                0.83934,                0.86277,                 0.7186,                 0.6554,                0.39966,                 1.4659,                 0.0903,               0.001981,               0.001981,               0.001981,                0.68712,                0.38668,                0.64401,                 0.4912,                0.74439,                0.41694,                0.68427,                0.41737,                0.71605,                0.43193,                      0,                0.71846,                 0.6807,                0.65987,                0.71424,                0.53903,                0.68801,                0.39619,                0.18104,                0.43405,                0.56767,                0.41203,                0.60631,                0.68041,                0.42627,                0.65016,                 0.5202,                0.74202,                0.40485,                0.69655,                0.44515,                0.71222,                0.47307,                      0,                0.69027,                0.67875,                0.65951,                0.68817,                0.51447,                0.68275,                0.43357,                0.18718,                0.43641,                0.54158,                0.41203,                0.66255,              0.0080724,                      0,                0.70555,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62706,                0.37903,                 1.3451,                0.08192,                0.82715,                0.83566,                 0.8627,                0.71847,                0.65542,                0.39975,                 1.4662,                0.09031,               0.001882,               0.001882,               0.001882,                0.68661,                 0.3913,                0.63891,                0.47336,                0.75289,                0.39782,                0.67739,                0.39907,                  0.708,                0.42716,                      0,                0.71393,                0.68021,                0.66171,                0.71541,                0.53419,                 0.6873,                0.39855,                0.18227,                0.43555,                0.56422,                0.41384,                0.61641,                0.68034,                0.42769,                0.63921,                0.49317,                0.75928,                0.39978,                0.67992,                0.42816,                0.71277,                0.45665,                      0,                0.68563,                0.67857,                0.66302,                0.69194,                0.50919,                0.68252,                0.43275,                0.18966,                0.43938,                 0.5455,                0.41384,                0.67424,              0.0081021,                      0,                0.70759,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63253,                0.38094,                 1.3487,                0.08264,                 0.8283,                0.83594,                0.86269,                0.71869,                0.65533,                0.39981,                 1.4664,                0.09032,               0.001783,               0.001783,               0.001783,                0.68664,                0.39129,                0.63555,                0.47834,                0.75201,                0.39315,                0.67453,                0.37882,                0.71094,                0.40476,                      0,                0.71055,                0.67717,                0.65902,                  0.722,                0.53596,                0.68691,                0.39953,                0.18023,                 0.4356,                0.56656,                0.41141,                0.62187,                0.68138,                0.42909,                0.65021,                0.49573,                0.75427,                0.39836,                0.68877,                0.40968,                0.71323,                0.43148,                      0,                 0.6856,                0.67684,                0.66008,                0.69851,                0.51319,                0.68383,                0.43451,                0.18681,                0.43887,                0.54982,                0.41141,                0.67895,              0.0079442,                      0,                0.71417,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62873,                0.37943,                 1.3425,                  0.083,                0.83069,                0.83382,                0.86242,                0.71837,                0.65537,                0.39994,                 1.4667,                0.09031,               0.001684,               0.001684,               0.001684,                0.68734,                0.39008,                0.61915,                0.46459,                0.73507,                0.38776,                0.69497,                 0.4021,                0.69455,                0.40791,                      0,                 0.7172,                0.67762,                0.65779,                 0.7269,                0.53843,                0.68601,                0.39595,                 0.1794,                0.43323,                0.56694,                0.41227,                0.60158,                0.67961,                0.43271,                0.63456,                0.49211,                0.73913,                0.38969,                0.70333,                 0.4316,                0.70941,                0.44055,                      0,                0.68805,                0.67559,                0.65701,                0.69985,                0.51457,                 0.6813,                0.43604,                0.18501,                0.43651,                0.54743,                0.41227,                0.66302,              0.0080232,                      0,                0.71788,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62291,                0.37474,                 1.3359,                0.08205,                0.83155,                0.83374,                0.86233,                0.71848,                0.65523,                0.39969,                 1.4669,                0.09029,               0.001585,               0.001585,               0.001585,                0.68204,                 0.3941,                  0.644,                0.46012,                0.75439,                0.40001,                 0.6747,                0.38723,                0.69394,                0.40065,                      0,                0.70858,                0.67632,                0.65946,                0.71751,                0.53313,                0.68329,                0.40023,                0.17959,                0.43893,                0.55786,                0.41422,                 0.6164,                0.67657,                0.43876,                0.65669,                0.48267,                0.75754,                0.37609,                0.69174,                0.41217,                 0.6946,                0.43401,                      0,                0.67834,                0.67379,                0.65898,                0.69627,                0.50604,                 0.6798,                0.44163,                0.18684,                0.44383,                0.53535,                0.41422,                0.68368,              0.0079282,                      0,                0.71043,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62476,                0.37662,                 1.3394,                0.08206,                0.83311,                0.82948,                0.86204,                 0.7185,                0.65522,                0.39981,                 1.4672,                0.09028,               0.001486,               0.001486,               0.001486,                0.68401,                 0.3897,                0.63239,                0.48627,                0.73991,                0.43258,                0.69507,                 0.4107,                0.69949,                0.40703,                      0,                 0.7069,                0.67822,                 0.6602,                0.71589,                0.53717,                0.68436,                0.39863,                0.17952,                0.43895,                0.57155,                0.41214,                0.62239,                 0.6811,                0.42637,                0.64966,                0.50275,                0.74731,                0.42236,                0.69301,                0.41763,                0.70393,                0.43748,                      0,                0.68542,                0.67802,                 0.6623,                0.69151,                 0.5107,                0.68324,                0.43171,                0.18828,                0.43904,                0.54957,                0.41214,                0.67723,              0.0080102,                      0,                0.70776,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                0.62286,                0.37468,                 1.3312,                0.08233,                0.83366,                0.82931,                0.86184,                0.71858,                0.65525,                0.39985,                 1.4671,                0.09028,               0.001387,               0.001387,               0.001387,                0.68451,                0.39313,                0.63933,                0.48584,                0.73663,                0.38812,                0.68412,                0.38583,                0.71548,                 0.4154,                      0,                0.71166,                 0.6773,                0.65889,                0.71775,                0.53432,                 0.6851,                0.40035,                0.18034,                0.43556,                0.56732,                0.41031,                0.61179,                 0.6759,                0.43562,                0.65311,                0.49803,                0.73497,                0.39068,                0.69173,                0.40768,                0.71569,                0.44954,                      0,                 0.6813,                0.67408,                0.65761,                0.69818,                0.51097,                0.67873,                0.43912,                0.18593,                0.43938,                0.54636,                0.41031,                0.67166,              0.0080132,                      0,                0.71123,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62091,                 0.3715,                 1.3346,                0.08226,                0.83381,                0.82854,                0.86155,                0.71845,                0.65529,                0.40001,                 1.4671,                0.09029,               0.001288,               0.001288,               0.001288,                0.67977,                0.38839,                0.64038,                0.46844,                0.75012,                0.41107,                 0.6976,                0.44824,                0.71048,                 0.4197,                      0,                0.70767,                0.68056,                0.66063,                0.71898,                0.54055,                0.68217,                0.39549,                0.18227,                0.43925,                0.56793,                0.41323,                0.61501,                 0.6772,                0.42595,                0.65223,                0.49998,                0.76012,                0.40181,                0.70306,                0.46364,                0.71169,                0.45139,                      0,                0.68381,                0.67899,                0.66115,                 0.6943,                0.51533,                0.68117,                0.43036,                0.18909,                0.44009,                0.54226,                0.41323,                0.67421,              0.0081666,                      0,                0.71075,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61787,                0.36904,                 1.3327,                0.08188,                0.83521,                0.82891,                0.86135,                0.71825,                0.65527,                0.40015,                 1.4671,                 0.0903,               0.001189,               0.001189,               0.001189,                0.68739,                 0.3877,                0.64707,                0.47824,                0.76547,                0.40755,                0.68146,                0.40891,                 0.7327,                0.42335,                      0,                 0.7196,                0.68148,                0.66188,                0.71275,                0.53567,                0.68992,                0.39617,                0.18029,                0.43191,                0.57572,                0.41296,                0.60928,                0.67783,                0.42708,                0.66028,                0.49877,                0.77198,                0.41063,                0.69348,                0.41311,                0.73711,                0.46053,                      0,                 0.6878,                0.67947,                0.66313,                0.68951,                0.50882,                0.68322,                0.43291,                0.18813,                 0.4366,                0.55581,                0.41296,                0.67079,              0.0078936,                      0,                0.70501,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62232,                0.36939,                 1.3349,                0.08194,                0.83608,                0.82877,                0.86141,                0.71829,                0.65532,                0.40007,                 1.4673,                 0.0903,                0.00109,                0.00109,                0.00109,                0.67933,                0.38849,                0.62763,                 0.4482,                0.76144,                0.36507,                0.69279,                0.40934,                0.73148,                0.43828,                      0,                0.70275,                0.67949,                0.66456,                0.71387,                0.53064,                0.68214,                0.39537,                0.18266,                 0.4398,                 0.5693,                0.41351,                0.62629,                0.67403,                0.42631,                0.63829,                0.48141,                0.76124,                0.37555,                0.70674,                0.44388,                 0.7299,                0.45079,                      0,                0.67753,                0.67907,                0.66462,                 0.6921,                0.50946,                0.67852,                0.43071,                0.18935,                0.44285,                0.55384,                0.41351,                0.68121,              0.0081013,                      0,                0.70661,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.62001,                 0.3683,                 1.3265,                0.08162,                0.83595,                0.82838,                0.86123,                0.71799,                0.65521,                0.40018,                 1.4673,                0.09031,               0.000991,               0.000991,               0.000991,                0.68789,                0.39419,                0.65097,                0.49323,                0.74002,                0.40113,                 0.7001,                0.40776,                0.71525,                0.41851,                      0,                0.71601,                0.67952,                 0.6607,                0.71222,                0.53033,                0.68926,                0.40182,                0.18256,                0.43275,                 0.5664,                0.41138,                 0.6161,                0.67951,                0.43345,                 0.6617,                0.51075,                0.73762,                0.41107,                0.70487,                0.43077,                0.70993,                0.45395,                      0,                0.68452,                0.67548,                0.65977,                0.68831,                0.50666,                0.68258,                0.43868,                0.18807,                0.43981,                0.54663,                0.41138,                0.67727,              0.0079786,                      0,                0.70425,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61707,                0.36639,                 1.3343,                0.08219,                0.83551,                0.82828,                0.86096,                0.71776,                0.65524,                0.40014,                 1.4676,                0.09031,               0.000892,               0.000892,               0.000892,                0.68444,                0.39319,                0.66894,                0.49502,                0.74688,                0.40456,                 0.6717,                0.38511,                  0.715,                0.40725,                      0,                0.71302,                 0.6796,                0.66106,                0.71929,                0.53388,                0.68682,                0.40114,                0.18118,                0.43682,                0.56426,                0.41435,                0.61815,                0.67636,                0.43346,                0.67843,                0.51499,                0.75467,                0.41573,                0.68696,                0.41081,                 0.7218,                0.45079,                      0,                0.68362,                0.67755,                 0.6617,                 0.6927,                0.50533,                 0.6814,                0.43944,                0.18887,                0.44055,                0.54316,                0.41435,                 0.6756,              0.0080975,                      0,                0.71043,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61306,                0.36247,                 1.3308,                0.08104,                0.83173,                0.83184,                0.86109,                0.71771,                0.65525,                0.40011,                 1.4679,                0.09031,               0.000793,               0.000793,               0.000793,                0.68858,                 0.3929,                0.64103,                 0.4869,                0.75105,                0.42418,                0.68033,                0.39656,                0.71671,                0.42189,                      0,                0.71586,                0.67841,                0.65889,                0.70736,                 0.5309,                 0.6892,                0.40272,                0.18285,                0.43523,                0.56158,                0.41164,                0.61728,                0.68173,                0.43663,                0.64801,                0.50954,                0.75037,                0.41881,                0.68169,                0.42228,                0.71959,                0.45988,                      0,                0.68641,                0.67651,                0.65903,                0.68331,                0.50386,                0.68386,                0.44354,                 0.1896,                0.43838,                0.54244,                0.41164,                0.67696,              0.0081904,                      0,                0.69935,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61007,                0.36116,                 1.3284,                0.08167,                0.83151,                0.83152,                0.86086,                0.71766,                 0.6553,                 0.4003,                 1.4682,                0.09031,               0.000694,               0.000694,               0.000694,                0.68804,                0.39787,                0.63971,                0.47383,                0.74401,                0.39094,                0.68188,                0.39587,                 0.7056,                0.44096,                      0,                0.71698,                0.67915,                 0.6585,                0.71388,                0.53282,                0.68818,                0.40315,                0.18106,                0.43071,                0.55852,                0.41145,                0.60878,                0.68171,                0.44084,                0.65162,                0.49102,                 0.7512,                0.38719,                0.69228,                0.42276,                0.70572,                0.47359,                      0,                0.68817,                0.67609,                0.65822,                0.69079,                0.50591,                0.68396,                0.44322,                0.18732,                0.43443,                0.54113,                0.41145,                0.67232,              0.0080789,                      0,                0.70618,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60819,                0.36047,                  1.326,                0.08194,                0.83046,                0.83286,                0.86069,                0.71764,                 0.6553,                0.40038,                 1.4685,                0.09031,               0.000595,               0.000595,               0.000595,                0.68498,                0.39256,                0.64225,                0.47287,                 0.7386,                0.40162,                0.68511,                0.44094,                0.71391,                0.42417,                      0,                0.71328,                0.67955,                0.65922,                0.71525,                0.53264,                0.68571,                0.40221,                0.18178,                0.43319,                0.56511,                0.41014,                0.61015,                0.68089,                0.42961,                0.65799,                0.50133,                0.74917,                0.40096,                0.69835,                0.44777,                0.71348,                 0.4566,                      0,                0.68883,                0.67776,                0.65992,                0.69252,                0.50761,                0.68382,                0.43713,                0.18894,                0.43654,                0.54581,                0.41014,                0.67007,              0.0079533,                      0,                0.70767,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.61037,                0.36044,                 1.3206,                0.08144,                0.83143,                0.83232,                0.86053,                0.71763,                0.65535,                0.40053,                 1.4688,                0.09033,               0.000496,               0.000496,               0.000496,                 0.6874,                0.38791,                0.64313,                0.46625,                0.76118,                0.38275,                0.68834,                0.42578,                0.71386,                0.43246,                      0,                0.71869,                0.68212,                0.66215,                0.71157,                0.53458,                0.68886,                0.39569,                0.18193,                0.43253,                0.56415,                0.41356,                0.60918,                0.68127,                0.43147,                0.65762,                0.49743,                 0.7654,                0.38908,                0.69216,                0.45673,                0.71925,                0.46461,                      0,                0.68947,                0.67789,                0.66123,                0.68487,                0.50619,                0.68496,                 0.4371,                0.18825,                0.43728,                0.54716,                0.41356,                 0.6729,              0.0081351,                      0,                0.70267,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60806,                0.35867,                 1.3275,                0.08161,                 0.8296,                0.83414,                0.86024,                 0.7176,                0.65532,                0.40056,                 1.4693,                0.09034,               0.000397,               0.000397,               0.000397,                0.69101,                0.39288,                0.63524,                0.49368,                0.74429,                0.40545,                0.67838,                0.42537,                0.70271,                0.41587,                      0,                0.71541,                0.67958,                0.66121,                0.71377,                0.53034,                 0.6901,                0.40037,                0.18295,                 0.4349,                0.55961,                0.41277,                0.62217,                0.68623,                0.42779,                0.65557,                0.52345,                0.75353,                0.40189,                0.69237,                0.45725,                0.70624,                 0.4456,                      0,                0.69289,                0.67737,                0.66102,                0.68869,                0.50692,                  0.688,                0.43412,                0.18868,                 0.4373,                0.54155,                0.41277,                0.67488,              0.0077038,                      0,                0.70541,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.60919,                0.35911,                 1.3263,                0.08197,                0.82936,                0.83536,                0.86019,                0.71771,                0.65539,                0.40063,                 1.4697,                0.09036,               0.000298,               0.000298,               0.000298,                0.68742,                0.39126,                0.65433,                0.48154,                0.76204,                 0.3962,                0.69364,                0.41386,                0.71328,                0.41668,                      0,                0.71895,                0.68008,                0.66081,                0.71465,                0.53068,                0.68977,                0.40036,                0.18193,                0.43125,                0.57024,                0.40986,                0.60936,                0.68149,                0.43382,                0.66031,                0.50573,                0.75898,                0.39063,                0.70231,                0.43621,                0.72072,                0.45207,                      0,                0.69148,                0.67784,                0.66122,                0.69054,                0.50344,                0.68548,                 0.4394,                0.18902,                0.43482,                0.55567,                0.40986,                0.66895,              0.0078302,                      0,                0.70662,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                 0.6067,                 0.3562,                 1.3199,                0.08153,                0.82915,                0.83531,                0.85987,                0.71743,                0.65541,                0.40068,                 1.4701,                0.09037,               0.000199,               0.000199,               0.000199,                0.68624,                0.39214,                 0.6357,                 0.4793,                0.75121,                0.41076,                0.67623,                0.39406,                0.71744,                0.43401,                      0,                0.71062,                0.67881,                0.66162,                0.71036,                0.52888,                0.68696,                0.40113,                 0.1823,                0.43664,                0.56568,                0.41353,                0.62389,                 0.6815,                0.43329,                0.64847,                0.49796,                0.75438,                0.40187,                 0.6878,                0.42795,                0.71765,                0.46321,                      0,                0.68507,                 0.6766,                0.66115,                0.68887,                0.50348,                0.68404,                0.43941,                0.18909,                0.44014,                0.55032,                0.41353,                 0.6813,              0.0079974,                      0,                 0.7032,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
