                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,  p2/P3_rgb_global_mean,   p2/P3_rgb_global_mse,   p2/P3_rgb_global_std, p2/P3_rgb_spatial_mean,  p2/P3_rgb_spatial_mse,  p2/P3_rgb_spatial_std,p2/P4_gder_attention_weight,p2/P4_gder_modality_weight,p2/P4_gder_modality_weight_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,  p2/P4_rgb_global_mean,   p2/P4_rgb_global_mse,   p2/P4_rgb_global_std, p2/P4_rgb_spatial_mean,  p2/P4_rgb_spatial_mse,  p2/P4_rgb_spatial_std,p2/P5_gder_attention_weight,p2/P5_gder_modality_weight,p2/P5_gder_modality_weight_std,  p2/P5_rgb_global_mean,   p2/P5_rgb_global_mse,   p2/P5_rgb_global_std,p2/rgb_global_teacher_max,p2/rgb_global_teacher_mean,p2/rgb_global_teacher_min,p2/rgb_global_teacher_std,p2/prompt_warmup_factor
                     69,                0.63826,                0.39506,                 1.3552,                0.02903,                0.00045,                  6e-05,                0.83414,                0.81535,                0.85266,                 0.7177,                0.64617,                0.40041,                  1.456,                0.02758,                0.00039,                  5e-05,               0.003268,               0.003268,               0.003268,               0.038289,                0.45622,                0.49451,               0.052352,                0.14454,                0.52064,              0.0035927,               0.049434,                0.51807,               0.044811,              0.0001802,                0.50024,                0.49976,             0.00036801,               0.027886,                0.51477,                0.54266,               0.043835,                0.14694,                0.50512,               0.029725,                0.15123,                0.51855,               0.044801,             0.00027628,                0.50021,                0.49979,             0.00024974,                0.52003,              0.0055406,               0.041201,                0.69476,                0.51863,                0.32314,               0.094078,                      1
                     70,                0.63649,                0.39254,                 1.3474,                0.02898,                0.00045,                  5e-05,                0.83178,                0.81774,                0.85268,                0.71776,                0.64624,                 0.4004,                 1.4568,                0.02757,                0.00039,                  5e-05,               0.003169,               0.003169,               0.003169,               0.037999,                0.45602,                0.49402,               0.052035,                  0.144,                0.51854,              0.0035047,                0.04911,                0.51807,               0.045006,             0.00010463,                0.50025,                0.49975,             0.00037293,               0.027739,                0.51452,                0.54226,               0.043661,                0.14675,                0.49396,                0.02847,                0.14461,                0.51855,               0.045026,             0.00028529,                0.50021,                0.49979,              0.0002503,                0.52034,              0.0053715,               0.040563,                0.69322,                0.51789,                0.32388,               0.093689,                      1
                     71,                0.63558,                0.39472,                 1.3499,                0.02892,                0.00045,                  6e-05,                0.83248,                0.81713,                0.85232,                0.71762,                0.64612,                0.40019,                 1.4572,                0.02756,                0.00039,                  5e-05,                0.00307,                0.00307,                0.00307,               0.037921,                0.45323,                0.49115,                 0.0516,                 0.1431,                0.51946,              0.0037189,               0.047924,                0.51807,               0.045142,             5.1631e-05,                0.50025,                0.49975,             0.00037984,                0.02731,                0.51404,                0.54135,               0.042888,                0.14557,                0.49551,               0.029761,                 0.1473,                0.51855,               0.045148,             0.00027298,                0.50021,                0.49979,              0.0002509,                0.52105,              0.0055937,                0.04102,                0.69243,                0.51943,                0.32415,               0.093617,                      1
                     72,                 0.6339,                0.39054,                 1.3462,                0.02915,                0.00045,                  5e-05,                0.82992,                0.81905,                0.85197,                0.71716,                 0.6461,                0.40015,                 1.4577,                0.02755,                0.00039,                  5e-05,               0.002971,               0.002971,               0.002971,               0.037856,                0.45278,                0.49063,               0.051822,                0.14392,                0.52031,              0.0034849,               0.049372,                0.51807,               0.044885,             3.4065e-05,                0.50026,                0.49974,             0.00038527,               0.027586,                0.51375,                0.54134,                0.04351,                0.14675,                0.53334,               0.028582,                0.14697,                0.51855,               0.044884,             0.00028591,                0.50021,                0.49979,             0.00025125,                0.52018,               0.005577,               0.040392,                 0.6903,                0.51818,                0.32349,               0.094002,                      1
                     73,                0.63061,                0.38737,                  1.352,                0.02885,                0.00045,                  6e-05,                0.83173,                0.81724,                0.85171,                0.71698,                0.64612,                 0.4002,                 1.4581,                0.02754,                0.00039,                  5e-05,               0.002872,               0.002872,               0.002872,               0.037356,                0.45682,                0.49418,               0.051319,                0.14362,                0.51949,              0.0036281,               0.047338,                0.51807,               0.045083,             3.7897e-05,                0.50026,                0.49974,              0.0003908,               0.027287,                0.51771,                  0.545,               0.043189,                0.14645,                0.50369,               0.029524,                0.14724,                0.51855,               0.045058,             0.00027343,                0.50022,                0.49978,             0.00025203,                0.52213,              0.0055761,               0.040398,                  0.691,                0.51898,                0.32453,               0.092907,                      1
                     74,                0.62869,                0.38572,                 1.3508,                0.02889,                0.00045,                  6e-05,                 0.8298,                0.81772,                 0.8516,                0.71723,                0.64613,                0.40024,                 1.4587,                0.02753,                0.00039,                  5e-05,               0.002773,               0.002773,               0.002773,               0.037559,                0.45774,                 0.4953,                0.05147,                0.14392,                0.52175,              0.0035547,               0.048014,                0.51807,               0.044682,             4.4551e-05,                0.50027,                0.49973,             0.00039767,                0.02725,                0.51747,                0.54472,               0.043068,                0.14627,                0.52537,               0.029977,                0.14974,                0.51855,               0.044681,             0.00025152,                0.50022,                0.49978,             0.00025268,                0.52266,              0.0056923,               0.039868,                0.69436,                0.52007,                0.32534,               0.093599,                      1
                     75,                 0.6289,                0.38584,                 1.3465,                0.02887,                0.00045,                  5e-05,                0.83083,                0.81736,                0.85159,                0.71722,                0.64612,                0.40014,                 1.4589,                0.02752,                0.00039,                  5e-05,               0.002674,               0.002674,               0.002674,               0.037715,                0.45821,                0.49593,               0.051626,                0.14424,                0.51982,              0.0035095,               0.048688,                0.51807,               0.044825,             4.2505e-05,                0.50027,                0.49973,             0.00040345,               0.027265,                0.51709,                0.54435,               0.043053,                0.14613,                0.53005,               0.028312,                0.14504,                0.51855,               0.044847,               0.000214,                0.50022,                0.49978,             0.00025314,                0.52467,              0.0056247,               0.039251,                0.69285,                0.52004,                0.32041,                 0.0935,                      1
                     76,                0.62675,                0.38376,                  1.342,                0.02875,                0.00045,                  6e-05,                0.83302,                0.81601,                0.85114,                0.71695,                 0.6461,                0.40006,                 1.4592,                0.02751,                0.00039,                  5e-05,               0.002575,               0.002575,               0.002575,               0.037321,                0.45828,                 0.4956,               0.051187,                0.14366,                0.51983,              0.0036629,               0.047633,                0.51807,               0.045011,             8.9958e-05,                0.50028,                0.49972,              0.0004057,               0.026908,                0.51806,                0.54497,               0.042665,                0.14576,                0.51957,               0.028728,                0.14565,                0.51855,               0.045023,             0.00018519,                0.50022,                0.49978,             0.00025307,                0.52539,              0.0057357,               0.038322,                0.69238,                0.52138,                0.32389,               0.093946,                      1
                     77,                0.62581,                0.38207,                  1.341,                0.02883,                0.00045,                  5e-05,                0.83278,                0.81566,                0.85075,                0.71701,                  0.646,                0.40001,                 1.4596,                 0.0275,                0.00039,                  5e-05,               0.002476,               0.002476,               0.002476,               0.037627,                0.45999,                0.49762,               0.051664,                0.14462,                0.52009,              0.0036833,                0.04846,                0.51826,               0.044748,              0.0001925,                0.50028,                0.49972,              0.0004073,               0.027225,                0.51741,                0.54464,               0.043095,                0.14622,                0.50453,               0.027806,                0.14602,                0.51855,               0.044755,             0.00016202,                0.50022,                0.49978,             0.00025332,                0.52299,               0.005782,               0.039461,                0.69482,                 0.5188,                  0.321,                0.09512,                      1
                     78,                0.62481,                0.38053,                 1.3429,                0.02869,                0.00045,                  5e-05,                0.83801,                0.80948,                0.85018,                0.71678,                0.64596,                0.39989,                 1.4601,                0.02749,                0.00039,                  5e-05,               0.002377,               0.002377,               0.002377,               0.037511,                0.45996,                0.49747,               0.051482,                0.14427,                0.51981,              0.0035603,               0.048631,                0.51807,               0.045007,             0.00015157,                0.50028,                0.49972,             0.00041013,               0.027032,                0.51901,                0.54604,               0.042878,                0.14616,                0.49571,                0.02764,                0.14438,                0.51855,               0.045005,             0.00015755,                0.50022,                0.49978,             0.00025359,                0.52032,              0.0056714,               0.039015,                0.69379,                0.51841,                0.32037,                0.09436,                      1
                     79,                0.62614,                0.38049,                 1.3432,                0.02872,                0.00045,                  5e-05,                0.83846,                0.80925,                0.85007,                0.71678,                0.64589,                 0.3998,                 1.4605,                0.02748,                0.00039,                  5e-05,               0.002278,               0.002278,               0.002278,               0.037539,                0.45845,                0.49599,               0.051374,                0.14398,                0.51998,              0.0035883,               0.047418,                0.51807,               0.044837,             0.00010982,                0.50029,                0.49971,             0.00041608,               0.027042,                0.52002,                0.54706,               0.042831,                0.14625,                0.49497,               0.027853,                0.14437,                0.51855,               0.044822,             0.00015597,                0.50022,                0.49978,             0.00025398,                 0.5211,              0.0056061,               0.038303,                0.69488,                0.52086,                0.32424,               0.093819,                      1
                     80,                0.62047,                0.37887,                 1.3382,                0.02863,                0.00045,                  5e-05,                0.83859,                0.81027,                0.84976,                0.71629,                 0.6459,                0.39976,                 1.4606,                0.02747,                0.00039,                  5e-05,               0.002179,               0.002179,               0.002179,               0.036837,                0.45918,                0.49601,               0.050791,                0.14365,                 0.5218,              0.0036756,               0.047392,                0.51843,               0.044756,             0.00015825,                0.50029,                0.49971,              0.0004194,               0.026754,                0.51783,                0.54458,               0.042587,                0.14568,                0.51194,                0.02764,                0.14403,                0.51855,               0.044737,             0.00016352,                0.50022,                0.49978,             0.00025405,                0.52209,              0.0059403,               0.036824,                0.69385,                0.52052,                0.32064,               0.093756,                      1
                     81,                0.62021,                0.37479,                 1.3459,                0.02891,                0.00045,                  6e-05,                0.83846,                 0.8106,                0.85002,                0.71635,                0.64591,                0.39954,                  1.461,                0.02746,                0.00039,                  5e-05,                0.00208,                0.00208,                0.00208,               0.036992,                0.45866,                0.49565,               0.051096,                0.14432,                  0.519,               0.003614,               0.047671,                0.51834,               0.045128,                0.00022,                0.50029,                0.49971,              0.0004225,                0.02703,                0.51772,                0.54475,               0.043052,                0.14666,                0.48034,               0.029256,                0.14528,                0.51855,               0.045139,             0.00019729,                0.50022,                0.49978,             0.00025419,                0.52105,                 0.0058,               0.036619,                0.69267,                0.51966,                0.32551,               0.093408,                      1
                     82,                0.62224,                0.37687,                 1.3369,                 0.0288,                0.00045,                  5e-05,                0.83843,                0.81106,                0.84992,                0.71664,                0.64594,                0.39954,                 1.4613,                0.02745,                0.00039,                  5e-05,               0.001981,               0.001981,               0.001981,               0.037467,                0.45841,                0.49588,               0.051437,                 0.1442,                0.51989,              0.0037081,                0.04738,                0.51807,               0.044866,             5.7057e-05,                 0.5003,                 0.4997,              0.0004263,               0.026796,                0.51769,                0.54448,               0.042665,                0.14592,                0.51017,               0.027722,                0.14267,                0.51855,               0.044864,             0.00019597,                0.50022,                0.49978,             0.00025431,                0.51901,              0.0057062,               0.037395,                0.69198,                0.51936,                0.32051,                0.09374,                      1
                     83,                0.61597,                0.37104,                  1.332,                0.02884,                0.00045,                  5e-05,                0.83944,                0.81002,                0.84998,                0.71651,                0.64598,                0.39973,                 1.4614,                0.02744,                0.00039,                  5e-05,               0.001882,               0.001882,               0.001882,               0.036841,                0.45822,                0.49506,               0.051107,                0.14425,                0.51911,              0.0036323,                0.04789,                0.51807,               0.044983,              2.236e-05,                 0.5003,                 0.4997,              0.0004286,               0.026632,                0.51807,                 0.5447,               0.042833,                0.14668,                0.52093,               0.025628,                0.13652,                0.51855,               0.044967,             0.00017117,                0.50022,                0.49978,              0.0002545,                0.51796,              0.0057929,               0.036995,                0.69223,                0.51844,                0.32198,               0.094481,                      1
                     84,                0.61825,                0.37442,                 1.3409,                 0.0287,                0.00045,                  5e-05,                0.83857,                0.81058,                0.84982,                0.71631,                0.64599,                0.39991,                 1.4618,                0.02743,                0.00039,                  5e-05,               0.001783,               0.001783,               0.001783,               0.037283,                0.45699,                0.49427,               0.051075,                0.14374,                0.52107,              0.0036205,                0.04692,                0.51807,               0.044706,             2.5326e-05,                 0.5003,                 0.4997,             0.00043107,               0.027009,                0.51806,                0.54507,               0.042729,                0.14581,                0.50744,               0.026049,                0.13887,                0.51855,               0.044713,             0.00017609,                0.50022,                0.49978,             0.00025503,                0.52041,              0.0056542,               0.036812,                0.69399,                0.52139,                0.32249,               0.093792,                      1
                     85,                0.61823,                0.37203,                 1.3353,                0.02875,                0.00045,                  5e-05,                0.83891,                0.80995,                0.84965,                0.71661,                0.64598,                0.40003,                 1.4619,                0.02742,                0.00039,                  5e-05,               0.001684,               0.001684,               0.001684,               0.036606,                0.45841,                0.49502,               0.050553,                0.14391,                0.51849,              0.0036393,               0.046812,                0.51807,               0.044723,             1.5639e-05,                0.50031,                0.49969,             0.00043492,               0.026608,                 0.5193,                0.54591,               0.042484,                0.14609,                 0.5127,               0.025788,                0.13756,                0.51855,               0.044727,             0.00017612,                0.50023,                0.49977,             0.00025512,                0.52039,              0.0057323,               0.036913,                0.69312,                0.52172,                0.32257,               0.093581,                      1
                     86,                0.61346,                0.36836,                 1.3387,                0.02861,                0.00044,                  5e-05,                0.83891,                0.80942,                0.84968,                0.71632,                0.64604,                 0.4002,                 1.4623,                0.02742,                0.00039,                  5e-05,               0.001585,               0.001585,               0.001585,               0.037393,                0.46392,                0.50131,               0.051589,                0.14549,                0.52108,              0.0035602,               0.047368,                0.51807,               0.044404,             4.2196e-05,                0.50031,                0.49969,             0.00043664,               0.026785,                0.52253,                0.54932,               0.042847,                0.14682,                0.50921,               0.024987,                0.13717,                0.51855,                0.04441,             0.00017986,                0.50023,                0.49977,             0.00025514,                0.52062,              0.0057418,               0.036346,                0.69254,                 0.5223,                0.32549,               0.092811,                      1
                     87,                0.61136,                0.36582,                 1.3295,                0.02871,                0.00045,                  5e-05,                0.83797,                0.80935,                0.84962,                0.71642,                 0.6461,                0.40034,                 1.4626,                0.02741,                0.00039,                  5e-05,               0.001486,               0.001486,               0.001486,               0.036494,                0.46105,                0.49755,               0.050711,                0.14439,                0.51997,              0.0035835,               0.046646,                0.51807,               0.044691,             6.3058e-05,                0.50031,                0.49969,             0.00044003,               0.026582,                0.52056,                0.54714,               0.042723,                0.14647,                0.49704,               0.026446,                0.13706,                0.51855,               0.044694,             0.00018294,                0.50023,                0.49977,             0.00025502,                0.52071,              0.0056197,               0.036886,                0.69242,                0.52065,                0.32707,               0.093151,                      1
                     88,                0.61149,                0.36827,                 1.3375,                 0.0288,                0.00045,                  5e-05,                0.83757,                0.80933,                0.84944,                0.71597,                0.64614,                0.40046,                  1.463,                 0.0274,                0.00039,                  5e-05,               0.001387,               0.001387,               0.001387,               0.037453,                0.46027,                0.49772,               0.051486,                0.14507,                0.51881,              0.0037171,               0.045782,                0.51807,                0.04451,             8.6978e-05,                0.50032,                0.49968,             0.00044092,               0.026754,                0.51983,                0.54658,               0.042685,                 0.1466,                0.49445,               0.026471,                0.13771,                0.51855,               0.044533,             0.00019383,                0.50023,                0.49977,             0.00025508,                0.52008,              0.0057664,               0.036997,                 0.6944,                0.52135,                0.32488,               0.093195,                      1
                     89,                0.60858,                0.36382,                 1.3368,                0.02875,                0.00045,                  5e-05,                0.83565,                0.81185,                0.84933,                0.71585,                0.64612,                 0.4006,                 1.4632,                0.02739,                0.00039,                  5e-05,               0.001288,               0.001288,               0.001288,               0.036766,                 0.4603,                0.49707,               0.051013,                0.14453,                0.52044,              0.0036715,               0.046645,                0.51807,               0.044724,             5.4304e-05,                0.50032,                0.49968,             0.00044275,               0.026678,                0.51909,                0.54576,               0.042821,                0.14635,                0.50417,               0.025381,                0.13779,                0.51855,               0.044719,             0.00020023,                0.50023,                0.49977,             0.00025525,                0.51988,               0.005835,               0.036626,                0.69146,                0.52024,                0.32097,               0.094168,                      1
                     90,                0.60684,                0.36402,                 1.3254,                 0.0285,                0.00045,                  5e-05,                 0.8267,                0.81712,                0.84925,                0.71601,                0.64612,                 0.4008,                 1.4634,                0.02739,                0.00039,                  5e-05,               0.001189,               0.001189,               0.001189,               0.037154,                 0.4629,                0.50005,               0.051228,                0.14468,                0.51872,              0.0037218,               0.047045,                0.51807,               0.044752,             1.9205e-05,                0.50032,                0.49968,             0.00044423,               0.026714,                0.52292,                0.54963,               0.042701,                0.14621,                 0.5068,               0.025414,                0.13579,                0.51855,               0.044753,             0.00019813,                0.50023,                0.49977,             0.00025528,                 0.5213,              0.0059371,               0.036304,                0.69457,                0.52024,                0.32133,               0.094349,                      1
                     91,                0.60651,                0.36067,                 1.3243,                0.02865,                0.00045,                  5e-05,                0.82606,                0.81789,                 0.8491,                0.71596,                0.64623,                0.40104,                 1.4638,                0.02738,                0.00039,                  5e-05,                0.00109,                0.00109,                0.00109,                0.03656,                 0.4629,                0.49946,               0.050819,                0.14475,                0.51915,              0.0036744,               0.046751,                0.51807,               0.044649,             1.2105e-05,                0.50032,                0.49968,              0.0004452,               0.026273,                0.52263,                 0.5489,               0.042454,                0.14637,                0.50644,               0.025796,                0.13606,                0.51855,               0.044647,             0.00021068,                0.50023,                0.49977,             0.00025529,                0.51981,              0.0059044,               0.035554,                 0.6944,                0.52094,                0.32219,               0.094348,                      1
                     92,                0.60568,                0.35876,                 1.3252,                0.02846,                0.00045,                  5e-05,                0.82453,                0.82033,                0.84892,                0.71593,                0.64628,                0.40129,                 1.4637,                0.02737,                0.00039,                  5e-05,               0.000991,               0.000991,               0.000991,               0.036443,                0.46301,                0.49945,               0.050586,                0.14393,                0.52108,              0.0036252,               0.046533,                0.51807,               0.044864,             1.3743e-05,                0.50033,                0.49967,             0.00044674,                0.02615,                0.52312,                0.54927,               0.042205,                0.14584,                0.49625,               0.025124,                0.13513,                0.51855,               0.044844,             0.00021493,                0.50023,                0.49977,             0.00025528,                0.51889,              0.0057651,               0.035668,                0.69122,                0.51946,                0.31914,               0.093205,                      1
                     93,                0.60256,                0.35597,                 1.3305,                0.02849,                0.00045,                  5e-05,                0.82218,                0.82243,                0.84875,                0.71564,                 0.6463,                 0.4014,                 1.4641,                0.02736,                0.00039,                  5e-05,               0.000892,               0.000892,               0.000892,               0.036308,                0.46312,                0.49943,               0.050459,                0.14408,                0.52054,              0.0037776,               0.047161,                0.51807,               0.045073,             8.4586e-06,                0.50033,                0.49967,             0.00044739,               0.026218,                 0.5227,                0.54892,               0.042262,                0.14593,                0.50533,               0.024861,                0.13343,                0.51855,               0.045073,             0.00020878,                0.50023,                0.49977,             0.00025545,                0.51829,              0.0060166,               0.036509,                0.69297,                0.51791,                0.31767,               0.095328,                      1
                     94,                0.60254,                0.35838,                 1.3259,                0.02858,                0.00045,                  5e-05,                0.82326,                0.82196,                0.84829,                0.71521,                0.64632,                0.40119,                 1.4646,                0.02735,                0.00039,                  6e-05,               0.000793,               0.000793,               0.000793,               0.036719,                0.46388,                0.50059,               0.051051,                0.14503,                0.51951,              0.0037269,                0.04533,                0.51807,               0.045167,             2.5622e-06,                0.50033,                0.49967,             0.00044977,               0.026251,                0.52263,                0.54888,               0.042461,                0.14629,                0.50015,                0.02451,                0.13217,                0.51855,               0.045155,             0.00019627,                0.50023,                0.49977,              0.0002555,                0.51716,              0.0057671,               0.036091,                0.69439,                0.51921,                0.32391,                 0.0937,                      1
                     95,                 0.6009,                0.35777,                 1.3222,                 0.0283,                0.00045,                  5e-05,                0.82407,                 0.8225,                0.84835,                0.71566,                0.64635,                0.40121,                  1.465,                0.02735,                0.00039,                  6e-05,               0.000694,               0.000694,               0.000694,               0.035853,                0.46606,                0.50192,               0.050045,                0.14401,                0.51929,              0.0038396,               0.045075,                0.51807,               0.044752,             9.2979e-07,                0.50033,                0.49967,             0.00045001,                0.02581,                0.52467,                0.55048,               0.041855,                0.14573,                0.51225,                0.02498,                0.13309,                0.51855,               0.044739,              0.0001831,                0.50023,                0.49977,             0.00025544,                0.51811,              0.0059383,               0.035501,                0.69302,                0.51946,                 0.3244,               0.094004,                      1
                     96,                 0.5983,                0.35349,                  1.318,                0.02822,                0.00045,                  5e-05,                0.82485,                0.82258,                0.84822,                0.71535,                0.64632,                0.40133,                 1.4653,                0.02734,                0.00039,                  6e-05,               0.000595,               0.000595,               0.000595,                0.03608,                0.46325,                0.49933,               0.049953,                0.14336,                 0.5178,              0.0037439,               0.045954,                0.51807,                0.04498,             2.7414e-07,                0.50033,                0.49967,             0.00044899,               0.026007,                0.52566,                0.55167,               0.041839,                0.14549,                 0.5136,               0.023802,                0.13119,                0.51855,                  0.045,             0.00018207,                0.50023,                0.49977,             0.00025547,                0.51874,              0.0059545,               0.036086,                0.69223,                  0.519,                0.32114,               0.094185,                      1
                     97,                0.59531,                0.35156,                 1.3175,                0.02848,                0.00045,                  5e-05,                 0.8257,                0.82161,                0.84789,                0.71558,                0.64634,                0.40144,                 1.4658,                0.02733,                0.00039,                  6e-05,               0.000496,               0.000496,               0.000496,                0.03621,                0.46413,                0.50034,               0.050565,                0.14469,                 0.5184,              0.0038225,                0.04492,                0.51807,               0.044718,              2.177e-07,                0.50034,                0.49966,             0.00044874,               0.025916,                 0.5237,                0.54961,                0.04219,                0.14637,                0.50496,               0.024347,                0.12995,                0.51855,               0.044729,             0.00018916,                0.50023,                0.49977,             0.00025556,                0.51923,              0.0060724,               0.035024,                0.69144,                0.51869,                0.32519,               0.093292,                      1
                     98,                0.59718,                0.35093,                 1.3309,                0.02827,                0.00045,                  5e-05,                0.82481,                0.82354,                0.84763,                0.71531,                0.64635,                0.40148,                 1.4663,                0.02733,                0.00039,                  6e-05,               0.000397,               0.000397,               0.000397,               0.035771,                0.46292,                0.49869,               0.049757,                0.14325,                0.51917,              0.0037403,               0.045491,                0.51807,               0.044948,             5.8759e-08,                0.50034,                0.49966,             0.00044901,               0.025876,                0.52498,                0.55086,               0.041828,                 0.1456,                0.50832,               0.024103,                0.13128,                0.51855,               0.044954,             0.00018335,                0.50023,                0.49977,             0.00025562,                0.52021,              0.0059894,               0.035702,                0.69132,                0.52025,                0.32269,               0.094074,                      1
                     99,                0.59592,                0.34917,                 1.3213,                0.02837,                0.00045,                  5e-05,                0.82425,                0.82398,                0.84754,                0.71498,                0.64639,                 0.4015,                 1.4668,                0.02732,                0.00039,                  6e-05,               0.000298,               0.000298,               0.000298,               0.036079,                0.46394,                0.50002,               0.050099,                0.14391,                0.51879,              0.0036716,               0.045983,                0.51807,               0.044967,             6.2564e-08,                0.50034,                0.49966,               0.000449,               0.025934,                 0.5244,                0.55034,               0.041841,                0.14573,                0.50667,               0.023546,                0.12981,                0.51855,               0.044953,             0.00018632,                0.50023,                0.49977,             0.00025563,                0.52014,              0.0058502,                0.03566,                0.69153,                0.51933,                0.32145,               0.093762,                      1
                    100,                0.59425,                0.35071,                 1.3176,                0.02864,                0.00045,                  5e-05,                0.82572,                0.82274,                0.84717,                0.71508,                0.64653,                0.40179,                 1.4673,                0.02732,                0.00039,                  6e-05,               0.000199,               0.000199,               0.000199,               0.036453,                0.46181,                0.49826,               0.050646,                 0.1448,                0.51903,              0.0037298,               0.044897,                0.51807,               0.045015,             5.8759e-08,                0.50034,                0.49966,             0.00044912,               0.025994,                 0.5228,                0.54879,               0.042154,                0.14626,                0.51341,               0.023552,                0.12971,                0.51855,               0.045023,             0.00018619,                0.50023,                0.49977,             0.00025568,                0.52015,              0.0058264,               0.035332,                0.69183,                0.51908,                0.32208,               0.093092,                      1
