                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/true_object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/true_object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,p2/P3_gate_prompt_direction_agreement,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_gate_accuracy,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,  p2/P3_prompt_strength,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,p2/P4_gate_prompt_direction_agreement,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_gate_accuracy,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,  p2/P4_prompt_strength,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     70,                0.65291,                0.40455,                 1.3501,                0.09377,                0.83135,                0.82416,                0.86175,                0.71568,                0.65822,                0.40338,                 1.4646,                0.10071,               0.003169,               0.003169,               0.003169,                0.51118,                0.96804,                 0.8191,                0.67132,                 0.6316,                0.72589,                0.57997,                0.71573,                0.41462,                0.15187,                0.40297,                0.58474,                0.41114,                      1,                0.43112,                0.49071,                0.98465,                0.73144,                0.66382,                0.64464,                0.70032,                0.52954,                0.70025,                0.41807,                0.17336,                0.44084,                0.55016,                0.41114,                      1,                0.61439,              0.0071186,                0.10087,                0.72215,                 0.5834,                0.31493,                0.48166,                0.26644,                0.73356,                0.73356,                      1
                     71,                0.65135,                0.40582,                 1.3568,                0.09344,                 0.8307,                0.82564,                0.86217,                0.71604,                0.65824,                0.40321,                  1.465,                0.10069,                0.00307,                0.00307,                0.00307,                0.50894,                0.96687,                0.81604,                0.67128,                0.63251,                0.72395,                0.57798,                0.71288,                0.41825,                0.15184,                0.40553,                0.58441,                0.41267,                      1,                0.43521,                0.48732,                 0.9855,                0.72943,                0.66313,                0.64414,                0.69871,                0.52528,                0.69912,                0.42462,                0.17315,                0.44309,                0.54944,                0.41267,                      1,                0.61753,              0.0071559,                0.10035,                0.71951,                0.58313,                0.31415,                0.48403,                0.27088,                0.72912,                0.72912,                      1
                     72,                0.65028,                0.40161,                 1.3531,                 0.0927,                0.82077,                0.83322,                0.86169,                0.71595,                0.65819,                0.40332,                 1.4652,                0.10067,               0.002971,               0.002971,               0.002971,                0.50302,                0.96955,                0.81984,                0.67038,                0.63207,                0.72704,                0.57162,                0.71753,                0.42282,                0.15257,                0.40347,                0.57601,                0.41351,                      1,                0.44347,                0.48641,                 0.9849,                  0.728,                0.66275,                 0.6447,                0.69885,                0.52276,                 0.6998,                0.42857,                0.17311,                0.44419,                0.54394,                0.41351,                      1,                0.62425,              0.0070413,               0.099497,                0.71441,                0.58207,                0.31324,                0.48393,                0.27182,                0.72818,                0.72818,                      1
                     73,                0.64623,                0.39806,                 1.3585,                0.09302,                0.82089,                0.83412,                0.86185,                0.71618,                0.65817,                0.40329,                 1.4653,                0.10064,               0.002872,               0.002872,               0.002872,                0.50596,                0.96884,                 0.8175,                0.67111,                0.63271,                0.72493,                0.57434,                0.71535,                0.41882,                0.15202,                0.40307,                0.57863,                0.41249,                      1,                 0.4366,                0.48505,                0.98538,                0.73651,                0.66406,                0.64435,                0.70129,                0.52466,                0.70139,                  0.424,                0.17272,                0.43679,                0.54539,                0.41249,                      1,                0.60555,              0.0069824,               0.099798,                0.71693,                0.58578,                0.31311,                0.48656,                0.26819,                0.73181,                0.73181,                      1
                     74,                0.64494,                0.39713,                 1.3571,                0.09299,                0.82013,                0.83563,                0.86163,                0.71592,                0.65816,                0.40324,                 1.4657,                0.10062,               0.002773,               0.002773,               0.002773,                0.50511,                0.96767,                0.81898,                0.67056,                0.63214,                 0.7275,                0.57469,                0.71747,                   0.42,                0.15199,                0.40266,                0.57265,                0.41198,                      1,                0.43859,                0.48692,                0.98594,                0.73379,                0.66392,                0.64444,                0.70293,                0.52616,                0.70284,                0.42378,                0.17318,                0.43955,                0.54195,                0.41198,                      1,                0.61783,               0.006852,               0.099809,                0.71757,                0.58746,                 0.3139,                0.48742,                0.26686,                0.73314,                0.73314,                      1
                     75,                0.64545,                0.39756,                 1.3527,                0.09323,                0.82172,                0.83502,                0.86168,                0.71583,                0.65811,                 0.4032,                 1.4657,                0.10059,               0.002674,               0.002674,               0.002674,                0.50727,                0.96767,                0.81753,                0.67143,                0.63347,                0.72736,                0.57584,                0.71683,                0.41668,                0.15211,                0.40544,                0.58418,                0.41258,                      1,                 0.4401,                0.48452,                 0.9843,                0.73044,                0.66285,                 0.6444,                0.70154,                0.52463,                0.70002,                0.42629,                0.17261,                0.44222,                0.54622,                0.41258,                      1,                0.61642,              0.0069932,               0.099938,                0.71805,                 0.5858,                0.31323,                0.48641,                0.26682,                0.73318,                0.73318,                      1
                     76,                0.64293,                0.39554,                 1.3506,                0.09336,                0.82213,                  0.836,                 0.8617,                0.71554,                0.65807,                0.40309,                 1.4662,                0.10056,               0.002575,               0.002575,               0.002575,                0.50887,                0.96872,                0.81717,                0.67321,                0.63532,                0.72493,                0.57509,                0.71533,                 0.4126,                0.15347,                0.40428,                0.58239,                0.41331,                      1,                0.44202,                0.48899,                0.98541,                0.73587,                0.66496,                0.64573,                0.70124,                0.52783,                0.70126,                0.42075,                0.17249,                0.44064,                  0.547,                0.41331,                      1,                0.60837,              0.0067358,                0.10045,                0.71903,                0.58322,                  0.311,                0.48439,                0.27146,                0.72854,                0.72854,                      1
                     77,                0.64264,                0.39332,                 1.3492,                0.09307,                0.82304,                0.83471,                 0.8616,                0.71538,                0.65804,                0.40294,                 1.4667,                0.10054,               0.002476,               0.002476,               0.002476,                0.50589,                0.96786,                0.81172,                 0.6712,                0.63297,                0.72742,                0.57363,                0.71672,                0.41781,                0.15329,                0.40588,                0.57997,                0.41049,                      1,                0.45109,                0.48787,                0.98501,                0.72423,                0.66365,                0.64572,                0.69987,                0.52468,                0.69928,                0.42682,                0.17391,                0.44354,                0.55093,                0.41049,                      1,                0.62949,               0.006877,               0.099977,                0.71662,                0.58397,                0.31739,                0.48191,                0.26341,                0.73659,                0.73659,                      1
                     78,                0.64158,                0.39101,                 1.3524,                0.09277,                0.82305,                0.83516,                0.86154,                0.71538,                0.65797,                0.40284,                 1.4672,                0.10051,               0.002377,               0.002377,               0.002377,                 0.5032,                0.96837,                0.81286,                0.66931,                0.63355,                0.72605,                0.57071,                0.71577,                0.42005,                0.15227,                0.40671,                0.58261,                0.41246,                      1,                0.45023,                0.48532,                0.98583,                0.73278,                0.66266,                0.64551,                0.70261,                0.52249,                0.70234,                0.42531,                0.17339,                0.44193,                0.54803,                0.41246,                      1,                0.61909,              0.0070149,               0.099449,                0.71402,                0.58455,                0.31294,                0.48517,                0.26774,                0.73226,                0.73226,                      1
                     79,                0.64233,                0.39249,                 1.3513,                0.09263,                0.82283,                0.83637,                 0.8613,                0.71562,                0.65796,                 0.4028,                 1.4674,                0.10048,               0.002278,               0.002278,               0.002278,                0.50338,                0.96724,                0.81127,                0.67023,                0.63467,                0.72306,                0.56996,                0.71347,                0.41846,                0.15327,                0.40732,                0.57999,                0.41414,                      1,                0.45469,                0.48527,                0.98576,                0.72722,                0.66357,                0.64659,                0.69933,                0.52019,                0.69928,                0.42638,                0.17496,                0.44357,                0.54704,                0.41414,                      1,                0.62536,              0.0070675,               0.099468,                0.71303,                 0.5807,                0.31269,                 0.4835,                0.27427,                0.72573,                0.72573,                      1
                     80,                0.63693,                0.38904,                 1.3479,                0.09316,                0.82445,                0.83576,                0.86101,                0.71562,                 0.6579,                0.40283,                 1.4676,                0.10046,               0.002179,               0.002179,               0.002179,                0.50594,                0.96734,                0.81574,                0.67144,                 0.6342,                0.72701,                0.57385,                0.71641,                0.41484,                0.15303,                0.40539,                0.58658,                0.41155,                      1,                0.44513,                0.48735,                0.98537,                0.73034,                0.66367,                0.64589,                 0.7016,                0.52389,                 0.7013,                0.42241,                 0.1739,                0.44212,                0.55134,                0.41155,                      1,                  0.622,              0.0070702,               0.099949,                0.71673,                0.58564,                0.31607,                0.48477,                0.26803,                0.73197,                0.73197,                      1
                     81,                0.63707,                0.38593,                 1.3534,                0.09233,                0.82257,                0.83794,                0.86084,                0.71543,                0.65789,                0.40284,                 1.4679,                0.10044,                0.00208,                0.00208,                0.00208,                0.50223,                0.96817,                0.80398,                0.66766,                0.63215,                0.72088,                0.56793,                0.71156,                0.42407,                0.15378,                 0.4103,                0.58008,                0.41341,                      1,                0.46636,                0.48238,                0.98701,                0.72593,                0.66051,                0.64318,                0.69945,                0.51861,                0.69939,                0.43271,                0.17396,                0.44472,                0.54553,                0.41341,                      1,                  0.629,              0.0069736,               0.099122,                0.71044,                0.58163,                0.31436,                0.48282,                0.27375,                0.72625,                0.72625,                      1
                     82,                0.63868,                0.38784,                 1.3428,                0.09277,                0.82275,                0.83916,                0.86088,                0.71531,                0.65791,                0.40283,                 1.4681,                0.10042,               0.001981,               0.001981,               0.001981,                0.50335,                0.96676,                0.80252,                 0.6695,                0.63488,                0.71985,                0.56934,                0.70897,                 0.4159,                0.15384,                0.41028,                0.58445,                0.41275,                      1,                 0.4578,                0.48686,                0.98607,                0.72319,                0.66499,                0.64896,                0.69583,                 0.5212,                0.69565,                0.42147,                  0.177,                0.44533,                0.55557,                0.41275,                      1,                 0.6217,               0.007022,                0.09957,                0.71318,                0.58411,                0.31384,                0.48519,                0.27137,                0.72863,                0.72863,                      1
                     83,                0.63254,                0.38273,                  1.343,                0.09277,                0.82263,                0.84021,                0.86073,                 0.7154,                0.65783,                0.40292,                 1.4683,                 0.1004,               0.001882,               0.001882,               0.001882,                0.50552,                0.96615,                0.80637,                0.67036,                0.63403,                0.72175,                 0.5707,                0.71068,                0.41843,                0.15403,                 0.4079,                 0.5767,                0.41312,                      1,                0.45521,                0.48691,                0.98512,                0.72665,                0.66473,                0.64599,                0.69735,                0.52398,                 0.6963,                0.42451,                0.17517,                0.44226,                0.54509,                0.41312,                      1,                0.61527,              0.0067775,               0.099864,                0.71463,                0.58188,                0.31374,                0.48286,                0.27249,                0.72751,                0.72751,                      1
                     84,                0.63459,                0.38571,                 1.3477,                0.09297,                0.82307,                0.83999,                0.86038,                0.71538,                0.65782,                0.40297,                 1.4685,                0.10037,               0.001783,               0.001783,               0.001783,                0.50566,                0.96531,                0.79682,                0.67116,                0.63464,                0.71971,                0.57072,                0.70835,                0.42052,                0.15293,                0.41079,                 0.5882,                0.41202,                      1,                0.46659,                 0.4849,                0.98603,                0.72586,                0.66637,                0.64682,                 0.6988,                0.52252,                0.69827,                0.42731,                0.17434,                0.44189,                0.55838,                0.41202,                      1,                0.62285,              0.0067437,               0.099748,                0.71433,                 0.5863,                0.31311,                0.48639,                 0.2679,                 0.7321,                 0.7321,                      1
                     85,                0.63443,                 0.3825,                 1.3469,                 0.0924,                0.82059,                0.84253,                0.86018,                0.71516,                0.65783,                0.40305,                 1.4688,                0.10035,               0.001684,               0.001684,               0.001684,                0.50182,                0.96801,                0.81294,                0.67013,                0.63174,                 0.7279,                0.56911,                0.71719,                0.42217,                 0.1538,                0.40457,                0.57796,                0.41011,                      1,                 0.4498,                0.48001,                0.98563,                0.73996,                0.66278,                0.64198,                 0.7072,                 0.5205,                0.70667,                0.43171,                0.17328,                0.43696,                0.54543,                0.41011,                      1,                0.61371,              0.0065968,               0.098909,                0.71169,                0.58638,                0.31682,                0.48429,                0.26368,                0.73632,                0.73632,                      1
                     86,                0.62916,                0.37986,                 1.3471,                0.09193,                0.82154,                 0.8413,                0.86011,                0.71503,                0.65786,                  0.403,                 1.4691,                0.10034,               0.001585,               0.001585,               0.001585,                0.49764,                0.96676,                 0.8061,                0.66929,                0.63419,                0.72637,                0.56477,                 0.7157,                0.42408,                0.15347,                0.40933,                0.57617,                0.41333,                      1,                0.46974,                0.47769,                0.98547,                0.73529,                0.66285,                0.64504,                0.70696,                0.51666,                0.70646,                0.42932,                0.17398,                 0.4406,                0.54065,                0.41333,                      1,                  0.628,              0.0066368,               0.098198,                0.70819,                0.58704,                0.31339,                 0.4888,                0.26876,                0.73124,                0.73124,                      1
                     87,                0.62824,                0.37747,                 1.3378,                0.09202,                 0.8211,                0.83984,                0.85982,                0.71475,                0.65793,                0.40308,                 1.4693,                0.10032,               0.001486,               0.001486,               0.001486,                0.49853,                0.96817,                0.81205,                 0.6688,                0.63212,                0.72648,                0.56519,                0.71602,                0.42594,                0.15428,                0.40602,                0.57686,                0.41198,                      1,                0.45439,                0.48079,                0.98626,                0.72607,                0.66442,                0.64617,                0.70237,                0.51714,                0.70108,                0.43129,                0.17662,                0.44357,                0.54642,                0.41198,                      1,                0.63302,              0.0070329,               0.098523,                0.70838,                0.58568,                0.31539,                0.48522,                0.26849,                0.73151,                0.73151,                      1
                     88,                 0.6278,                0.37851,                 1.3452,                0.09256,                0.82027,                 0.8403,                0.85959,                0.71436,                0.65791,                0.40323,                 1.4696,                 0.1003,               0.001387,               0.001387,               0.001387,                0.50123,                0.96655,                0.80918,                0.67078,                0.63558,                0.72456,                0.56782,                0.71409,                0.41917,                 0.1531,                0.40904,                0.58305,                0.41292,                      1,                0.45878,                0.48485,                0.98581,                0.72988,                 0.6657,                0.64773,                0.70064,                0.52033,                0.70017,                0.42502,                0.17516,                0.44189,                0.55283,                0.41292,                      1,                0.62042,              0.0067333,               0.099154,                 0.7119,                0.58328,                0.31181,                0.48431,                0.27139,                0.72861,                0.72861,                      1
                     89,                 0.6252,                0.37507,                 1.3468,                0.09226,                0.82149,                0.83919,                0.85942,                0.71462,                0.65792,                0.40339,                 1.4701,                0.10028,               0.001288,               0.001288,               0.001288,                0.50009,                0.96782,                0.80884,                0.67148,                0.63453,                 0.7264,                0.56659,                 0.7165,                0.41608,                0.15522,                0.40678,                0.57833,                0.41097,                      1,                0.46135,                0.48069,                0.98517,                0.73208,                0.66507,                0.64604,                0.70474,                0.51839,                0.70326,                0.42601,                 0.1755,                0.43986,                0.54908,                0.41097,                      1,                0.62365,              0.0066158,               0.098725,                0.71012,                0.58473,                0.31513,                0.48289,                0.26575,                0.73425,                0.73425,                      1
                     90,                0.62313,                0.37426,                 1.3386,                0.09203,                0.82431,                0.83446,                0.85917,                0.71442,                0.65798,                0.40346,                 1.4705,                0.10025,               0.001189,               0.001189,               0.001189,                0.49839,                0.96736,                0.80212,                0.66997,                0.63462,                0.72414,                0.56435,                0.71359,                0.42394,                0.15403,                0.40954,                0.58144,                0.41128,                      1,                0.46776,                0.47924,                0.98519,                0.72853,                0.66378,                0.64583,                0.70276,                0.51585,                0.70165,                0.43335,                0.17483,                0.44153,                0.54942,                0.41128,                      1,                  0.627,              0.0065242,               0.098401,                0.70778,                0.58666,                0.31467,                0.48609,                0.26479,                0.73521,                0.73521,                      1
                     91,                0.62327,                0.37184,                  1.336,                0.09187,                0.82561,                0.83354,                0.85895,                 0.7143,                0.65799,                0.40348,                 1.4712,                0.10023,                0.00109,                0.00109,                0.00109,                0.49708,                0.96714,                0.80459,                0.66829,                0.63472,                0.72416,                0.56381,                0.71345,                0.42189,                0.15381,                0.41013,                0.57347,                0.41353,                      1,                0.46479,                0.47968,                0.98605,                0.73428,                0.66284,                0.64472,                0.70513,                0.51723,                0.70427,                0.42992,                0.17435,                0.43809,                0.54263,                0.41353,                      1,                 0.6224,              0.0065274,               0.098255,                 0.7078,                0.58406,                0.31266,                 0.4863,                0.26823,                0.73177,                0.73177,                      1
                     92,                0.62102,                0.36945,                 1.3347,                 0.0922,                0.82576,                0.83413,                0.85893,                0.71426,                0.65804,                0.40358,                 1.4714,                0.10021,               0.000991,               0.000991,               0.000991,                0.50027,                0.96679,                0.80076,                0.67015,                0.63347,                0.72307,                0.56673,                0.71206,                0.42165,                0.15397,                 0.4107,                 0.5765,                0.41156,                      1,                0.46937,                0.48027,                0.98575,                0.73116,                0.66521,                0.64432,                0.70331,                0.51927,                0.70181,                0.43153,                0.17469,                0.44024,                0.54344,                0.41156,                      1,                0.62151,              0.0065138,                0.09872,                0.71018,                0.58336,                0.31338,                0.48223,                0.26766,                0.73234,                0.73234,                      1
                     93,                0.61924,                0.36658,                 1.3386,                0.09112,                0.82534,                0.83498,                 0.8591,                0.71422,                0.65802,                0.40357,                 1.4718,                0.10019,               0.000892,               0.000892,               0.000892,                0.49009,                0.96508,                0.79906,                0.66524,                0.63197,                0.72542,                0.55863,                0.71348,                0.42965,                 0.1539,                 0.4127,                0.57481,                0.41283,                      1,                0.48392,                0.47344,                0.98545,                0.72851,                 0.6601,                0.64271,                0.70337,                0.51086,                0.70128,                0.43719,                0.17472,                0.44344,                0.54147,                0.41283,                      1,                0.62825,               0.006611,               0.096908,                 0.7016,                0.58135,                0.31485,                 0.4816,                0.27156,                0.72844,                0.72844,                      1
                     94,                0.61963,                0.36866,                 1.3368,                0.09179,                0.82765,                0.83452,                0.85873,                 0.7141,                0.65804,                0.40359,                 1.4721,                0.10017,               0.000793,               0.000793,               0.000793,                0.49743,                0.96652,                 0.8024,                0.66822,                0.63335,                0.72279,                0.56296,                0.71234,                0.42456,                0.15514,                 0.4098,                0.57217,                0.41228,                      1,                0.46945,                0.48064,                0.98638,                0.73023,                0.66422,                0.64531,                0.70249,                 0.5169,                0.70145,                0.43432,                0.17557,                0.44107,                0.54481,                0.41228,                      1,                0.62383,              0.0065697,               0.098367,                0.70694,                0.58108,                 0.3162,                0.48116,                 0.2705,                 0.7295,                 0.7295,                      1
                     95,                0.61807,                0.36914,                 1.3314,                0.09242,                0.83086,                0.83066,                 0.8587,                0.71427,                0.65801,                0.40364,                 1.4724,                0.10015,               0.000694,               0.000694,               0.000694,                0.50306,                0.96678,                0.80743,                 0.6707,                0.63279,                 0.7276,                0.56965,                0.71666,                0.42127,                0.15452,                0.40772,                0.56966,                0.41034,                      1,                  0.466,                0.48338,                0.98591,                0.73109,                 0.6641,                0.64343,                0.70437,                0.52257,                0.70296,                0.43067,                0.17463,                   0.44,                0.53865,                0.41034,                      1,                 0.6253,              0.0065094,                 0.0993,                0.71304,                0.58404,                0.31739,                0.48148,                0.26585,                0.73415,                0.73415,                      1
                     96,                0.61429,                0.36418,                 1.3264,                0.09167,                0.83274,                0.82981,                0.85879,                0.71407,                0.65804,                0.40378,                 1.4727,                0.10012,               0.000595,               0.000595,               0.000595,                0.49672,                0.96638,                0.80174,                0.66772,                0.63139,                0.72283,                0.56348,                0.71203,                 0.4284,                0.15476,                0.40908,                0.57032,                0.41148,                      1,                0.47038,                0.47641,                0.98658,                0.73356,                0.66297,                0.64241,                0.70409,                0.51627,                0.70268,                0.43584,                0.17558,                0.43864,                0.54309,                0.41148,                      1,                0.61949,              0.0065823,               0.097991,                0.70651,                0.58231,                0.31487,                0.48131,                0.27074,                0.72926,                0.72926,                      1
                     97,                0.61111,                 0.3624,                 1.3269,                0.09183,                0.83286,                0.82911,                0.85856,                0.71404,                0.65807,                0.40382,                 1.4731,                 0.1001,               0.000496,               0.000496,               0.000496,                0.49713,                 0.9662,                0.80712,                0.67006,                0.63332,                0.72714,                0.56447,                0.71573,                0.42404,                0.15354,                0.40755,                0.57544,                0.41203,                      1,                0.46688,                0.47555,                0.98544,                0.73526,                 0.6633,                0.64383,                0.70613,                0.51519,                 0.7045,                0.43398,                0.17354,                0.43975,                0.54489,                0.41203,                      1,                0.62076,              0.0064445,               0.097987,                0.70725,                0.58375,                0.31231,                0.48361,                0.26861,                0.73139,                0.73139,                      1
                     98,                0.61364,                0.36252,                  1.338,                0.09114,                0.83059,                0.83113,                0.85824,                0.71376,                0.65798,                0.40379,                 1.4733,                0.10008,               0.000397,               0.000397,               0.000397,                0.49298,                0.96617,                0.79595,                0.66735,                0.63428,                0.72347,                0.55794,                0.71252,                0.42723,                0.15566,                0.41385,                0.57371,                0.41364,                      1,                0.49035,                0.47417,                0.98658,                0.73356,                0.66294,                0.64533,                0.70597,                0.51061,                0.70492,                0.43482,                 0.1767,                0.44275,                  0.538,                0.41364,                      1,                0.62865,              0.0065191,               0.097341,                0.70166,                0.58359,                0.31369,                0.48538,                  0.273,                  0.727,                  0.727,                      1
                     99,                0.61179,                0.36183,                  1.329,                0.09196,                0.82974,                0.83159,                0.85801,                0.71355,                0.65804,                 0.4039,                 1.4736,                0.10006,               0.000298,               0.000298,               0.000298,                0.49692,                0.96749,                0.80828,                 0.6692,                0.63083,                0.72806,                0.56493,                0.71717,                0.42379,                 0.1546,                0.40545,                0.57875,                0.40886,                      1,                0.46068,                0.47709,                0.98612,                0.73812,                0.66422,                0.64309,                0.70672,                 0.5171,                 0.7057,                 0.4303,                0.17545,                  0.435,                0.55051,                0.40886,                      1,                0.61444,              0.0065507,               0.098062,                0.70772,                0.58636,                0.31748,                0.48223,                0.26211,                0.73789,                0.73789,                      1
                    100,                0.61159,                0.36151,                 1.3268,                0.09148,                0.83178,                0.82956,                0.85762,                0.71334,                0.65808,                0.40405,                 1.4738,                0.10004,               0.000199,               0.000199,               0.000199,                0.49497,                0.96721,                0.79743,                0.66818,                0.63372,                0.72417,                0.56019,                 0.7126,                0.42451,                0.15492,                 0.4115,                0.57366,                0.41133,                      1,                 0.4783,                0.47644,                0.98568,                0.73342,                0.66463,                0.64572,                0.70643,                0.51424,                0.70499,                0.43197,                0.17597,                0.43978,                0.54382,                0.41133,                      1,                0.62646,              0.0064287,               0.097759,                 0.7043,                0.58621,                0.31529,                0.48531,                0.26582,                0.73418,                0.73418,                      1
