                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,  p2/P3_rgb_global_mean,   p2/P3_rgb_global_mse,   p2/P3_rgb_global_std, p2/P3_rgb_spatial_mean,  p2/P3_rgb_spatial_mse,  p2/P3_rgb_spatial_std, p2/P4_final_weight_std,    p2/P4_gamma_spatial,p2/P4_gder_attention_weight,p2/P4_gder_modality_weight,p2/P4_gder_modality_weight_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,  p2/P4_rgb_global_mean,   p2/P4_rgb_global_mse,   p2/P4_rgb_global_std, p2/P4_rgb_spatial_mean,  p2/P4_rgb_spatial_mse,  p2/P4_rgb_spatial_std,p2/P4_spatial_logits_std,p2/P5_gder_attention_weight,p2/P5_gder_modality_weight,p2/P5_gder_modality_weight_std,  p2/P5_rgb_global_mean,   p2/P5_rgb_global_mse,   p2/P5_rgb_global_std,p2/rgb_global_teacher_max,p2/rgb_global_teacher_mean,p2/rgb_global_teacher_min,p2/rgb_global_teacher_std,p2/prompt_warmup_factor
                     67,                0.64525,                0.40102,                 1.3457,                0.02926,                0.00045,                  5e-05,                0.82439,                0.83144,                0.86414,                0.72733,                0.64688,                0.39748,                 1.4538,                0.02751,                0.00039,                  5e-05,               0.003466,               0.003466,               0.003466,               0.038009,                0.45142,                0.48943,               0.051792,                0.14389,                0.51971,              0.0035387,               0.048528,                0.51841,               0.044806,             0.00015046,              0.0016451,              -0.021733,                0.50161,                0.49839,             0.00033689,               0.027823,                 0.5078,                0.53562,               0.043396,                0.14521,                0.51052,               0.027593,                0.14339,                0.51912,                 0.0448,             0.00029212,                0.12782,                0.50026,                0.49974,             0.00025562,                0.51917,              0.0055494,               0.030603,                0.69123,                0.52147,                 0.3264,               0.092713,                      1
                     68,                0.63766,                0.39518,                 1.3525,                0.02901,                0.00045,                  5e-05,                0.82578,                0.83263,                0.86438,                0.72723,                0.64682,                0.39742,                 1.4538,                 0.0275,                0.00039,                  5e-05,               0.003367,               0.003367,               0.003367,               0.038581,                 0.4591,                0.49768,               0.052568,                 0.1453,                0.51945,               0.003676,               0.048561,                0.51817,               0.045092,             0.00013147,              0.0016982,              -0.022427,                0.50166,                0.49834,             0.00034963,                0.02762,                0.51394,                0.54156,               0.043364,                0.14585,                0.50711,                0.02587,                0.13697,                0.51906,               0.045078,             0.00027018,                0.12787,                0.50026,                0.49974,             0.00025681,                0.51916,              0.0057288,               0.030979,                0.69603,                0.51948,                0.32023,               0.094953,                      1
                     69,                0.63887,                0.39566,                  1.354,                0.02898,                0.00045,                  5e-05,                0.82359,                0.83345,                0.86411,                0.72748,                 0.6467,                0.39726,                 1.4539,                0.02749,                0.00039,                  5e-05,               0.003268,               0.003268,               0.003268,               0.037783,                0.45857,                0.49635,               0.051919,                0.14469,                0.52015,              0.0036714,               0.048415,                0.51826,               0.044811,             0.00021121,              0.0017244,              -0.022751,                0.50169,                0.49831,             0.00035439,               0.027582,                0.51401,                0.54159,               0.043492,                0.14617,                0.51094,               0.027323,                0.14401,                 0.5193,               0.044806,             0.00029229,                0.12797,                0.50027,                0.49973,             0.00025692,                0.51937,              0.0058093,               0.029905,                0.69476,                0.51863,                0.32314,               0.094078,                      1
                     70,                0.63716,                 0.3931,                 1.3438,                0.02896,                0.00045,                  5e-05,                0.82481,                0.83326,                0.86386,                0.72742,                0.64668,                0.39706,                 1.4541,                0.02748,                0.00039,                  5e-05,               0.003169,               0.003169,               0.003169,               0.038162,                0.45849,                0.49665,               0.052278,                0.14472,                0.51908,               0.003588,               0.048347,                0.51807,               0.045006,             9.3677e-05,              0.0017783,              -0.023473,                0.50174,                0.49826,             0.00035984,               0.028055,                0.51444,                 0.5425,               0.043959,                0.14636,                0.51043,               0.026227,                0.13803,                0.51904,               0.045031,             0.00027875,                0.12805,                0.50027,                0.49973,             0.00025783,                0.51868,              0.0055758,               0.030236,                0.69322,                0.51789,                0.32388,               0.093689,                      1
                     71,                0.63578,                0.39658,                 1.3449,                0.02891,                0.00045,                  5e-05,                0.82671,                0.83253,                0.86426,                0.72807,                0.64665,                0.39709,                  1.454,                0.02747,                0.00039,                  5e-05,                0.00307,                0.00307,                0.00307,               0.037324,                0.45485,                0.49218,               0.051052,                0.14328,                0.52084,              0.0036939,               0.048164,                0.51807,               0.045142,             0.00012667,              0.0018367,              -0.024262,                 0.5018,                 0.4982,             0.00036551,               0.027352,                 0.5128,                0.54015,               0.042899,                0.14502,                0.49446,               0.025936,                0.13634,                0.51904,               0.045151,             0.00026701,                 0.1281,                0.50027,                0.49973,             0.00025815,                0.51891,              0.0057114,               0.029996,                0.69243,                0.51943,                0.32415,               0.093617,                      1
                     72,                0.63377,                0.39068,                 1.3442,                0.02913,                0.00045,                  5e-05,                0.82766,                0.83338,                0.86428,                0.72807,                0.64669,                0.39682,                 1.4543,                0.02746,                0.00039,                  5e-05,               0.002971,               0.002971,               0.002971,               0.037783,                0.45462,                 0.4924,               0.051812,                0.14434,                0.52118,              0.0035412,               0.049359,                0.51807,               0.044885,             0.00012929,              0.0018606,               -0.02456,                0.50182,                0.49818,             0.00037152,               0.027357,                0.51225,                0.53961,                0.04323,                0.14595,                0.51983,               0.025188,                0.13842,                0.51905,               0.044889,             0.00028322,                0.12815,                0.50027,                0.49973,             0.00025895,                0.51855,              0.0057279,               0.029359,                 0.6903,                0.51818,                0.32349,               0.094002,                      1
                     73,                0.63111,                 0.3887,                 1.3477,                0.02884,                0.00045,                  5e-05,                0.82896,                0.83306,                0.86431,                0.72783,                0.64667,                0.39679,                 1.4543,                0.02745,                0.00039,                  5e-05,               0.002872,               0.002872,               0.002872,               0.036961,                0.45863,                0.49559,               0.050978,                0.14389,                0.51869,              0.0036476,               0.047216,                0.51807,               0.045083,             0.00011089,              0.0018843,              -0.024839,                0.50185,                0.49815,             0.00037793,               0.027393,                0.51776,                0.54515,                0.04329,                0.14614,                 0.5034,               0.027504,                0.13999,                0.51904,               0.045062,             0.00026555,                0.12828,                0.50027,                0.49973,              0.0002589,                0.51921,              0.0057123,               0.028989,                  0.691,                0.51898,                0.32453,               0.092907,                      1
                     74,                0.62912,                0.38769,                 1.3402,                0.02889,                0.00045,                  5e-05,                0.82821,                0.83226,                0.86439,                0.72815,                0.64654,                0.39677,                  1.454,                0.02744,                0.00039,                  5e-05,               0.002773,               0.002773,               0.002773,               0.037177,                0.45837,                0.49555,               0.051108,                0.14397,                0.51976,               0.003594,               0.047694,                0.51815,               0.044682,             0.00014821,              0.0019316,              -0.025462,                0.50189,                0.49811,             0.00038707,               0.027091,                0.51625,                0.54334,               0.042863,                0.14575,                0.51304,               0.027624,                0.14395,                0.51907,               0.044682,             0.00027925,                0.12832,                0.50028,                0.49972,             0.00025998,                0.51909,              0.0056822,               0.029604,                0.69436,                0.52007,                0.32534,               0.093599,                      1
                     75,                0.62913,                0.38532,                 1.3464,                0.02885,                0.00045,                  5e-05,                0.82773,                0.83285,                0.86451,                0.72842,                 0.6465,                 0.3968,                 1.4546,                0.02743,                0.00039,                  5e-05,               0.002674,               0.002674,               0.002674,               0.037376,                0.45901,                0.49638,               0.051323,                0.14437,                0.51983,              0.0035408,               0.048253,                0.51807,               0.044825,             0.00014378,              0.0019506,                -0.0257,                0.50191,                0.49809,             0.00039092,               0.027326,                0.51673,                0.54405,               0.043094,                0.14581,                0.53564,               0.027457,                0.14083,                0.51931,               0.044849,               0.000279,                0.12834,                0.50028,                0.49972,             0.00026112,                0.51954,              0.0056466,               0.029837,                0.69285,                0.52004,                0.32041,                 0.0935,                      1
                     76,                0.62605,                0.38367,                 1.3395,                0.02873,                0.00045,                  5e-05,                0.82698,                0.83326,                0.86423,                0.72813,                0.64656,                0.39665,                 1.4547,                0.02743,                0.00039,                  5e-05,               0.002575,               0.002575,               0.002575,               0.036935,                0.45959,                0.49653,               0.050841,                 0.1437,                0.52005,              0.0036602,               0.047795,                0.51807,                0.04501,             0.00013398,               0.001983,              -0.026133,                0.50194,                0.49806,             0.00039272,               0.026516,                 0.5172,                0.54372,               0.042237,                0.14524,                0.50706,               0.027179,                0.14111,                0.51935,               0.045021,             0.00026509,                0.12838,                0.50028,                0.49972,              0.0002615,                0.51953,              0.0058264,               0.028507,                0.69238,                0.52138,                0.32389,               0.093946,                      1
                     77,                0.62694,                0.38412,                 1.3335,                0.02881,                0.00045,                  5e-05,                0.83085,                0.82862,                 0.8642,                 0.7281,                0.64654,                0.39683,                 1.4547,                0.02742,                0.00039,                  5e-05,               0.002476,               0.002476,               0.002476,               0.037454,                0.46183,                0.49928,               0.051548,                0.14485,                0.52241,              0.0037068,               0.048645,                0.51832,               0.044748,             0.00018453,              0.0019958,              -0.026286,                0.50196,                0.49804,             0.00039508,               0.027281,                0.51756,                0.54484,               0.043148,                0.14617,                0.50856,               0.026201,                0.13949,                0.51953,               0.044759,             0.00016926,                0.12841,                0.50029,                0.49971,             0.00026212,                0.51918,              0.0060433,               0.028319,                0.69482,                 0.5188,                  0.321,                0.09512,                      1
                     78,                0.62538,                0.38138,                 1.3394,                0.02865,                0.00045,                  5e-05,                0.83082,                 0.8285,                0.86408,                0.72815,                0.64644,                0.39696,                 1.4548,                0.02741,                0.00039,                  5e-05,               0.002377,               0.002377,               0.002377,               0.037346,                0.46222,                0.49956,               0.051387,                0.14469,                0.51854,              0.0035692,               0.048612,                0.51822,               0.045007,             0.00020894,              0.0020298,              -0.026726,                0.50199,                0.49801,             0.00039578,               0.027133,                0.51902,                0.54615,               0.042975,                0.14604,                 0.5044,               0.025225,                0.13679,                0.51953,                0.04501,              0.0001563,                0.12855,                0.50029,                0.49971,             0.00026297,                0.51952,              0.0058841,               0.028086,                0.69379,                0.51841,                0.32037,                0.09436,                      1
                     79,                0.62666,                0.38192,                 1.3413,                0.02869,                0.00045,                  5e-05,                 0.8292,                0.82905,                0.86365,                0.72748,                0.64633,                0.39726,                  1.455,                 0.0274,                0.00039,                  5e-05,               0.002278,               0.002278,               0.002278,               0.037262,                0.46015,                0.49741,               0.051146,                0.14413,                0.52077,              0.0036284,               0.047683,                0.51813,               0.044836,              0.0001802,              0.0020522,              -0.027017,                0.50201,                0.49799,             0.00039819,                0.02698,                   0.52,                0.54698,               0.042754,                0.14599,                0.51942,               0.024811,                0.13381,                0.51953,               0.044823,             0.00015294,                0.12858,                0.50029,                0.49971,             0.00026347,                0.51931,              0.0059035,               0.027624,                0.69488,                0.52086,                0.32424,               0.093819,                      1
                     80,                0.62062,                0.38001,                 1.3368,                0.02861,                0.00045,                  5e-05,                0.82495,                0.83323,                0.86338,                0.72748,                0.64636,                0.39729,                 1.4551,                0.02739,                0.00039,                  5e-05,               0.002179,               0.002179,               0.002179,               0.036827,                0.46102,                0.49785,               0.050834,                  0.144,                0.52271,              0.0037903,               0.046474,                0.51855,               0.044756,             0.00014287,               0.002089,              -0.027507,                0.50205,                0.49795,             0.00040186,               0.026827,                0.51805,                0.54488,               0.042656,                0.14577,                0.52625,               0.025599,                0.13765,                0.51953,               0.044738,             0.00016669,                0.12861,                0.50029,                0.49971,             0.00026483,                0.51947,              0.0061239,               0.026411,                0.69385,                0.52052,                0.32064,               0.093756,                      1
                     81,                0.62047,                0.37657,                 1.3401,                0.02889,                0.00045,                  5e-05,                0.82603,                 0.8318,                0.86339,                0.72723,                0.64637,                0.39747,                 1.4551,                0.02738,                0.00039,                  5e-05,                0.00208,                0.00208,                0.00208,               0.037226,                0.46069,                0.49792,               0.051395,                0.14514,                0.52054,              0.0037387,               0.046405,                0.51855,               0.045128,             9.9426e-05,              0.0021067,              -0.027728,                0.50207,                0.49793,             0.00040674,               0.027013,                0.51733,                0.54435,               0.043008,                0.14625,                0.49453,               0.025662,                0.13617,                0.51953,               0.045141,             0.00019432,                0.12863,                0.50029,                0.49971,             0.00026542,                0.51888,              0.0060073,                0.02683,                0.69267,                0.51966,                0.32551,               0.093408,                      1
                     82,                0.62278,                0.37779,                 1.3323,                0.02878,                0.00045,                  5e-05,                  0.825,                0.83212,                  0.863,                0.72709,                0.64638,                 0.3977,                 1.4552,                0.02738,                0.00039,                  5e-05,               0.001981,               0.001981,               0.001981,               0.037142,                0.45993,                0.49707,               0.051159,                0.14446,                0.51818,               0.003759,               0.047153,                0.51816,               0.044867,             0.00015925,              0.0021377,              -0.028114,                 0.5021,                 0.4979,             0.00041155,               0.027034,                0.51718,                0.54422,               0.042882,                 0.1456,                0.50763,               0.026087,                0.13772,                0.51953,               0.044868,             0.00017913,                0.12877,                 0.5003,                 0.4997,             0.00026563,                0.51823,              0.0060554,               0.026839,                0.69198,                0.51936,                0.32051,                0.09374,                      1
                     83,                0.61646,                0.37191,                  1.329,                0.02882,                0.00045,                  5e-05,                0.82497,                0.83265,                0.86288,                0.72721,                0.64637,                 0.3978,                  1.455,                0.02737,                0.00039,                  5e-05,               0.001882,               0.001882,               0.001882,               0.036907,                0.46039,                0.49729,               0.051237,                0.14485,                0.51792,              0.0037302,                0.04683,                0.51807,               0.044983,             6.5994e-05,              0.0021546,              -0.028321,                0.50211,                0.49789,             0.00041537,                0.02677,                 0.5184,                0.54517,               0.042972,                 0.1467,                0.51775,               0.024997,                0.13474,                0.51953,               0.044973,             0.00017548,                0.12881,                 0.5003,                 0.4997,             0.00026613,                0.51818,              0.0061285,                0.02677,                0.69223,                0.51844,                0.32198,               0.094481,                      1
                     84,                0.61824,                0.37472,                 1.3355,                0.02867,                0.00045,                  5e-05,                0.82549,                0.83223,                0.86281,                0.72698,                0.64642,                0.39799,                 1.4551,                0.02736,                0.00039,                  5e-05,               0.001783,               0.001783,               0.001783,               0.036909,                0.45898,                0.49589,               0.050753,                0.14399,                0.52234,              0.0036244,               0.046817,                0.51807,               0.044706,             0.00011914,              0.0021767,              -0.028613,                0.50214,                0.49786,             0.00041742,                0.02666,                0.51799,                0.54465,               0.042367,                0.14544,                0.51183,               0.024051,                0.13317,                0.51953,               0.044713,             0.00018729,                0.12883,                 0.5003,                 0.4997,             0.00026698,                0.51956,              0.0060302,               0.026366,                0.69399,                0.52139,                0.32249,               0.093792,                      1
                     85,                0.61908,                0.37279,                 1.3347,                0.02874,                0.00045,                  5e-05,                0.82544,                0.83123,                0.86294,                0.72719,                0.64647,                 0.3978,                 1.4553,                0.02736,                0.00039,                  5e-05,               0.001684,               0.001684,               0.001684,               0.036436,                0.46071,                0.49714,               0.050454,                0.14442,                0.51794,              0.0036781,               0.046514,                0.51807,               0.044722,             6.2788e-05,              0.0022066,              -0.029006,                0.50217,                0.49783,             0.00042146,               0.026476,                 0.5174,                0.54387,               0.042282,                0.14546,                0.51226,               0.024001,                0.13119,                0.51953,               0.044726,             0.00021086,                0.12886,                 0.5003,                 0.4997,             0.00026815,                0.51928,               0.006019,               0.026614,                0.69312,                0.52172,                0.32257,               0.093581,                      1
                     86,                0.61313,                 0.3696,                 1.3344,                 0.0286,                0.00044,                  5e-05,                 0.8248,                 0.8316,                0.86264,                0.72705,                0.64653,                0.39787,                 1.4556,                0.02735,                0.00039,                  5e-05,               0.001585,               0.001585,               0.001585,               0.037304,                0.46546,                0.50276,               0.051548,                0.14579,                0.52057,              0.0036601,               0.046159,                0.51807,               0.044404,             8.9553e-05,              0.0022271,              -0.029277,                0.50219,                0.49781,             0.00042327,               0.026947,                0.52155,                 0.5485,               0.042971,                0.14651,                0.53221,               0.023764,                0.13365,                0.51953,               0.044407,             0.00023402,                0.12888,                 0.5003,                 0.4997,             0.00026869,                0.51895,              0.0060665,               0.025712,                0.69254,                 0.5223,                0.32549,               0.092811,                      1
                     87,                0.61097,                0.36668,                 1.3281,                 0.0287,                0.00045,                  5e-05,                0.82433,                0.83221,                 0.8624,                0.72697,                0.64653,                0.39802,                  1.456,                0.02734,                0.00039,                  5e-05,               0.001486,               0.001486,               0.001486,               0.036461,                0.46303,                0.49949,               0.050735,                0.14485,                0.51934,              0.0036307,               0.045754,                0.51807,               0.044691,              0.0001014,              0.0022416,              -0.029461,                 0.5022,                 0.4978,             0.00042466,               0.026496,                0.52055,                0.54705,               0.042629,                0.14636,                0.51789,               0.024034,                0.13124,                0.51953,               0.044695,             0.00023728,                0.12891,                0.50031,                0.49969,             0.00026919,                0.51906,              0.0060088,               0.025986,                0.69242,                0.52065,                0.32707,               0.093151,                      1
                     88,                0.61128,                 0.3684,                 1.3351,                0.02879,                0.00045,                  5e-05,                0.82945,                0.82911,                0.86232,                0.72686,                0.64661,                0.39806,                 1.4565,                0.02734,                0.00039,                  5e-05,               0.001387,               0.001387,               0.001387,               0.037187,                0.46026,                0.49744,               0.051217,                0.14486,                 0.5195,              0.0037203,               0.045824,                0.51807,                0.04451,             0.00013518,              0.0022618,              -0.029708,                0.50222,                0.49778,             0.00042678,               0.026927,                0.51823,                0.54516,               0.042802,                0.14616,                0.50682,               0.023693,                0.12974,                0.51953,               0.044533,             0.00024973,                0.12903,                0.50031,                0.49969,             0.00026878,                0.51918,              0.0060843,                 0.0262,                 0.6944,                0.52135,                0.32488,               0.093195,                      1
                     89,                0.60858,                0.36354,                 1.3365,                0.02872,                0.00045,                  5e-05,                0.83221,                0.82598,                0.86241,                0.72666,                0.64667,                0.39798,                  1.457,                0.02733,                0.00039,                  5e-05,               0.001288,               0.001288,               0.001288,               0.036505,                0.46239,                0.49889,               0.050817,                0.14485,                0.52157,               0.003745,               0.046395,                0.51807,               0.044724,             0.00015866,              0.0022807,              -0.029952,                0.50224,                0.49776,             0.00042901,               0.026632,                0.51912,                0.54575,               0.042763,                0.14633,                0.50732,               0.022787,                0.12808,                0.51991,               0.044721,             0.00024994,                0.12907,                0.50031,                0.49969,             0.00026868,                0.52007,              0.0061564,               0.025908,                0.69146,                0.52024,                0.32097,               0.094168,                      1
                     90,                0.60587,                0.36304,                 1.3289,                0.02847,                0.00045,                  5e-05,                 0.8318,                0.82591,                0.86285,                0.72732,                 0.6466,                0.39803,                 1.4574,                0.02732,                0.00039,                  6e-05,               0.001189,               0.001189,               0.001189,               0.036957,                0.46471,                0.50167,               0.051088,                0.14495,                0.52092,              0.0038044,                 0.0464,                0.51807,               0.044752,             7.6634e-05,              0.0023028,              -0.030245,                0.50226,                0.49774,             0.00042957,               0.026816,                0.52389,                0.55071,               0.042823,                 0.1466,                 0.5077,                0.02312,                0.12793,                0.51993,               0.044756,             0.00024833,                 0.1291,                0.50031,                0.49969,             0.00026869,                0.51904,              0.0062126,               0.026238,                0.69457,                0.52024,                0.32133,               0.094349,                      1
                     91,                0.60599,                 0.3602,                 1.3242,                0.02862,                0.00045,                  5e-05,                0.83696,                0.82182,                0.86263,                0.72703,                0.64669,                0.39805,                 1.4576,                0.02731,                0.00039,                  6e-05,                0.00109,                0.00109,                0.00109,               0.036506,                0.46392,                0.50042,                 0.0508,                0.14485,                 0.5192,              0.0037374,               0.046495,                0.51807,               0.044649,             6.6681e-05,              0.0023135,              -0.030389,                0.50227,                0.49773,             0.00042828,               0.026329,                0.52258,                0.54891,                 0.0425,                 0.1462,                0.51421,               0.023386,                0.12823,                0.51983,               0.044648,             0.00024667,                 0.1291,                0.50031,                0.49969,             0.00026865,                0.51924,              0.0061618,               0.025656,                 0.6944,                0.52094,                0.32219,               0.094348,                      1
                     92,                0.60527,                0.35787,                 1.3278,                0.02842,                0.00045,                  5e-05,                0.83751,                0.82089,                0.86235,                0.72732,                0.64666,                 0.3981,                 1.4579,                 0.0273,                0.00039,                  6e-05,               0.000991,               0.000991,               0.000991,               0.035966,                0.46555,                0.50152,               0.050188,                0.14417,                0.52153,              0.0036825,               0.046409,                0.51807,               0.044864,             8.3845e-05,              0.0023385,              -0.030727,                 0.5023,                 0.4977,             0.00042898,               0.026388,                0.52339,                0.54978,               0.042444,                0.14597,                0.52297,               0.022364,                0.12817,                0.51954,               0.044848,             0.00024635,                0.12913,                0.50031,                0.49969,             0.00026928,                0.51881,              0.0060502,               0.025552,                0.69122,                0.51946,                0.31914,               0.093205,                      1
                     93,                0.60252,                0.35552,                 1.3289,                0.02847,                0.00045,                  5e-05,                0.83821,                 0.8208,                0.86232,                0.72727,                0.64668,                0.39812,                 1.4582,                 0.0273,                0.00039,                  6e-05,               0.000892,               0.000892,               0.000892,               0.036155,                0.46591,                0.50207,               0.050386,                0.14468,                0.51969,              0.0038262,               0.046971,                0.51807,               0.045073,             3.9787e-05,              0.0023531,              -0.030919,                0.50231,                0.49769,             0.00043052,               0.026246,                0.52243,                0.54867,               0.042277,                0.14585,                0.52322,               0.022546,                0.12734,                0.51953,                0.04508,              0.0002286,                0.12915,                0.50031,                0.49969,             0.00026949,                0.51851,              0.0063702,               0.025539,                0.69297,                0.51791,                0.31767,               0.095328,                      1
                     94,                0.60263,                0.35709,                 1.3293,                0.02854,                0.00045,                  5e-05,                0.83665,                0.82163,                0.86207,                0.72733,                0.64671,                0.39814,                 1.4587,                0.02729,                0.00039,                  6e-05,               0.000793,               0.000793,               0.000793,               0.036259,                0.46529,                0.50155,               0.050633,                0.14506,                0.51716,              0.0037502,               0.045507,                0.51807,               0.045167,             1.2153e-05,               0.002363,              -0.031043,                0.50232,                0.49768,             0.00043199,               0.026283,                 0.5228,                0.54908,               0.042493,                0.14633,                0.53393,                0.02238,                0.12646,                0.51953,               0.045159,             0.00020613,                0.12917,                0.50031,                0.49969,             0.00026964,                0.51809,              0.0062015,               0.024852,                0.69439,                0.51921,                0.32391,                 0.0937,                      1
                     95,                0.60035,                0.35777,                 1.3229,                0.02828,                0.00045,                  5e-05,                0.83477,                 0.8233,                0.86182,                0.72706,                0.64674,                0.39813,                 1.4591,                0.02728,                0.00039,                  6e-05,               0.000694,               0.000694,               0.000694,               0.035453,                0.46668,                0.50213,               0.049659,                0.14389,                0.51871,              0.0038009,               0.045813,                0.51807,               0.044752,             1.0006e-05,               0.002375,              -0.031188,                0.50234,                0.49766,             0.00043281,               0.025956,                0.52383,                0.54979,               0.041972,                0.14559,                0.52023,               0.022133,                0.12518,                0.51953,               0.044742,             0.00019411,                0.12924,                0.50032,                0.49968,             0.00026965,                0.51805,               0.006285,               0.024772,                0.69302,                0.51946,                 0.3244,               0.094004,                      1
                     96,                0.59774,                0.35307,                 1.3184,                 0.0282,                0.00045,                  5e-05,                 0.8319,                0.82589,                0.86162,                0.72685,                0.64673,                0.39825,                 1.4594,                0.02728,                0.00039,                  6e-05,               0.000595,               0.000595,               0.000595,               0.035724,                0.46558,                0.50131,               0.049669,                0.14362,                0.51851,              0.0037275,                0.04631,                0.51807,                0.04498,               1.15e-05,              0.0023836,              -0.031291,                0.50234,                0.49766,             0.00043366,               0.026199,                0.52538,                0.55158,               0.042018,                0.14548,                0.52171,               0.021336,                0.12397,                0.51953,               0.045004,             0.00018826,                0.12931,                0.50032,                0.49968,             0.00026961,                0.51871,              0.0062253,               0.025111,                0.69223,                  0.519,                0.32114,               0.094185,                      1
                     97,                0.59516,                0.35098,                 1.3158,                0.02844,                0.00045,                  5e-05,                0.83161,                0.82654,                0.86175,                0.72681,                0.64675,                0.39812,                 1.4598,                0.02727,                0.00039,                  6e-05,               0.000496,               0.000496,               0.000496,               0.036235,                0.46594,                0.50218,               0.050652,                0.14491,                0.51975,              0.0038596,               0.044674,                0.51807,               0.044718,             3.9874e-06,              0.0023956,              -0.031452,                0.50236,                0.49764,             0.00043395,               0.026006,                0.52309,                 0.5491,               0.042256,                0.14612,                0.51656,               0.022037,                0.12342,                0.51953,               0.044734,             0.00019207,                0.12932,                0.50032,                0.49968,             0.00026956,                0.51862,              0.0061987,               0.024849,                0.69144,                0.51869,                0.32519,               0.093292,                      1
                     98,                0.59743,                 0.3513,                 1.3274,                0.02824,                0.00045,                  5e-05,                0.82564,                0.83241,                0.86132,                0.72655,                0.64674,                0.39823,                 1.4603,                0.02726,                0.00039,                  6e-05,               0.000397,               0.000397,               0.000397,                0.03579,                0.46491,                 0.5007,               0.049835,                0.14352,                0.51911,              0.0037247,               0.045856,                0.51807,               0.044948,             2.2259e-06,              0.0024131,               -0.03169,                0.50237,                0.49763,             0.00043462,               0.025968,                0.52375,                0.54972,               0.041874,                0.14525,                0.51275,               0.021638,                0.12314,                0.51953,               0.044956,             0.00018707,                0.12933,                0.50032,                0.49968,             0.00026968,                0.51899,              0.0062551,               0.024904,                0.69132,                0.52025,                0.32269,               0.094074,                      1
                     99,                0.59505,                 0.3499,                 1.3199,                0.02834,                0.00045,                  5e-05,                0.82437,                0.83352,                0.86105,                0.72657,                0.64679,                0.39831,                 1.4608,                0.02725,                0.00039,                  6e-05,               0.000298,               0.000298,               0.000298,               0.035737,                0.46566,                 0.5014,               0.049807,                0.14388,                0.51892,              0.0036699,               0.046176,                0.51807,               0.044967,             1.7744e-06,              0.0024192,              -0.031771,                0.50238,                0.49762,             0.00043466,               0.026007,                0.52407,                0.55008,               0.041893,                0.14546,                0.51279,               0.021075,                0.12195,                0.51953,               0.044956,              0.0001841,                0.12935,                0.50032,                0.49968,             0.00026975,                0.51864,              0.0062329,               0.024599,                0.69153,                0.51933,                0.32145,               0.093762,                      1
                    100,                0.59431,                0.35026,                 1.3181,                0.02861,                0.00045,                  5e-05,                0.82492,                0.83295,                0.86071,                0.72588,                0.64687,                0.39848,                 1.4614,                0.02725,                0.00039,                  6e-05,               0.000199,               0.000199,               0.000199,               0.036172,                0.46456,                0.50074,                0.05045,                0.14523,                0.51898,              0.0036992,               0.045342,                0.51807,               0.045015,             1.2107e-06,              0.0024209,              -0.031796,                0.50238,                0.49762,             0.00043525,               0.026247,                0.52247,                0.54872,               0.042385,                0.14624,                0.51412,               0.021217,                0.12185,                0.51953,               0.045028,             0.00018266,                0.12935,                0.50032,                0.49968,             0.00026979,                0.51845,              0.0061649,               0.024431,                0.69183,                0.51908,                0.32208,               0.093092,                      1
