                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     75,                0.64147,                0.39523,                  1.349,                0.07739,                0.84046,                0.83673,                0.86996,                0.72288,                0.65575,                0.39981,                 1.4617,                 0.0847,               0.002674,               0.002674,               0.002674,                      0,                0.69624,                0.68429,                0.67242,                0.50381,                0.68363,                0.42519,                0.18745,                0.44353,                0.55514,                0.41101,                0.64906,                      0,                0.68397,                 0.6786,                0.66668,                0.48166,                 0.6865,                0.45837,                0.19234,                0.44709,                0.53722,                0.41101,                0.69344,              0.0081551,                      0,                0.66405,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                0.63716,                0.38971,                 1.3505,                0.07759,                0.84242,                0.83393,                0.86981,                0.72284,                0.65568,                0.39981,                 1.4622,                 0.0847,               0.002575,               0.002575,               0.002575,                      0,                0.70002,                0.68696,                 0.6736,                0.50562,                0.68474,                0.42078,                0.18948,                0.43857,                0.55645,                0.41055,                0.64229,                      0,                0.68826,                0.67979,                0.66654,                 0.4825,                0.68733,                0.45507,                0.19348,                0.44104,                0.53935,                0.41055,                0.68475,              0.0080611,                      0,                0.66572,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.64094,                 0.3911,                 1.3503,                0.07716,                0.84375,                0.83464,                0.86996,                0.72319,                0.65566,                0.39961,                 1.4625,                0.08469,               0.002476,               0.002476,               0.002476,                      0,                0.68947,                0.68162,                0.67047,                0.50409,                0.68132,                0.43073,                0.18801,                0.44663,                0.54602,                 0.4106,                0.65849,                      0,                0.68088,                0.67548,                0.66481,                0.48134,                0.68531,                0.46099,                0.19296,                0.44923,                0.52726,                 0.4106,                0.69769,              0.0078958,                      0,                0.66365,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                0.63651,                0.38791,                 1.3427,                0.07785,                0.84136,                0.83648,                0.87012,                0.72348,                0.65563,                0.39956,                 1.4628,                0.08467,               0.002377,               0.002377,               0.002377,                      0,                0.69419,                0.68735,                 0.6753,                0.50744,                0.68277,                0.41867,                0.18987,                0.44373,                0.55902,                 0.4114,                0.65157,                      0,                0.68647,                 0.6797,                0.66819,                0.48373,                0.68728,                0.45101,                 0.1945,                0.44587,                0.54295,                 0.4114,                0.68949,              0.0080827,                      0,                0.66777,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63747,                0.38817,                 1.3479,                0.07745,                0.84335,                0.83368,                0.87007,                 0.7235,                0.65557,                0.39945,                 1.4633,                0.08466,               0.002278,               0.002278,               0.002278,                      0,                0.69085,                0.68584,                0.67613,                0.50401,                0.67984,                0.42023,                0.18939,                0.44554,                0.55551,                0.41345,                0.64999,                      0,                0.68033,                0.67841,                0.66967,                   0.48,                0.68342,                0.45274,                0.19378,                0.44885,                0.53894,                0.41345,                 0.6918,              0.0079097,                      0,                 0.6645,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                0.62786,                0.38214,                  1.348,                0.07744,                0.84304,                0.83565,                0.87012,                0.72366,                 0.6556,                0.39927,                 1.4637,                0.08464,               0.002179,               0.002179,               0.002179,                      0,                0.69534,                0.68439,                0.67216,                0.50532,                0.68324,                0.41954,                0.18877,                0.44429,                0.55319,                0.41139,                0.65027,                      0,                0.68532,                0.67807,                0.66608,                0.48156,                0.68686,                0.45426,                0.19403,                 0.4472,                0.53624,                0.41139,                0.69104,               0.008011,                      0,                0.66494,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
                     81,                0.63396,                0.38539,                 1.3413,                0.07716,                0.84248,                0.83628,                0.87005,                0.72341,                0.65571,                 0.3995,                  1.464,                0.08464,                0.00208,                0.00208,                0.00208,                      0,                0.69568,                0.68443,                0.67243,                0.50359,                0.68468,                0.42788,                0.18979,                0.44518,                0.55224,                0.41122,                0.65501,                      0,                0.68396,                0.67621,                0.66532,                0.47797,                0.68827,                0.46202,                0.19464,                0.44983,                0.53081,                0.41122,                0.69988,              0.0080311,                      0,                0.66257,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63228,                0.38385,                  1.335,                0.07735,                0.84229,                0.83742,                0.86996,                0.72319,                0.65568,                0.39949,                 1.4641,                0.08463,               0.001981,               0.001981,               0.001981,                      0,                0.69523,                0.68597,                0.67266,                0.50581,                0.68274,                0.42452,                0.18961,                0.44488,                0.54797,                0.41203,                0.64921,                      0,                0.68445,                0.67894,                0.66606,                0.48183,                0.68641,                0.45879,                0.19408,                0.44847,                0.52565,                0.41203,                0.69169,              0.0080327,                      0,                0.66543,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62827,                0.38029,                 1.3421,                 0.0767,                0.84232,                0.83737,                0.87005,                0.72312,                 0.6557,                0.39938,                 1.4642,                0.08462,               0.001882,               0.001882,               0.001882,                      0,                0.69685,                0.68567,                0.67356,                0.50032,                0.68527,                0.42925,                0.19009,                0.44514,                0.54197,                0.41384,                0.65442,                      0,                 0.6862,                0.67859,                0.66671,                0.47505,                0.68936,                0.46387,                0.19471,                0.44939,                0.52532,                0.41384,                0.69776,              0.0081737,                      0,                0.65971,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63327,                0.38194,                 1.3446,                0.07728,                0.84283,                0.83549,                0.86984,                0.72333,                0.65581,                0.39947,                 1.4644,                0.08461,               0.001783,               0.001783,               0.001783,                      0,                0.69424,                0.68585,                0.67428,                0.50341,                0.68461,                0.42663,                   0.19,                0.44405,                 0.5512,                0.41141,                0.65811,                      0,                0.68885,                0.67979,                 0.6678,                0.48038,                0.69116,                 0.4569,                 0.1947,                0.44585,                 0.5325,                0.41141,                0.69752,              0.0080333,                      0,                0.66376,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62915,                0.37944,                 1.3415,                0.07734,                0.84388,                0.83381,                0.86962,                0.72318,                0.65578,                0.39971,                 1.4649,                 0.0846,               0.001684,               0.001684,               0.001684,                      0,                0.69893,                0.68468,                0.67083,                0.50544,                0.68388,                0.42694,                0.18762,                 0.4411,                0.54921,                0.41227,                0.64315,                      0,                0.69098,                0.67696,                0.66347,                0.48192,                 0.6887,                0.45852,                0.19189,                0.44336,                0.53226,                0.41227,                0.68254,              0.0078745,                      0,                 0.6647,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62302,                0.37433,                 1.3383,                0.07636,                 0.8458,                0.83202,                0.86977,                0.72296,                0.65576,                0.39975,                 1.4656,                0.08458,               0.001585,               0.001585,               0.001585,                      0,                0.69198,                0.68558,                0.67514,                0.49709,                0.68386,                0.42875,                0.19053,                0.44739,                 0.5396,                0.41422,                0.66238,                      0,                0.68483,                0.67904,                0.66836,                0.47237,                0.68943,                0.46381,                0.19503,                0.45073,                0.51917,                0.41422,                0.70161,              0.0081722,                      0,                0.65707,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62482,                0.37657,                 1.3388,                0.07719,                0.84639,                 0.8315,                0.86987,                0.72311,                0.65572,                0.39977,                 1.4661,                0.08456,               0.001486,               0.001486,               0.001486,                      0,                 0.6957,                0.68567,                0.67393,                0.50304,                0.68523,                 0.4248,                0.18939,                0.44416,                0.55075,                0.41214,                0.65647,                      0,                0.68721,                0.67929,                0.66771,                0.47938,                0.69023,                 0.4586,                0.19396,                0.44684,                0.53088,                0.41214,                0.69852,              0.0080669,                      0,                0.66311,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                0.62359,                0.37484,                 1.3323,                0.07686,                 0.8455,                0.83189,                0.86989,                0.72312,                0.65569,                0.39986,                 1.4663,                0.08455,               0.001387,               0.001387,               0.001387,                      0,                0.69739,                0.68437,                0.67218,                0.50147,                0.68445,                0.42857,                0.18949,                0.44212,                0.54548,                0.41031,                0.64875,                      0,                0.69105,                0.67798,                0.66509,                0.47719,                0.69022,                0.46336,                0.19331,                0.44423,                0.52582,                0.41031,                 0.6879,              0.0079307,                      0,                0.66083,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62231,                0.37158,                 1.3367,                0.07752,                0.84562,                0.83115,                0.86955,                0.72293,                0.65564,                0.39997,                 1.4665,                0.08454,               0.001288,               0.001288,               0.001288,                      0,                0.69408,                0.68736,                0.67327,                0.50751,                0.68312,                 0.4256,                0.19069,                0.44644,                  0.549,                0.41323,                0.65428,                      0,                0.68565,                0.68059,                0.66771,                0.48154,                0.68868,                0.45636,                 0.1961,                0.44972,                0.52906,                0.41323,                0.69667,              0.0078777,                      0,                0.66671,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61836,                0.36928,                 1.3328,                0.07708,                 0.8456,                0.83238,                 0.8693,                0.72262,                0.65562,                0.39996,                 1.4666,                0.08453,               0.001189,               0.001189,               0.001189,                      0,                0.69841,                 0.6872,                0.67548,                0.50095,                0.68586,                0.42463,                0.18931,                0.44291,                0.55591,                0.41296,                0.65176,                      0,                0.68926,                0.68091,                0.67032,                0.47564,                0.69023,                0.45623,                0.19487,                  0.446,                0.53585,                0.41296,                0.69287,              0.0077743,                      0,                0.66095,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62288,                0.36989,                 1.3321,                0.07692,                0.84363,                0.83289,                0.86914,                0.72262,                0.65554,                0.40005,                 1.4668,                0.08452,                0.00109,                0.00109,                0.00109,                      0,                0.69305,                 0.6859,                0.67601,                0.49838,                0.68363,                0.42496,                0.19087,                0.44499,                0.55065,                0.41351,                0.65809,                      0,                0.68342,                0.68066,                0.67032,                0.47776,                0.68697,                0.45504,                0.19591,                0.44817,                0.53602,                0.41351,                0.69659,              0.0078465,                      0,                0.66004,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.62104,                0.36811,                 1.3298,                0.07661,                0.84393,                0.83171,                0.86886,                0.72253,                 0.6556,                0.40021,                 1.4675,                0.08452,               0.000991,               0.000991,               0.000991,                      0,                0.69964,                0.68437,                0.67208,                0.49827,                0.68723,                0.43132,                0.18991,                0.44186,                0.54763,                0.41138,                0.65329,                      0,                0.69039,                0.67745,                0.66538,                0.47459,                 0.6906,                0.46334,                0.19478,                0.44401,                0.52838,                0.41138,                0.69118,              0.0078961,                      0,                0.65784,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61791,                0.36713,                 1.3302,                0.07667,                  0.844,                0.83125,                0.86857,                0.72203,                0.65571,                0.40043,                 1.4675,                 0.0845,               0.000892,               0.000892,               0.000892,                      0,                0.69152,                0.68698,                0.67585,                0.49941,                0.68342,                0.42788,                0.19135,                0.44802,                0.54352,                0.41435,                0.66217,                      0,                0.68467,                0.67974,                0.66902,                0.47397,                0.68787,                0.46202,                0.19617,                0.45082,                0.52289,                0.41435,                0.69626,              0.0079329,                      0,                0.65933,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61321,                0.36245,                 1.3301,                0.07631,                  0.844,                0.83247,                0.86848,                0.72195,                0.65569,                0.40049,                 1.4679,                0.08449,               0.000793,               0.000793,               0.000793,                      0,                0.69458,                0.68296,                0.67028,                0.49716,                0.68439,                0.43524,                0.19021,                 0.4446,                0.54303,                0.41164,                 0.6569,                      0,                0.68793,                0.67579,                 0.6636,                0.47232,                 0.6915,                0.46824,                0.19458,                0.44814,                0.52239,                0.41164,                0.70111,              0.0079441,                      0,                0.65589,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61106,                0.36115,                  1.329,                0.07642,                0.84444,                0.83204,                0.86829,                0.72168,                0.65575,                0.40039,                 1.4686,                0.08448,               0.000694,               0.000694,               0.000694,                      0,                0.69638,                0.68407,                0.67103,                0.49838,                0.68507,                 0.4348,                0.18924,                0.44162,                0.53972,                0.41145,                0.65389,                      0,                0.68793,                0.67685,                0.66462,                0.47419,                0.69011,                0.46523,                 0.1944,                0.44417,                0.52028,                0.41145,                0.69613,              0.0079701,                      0,                0.65754,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60929,                0.36087,                 1.3274,                0.07681,                0.84325,                0.83207,                0.86811,                0.72175,                0.65575,                0.40045,                 1.4691,                0.08447,               0.000595,               0.000595,               0.000595,                      0,                0.69964,                0.68503,                0.67103,                0.50053,                 0.6864,                0.43024,                0.18926,                0.44063,                0.54697,                0.41014,                0.65011,                      0,                0.69178,                0.67838,                 0.6646,                0.47652,                0.69227,                 0.4623,                0.19445,                0.44383,                0.53161,                0.41014,                 0.6936,               0.007955,                      0,                0.65975,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.61099,                0.36042,                 1.3197,                0.07665,                0.84408,                0.83215,                0.86798,                0.72179,                0.65576,                 0.4006,                 1.4693,                0.08447,               0.000496,               0.000496,               0.000496,                      0,                 0.6982,                0.68552,                0.67343,                0.49923,                0.68623,                0.42882,                0.18952,                0.44387,                0.54457,                0.41356,                0.65423,                      0,                0.68733,                0.67843,                0.66708,                0.47383,                0.69005,                0.46196,                0.19461,                0.44733,                0.52932,                0.41356,                0.69733,              0.0079379,                      0,                0.65859,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60834,                0.35852,                 1.3284,                0.07653,                0.83896,                0.83625,                0.86762,                0.72173,                 0.6557,                0.40058,                 1.4697,                0.08447,               0.000397,               0.000397,               0.000397,                      0,                0.69734,                0.68497,                0.67295,                0.49795,                0.68735,                0.43124,                0.19036,                0.44403,                0.54268,                0.41277,                0.66053,                      0,                 0.6911,                0.67944,                0.66794,                0.47421,                0.69422,                 0.4605,                0.19549,                0.44661,                0.52615,                0.41277,                0.70259,              0.0077399,                      0,                0.65785,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.61006,                0.35922,                 1.3254,                0.07676,                0.83901,                0.83756,                0.86744,                0.72168,                0.65576,                0.40062,                   1.47,                0.08447,               0.000298,               0.000298,               0.000298,                      0,                0.70117,                0.68471,                 0.6717,                0.49863,                0.68684,                0.43184,                0.18825,                0.44033,                0.55389,                0.40986,                0.64734,                      0,                0.69404,                0.67893,                0.66544,                0.47391,                0.69272,                0.46495,                0.19352,                  0.442,                0.53948,                0.40986,                0.68909,              0.0079254,                      0,                0.65779,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60768,                0.35661,                 1.3217,                0.07628,                0.83368,                0.84085,                0.86737,                0.72164,                0.65576,                0.40066,                 1.4702,                0.08446,               0.000199,               0.000199,               0.000199,                      0,                0.69725,                 0.6853,                0.67418,                0.49482,                0.68788,                0.43093,                0.19061,                0.44525,                0.54773,                0.41353,                0.66289,                      0,                0.68988,                0.67796,                0.66701,                 0.4693,                0.69352,                0.46504,                0.19541,                0.44807,                0.53266,                0.41353,                0.70322,              0.0080305,                      0,                0.65426,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
