                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,p2/P3_prompt_residual_gain,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     75,                0.64127,                0.39468,                 1.3489,                0.07735,                0.83588,                0.83136,                0.86451,                0.71922,                0.65577,                0.39923,                 1.4621,                0.08459,               0.002674,               0.002674,               0.002674,                      0,                 0.6948,                0.68387,                0.67198,                0.50372,                0.68315,                0.42488,                 0.1877,                0.44349,                0.55592,                0.41101,               0.098165,                0.65121,                      0,                0.68857,                0.67944,                0.66776,                0.48008,                0.68905,                0.45716,                0.19248,                0.44522,                0.53899,                0.41101,                0.69035,              0.0082128,                      0,                0.66348,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                0.63705,                0.39047,                  1.348,                0.07765,                 0.8367,                0.83152,                0.86449,                0.71894,                0.65574,                 0.3992,                 1.4622,                0.08459,               0.002575,               0.002575,               0.002575,                      0,                0.70086,                0.68682,                0.67292,                0.50701,                 0.6851,                0.41933,                0.18939,                0.43813,                0.55719,                0.41055,               0.096725,                0.64133,                      0,                0.68866,                0.67896,                0.66569,                0.48163,                0.68771,                0.45617,                0.19265,                 0.4413,                0.54045,                0.41055,                0.68505,              0.0081968,                      0,                0.66618,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.64057,                0.39085,                 1.3494,                0.07721,                0.83858,                0.83011,                0.86457,                0.71917,                0.65576,                0.39909,                 1.4628,                 0.0846,               0.002476,               0.002476,               0.002476,                      0,                0.69025,                0.68224,                0.67107,                0.50503,                0.68162,                0.42817,                0.18876,                0.44635,                0.54754,                 0.4106,                0.09632,                0.65746,                      0,                0.68138,                0.67598,                0.66485,                0.48029,                0.68579,                0.46284,                0.19254,                0.44929,                0.52582,                 0.4106,                 0.6981,              0.0080839,                      0,                0.66403,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                0.63651,                0.38731,                 1.3406,                0.07792,                0.83796,                0.82956,                0.86431,                0.71893,                0.65575,                0.39917,                 1.4633,                 0.0846,               0.002377,               0.002377,               0.002377,                      0,                 0.6943,                0.68659,                0.67449,                0.50844,                0.68284,                 0.4177,                 0.1896,                0.44432,                0.56095,                 0.4114,               0.095262,                0.65152,                      0,                0.68885,                0.68029,                0.66792,                0.48318,                0.68905,                0.45353,                0.19354,                0.44602,                0.54409,                 0.4114,                0.68962,              0.0083364,                      0,                0.66809,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63804,                0.38852,                 1.3456,                0.07762,                0.84002,                0.82811,                 0.8642,                0.71879,                 0.6557,                0.39907,                 1.4637,                0.08459,               0.002278,               0.002278,               0.002278,                      0,                0.68999,                0.68659,                0.67666,                0.50668,                0.67945,                0.41683,                0.18978,                0.44669,                0.55695,                0.41345,               0.094385,                0.65085,                      0,                0.68404,                0.67917,                0.67011,                 0.4793,                0.68613,                0.45253,                 0.1934,                 0.4481,                0.53686,                0.41345,                0.69179,              0.0081906,                      0,                0.66617,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                0.62816,                0.38273,                  1.346,                0.07756,                0.84142,                0.82857,                0.86385,                0.71875,                 0.6558,                0.39925,                 1.4639,                0.08459,               0.002179,               0.002179,               0.002179,                      0,                0.69433,                0.68464,                0.67214,                 0.5066,                0.68297,                0.41943,                0.18883,                0.44478,                0.55543,                0.41139,               0.094769,                  0.652,                      0,                0.68747,                0.67902,                0.66638,                0.48163,                0.68891,                0.45511,                0.19333,                0.44711,                0.53575,                0.41139,                0.69282,              0.0084415,                      0,                0.66583,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
                     81,                0.63366,                0.38446,                  1.342,                0.07716,                0.84215,                0.82818,                0.86389,                0.71894,                0.65574,                0.39913,                  1.464,                0.08458,                0.00208,                0.00208,                0.00208,                      0,                0.69531,                0.68459,                0.67238,                0.50358,                 0.6853,                0.42738,                0.19024,                0.44572,                0.55211,                0.41122,               0.094133,                0.65832,                      0,                0.68392,                0.67666,                0.66567,                0.47734,                0.68893,                0.46418,                0.19384,                0.45035,                0.53437,                0.41122,                0.70245,              0.0084005,                      0,                0.66237,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63239,                0.38304,                 1.3362,                0.07753,                0.84222,                0.82837,                0.86382,                0.71872,                0.65565,                0.39907,                 1.4645,                0.08458,               0.001981,               0.001981,               0.001981,                      0,                0.69445,                0.68614,                0.67251,                0.50745,                0.68292,                0.42383,                0.18951,                0.44586,                0.55024,                0.41203,               0.095387,                0.65199,                      0,                0.68397,                0.67952,                0.66607,                0.48259,                0.68596,                0.45902,                0.19331,                0.44873,                0.52733,                0.41203,                0.69132,              0.0081463,                      0,                0.66675,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62716,                0.37848,                 1.3476,                0.07679,                0.84259,                0.83017,                0.86383,                0.71872,                0.65565,                0.39903,                 1.4649,                0.08459,               0.001882,               0.001882,               0.001882,                      0,                0.69558,                  0.685,                0.67304,                0.50103,                0.68515,                0.42938,                0.18982,                0.44585,                0.54214,                0.41384,               0.094477,                0.65739,                      0,                0.68495,                0.67924,                0.66744,                0.47644,                0.68824,                0.46225,                 0.1948,                0.44932,                0.52453,                0.41384,                0.69699,              0.0082097,                      0,                0.66062,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63279,                0.38018,                 1.3512,                0.07738,                0.84015,                0.83193,                0.86368,                0.71896,                0.65564,                0.39902,                 1.4656,                0.08458,               0.001783,               0.001783,               0.001783,                      0,                0.69495,                0.68641,                0.67487,                0.50477,                0.68627,                0.42493,                 0.1901,                0.44441,                 0.5508,                0.41141,               0.093539,                0.66236,                      0,                0.68789,                0.67989,                0.66778,                0.48022,                0.69107,                0.45736,                0.19436,                0.44584,                0.53493,                0.41141,                 0.6998,              0.0083033,                      0,                0.66471,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62898,                0.37836,                 1.3429,                0.07747,                0.83875,                0.83227,                0.86353,                0.71885,                0.65566,                0.39915,                 1.4662,                0.08457,               0.001684,               0.001684,               0.001684,                      0,                0.70026,                0.68506,                0.67097,                0.50662,                0.68472,                0.42473,                0.18787,                0.44091,                0.55064,                0.41227,               0.092976,                0.64264,                      0,                0.69036,                 0.6772,                0.66284,                0.48294,                0.68828,                0.45966,                0.19105,                0.44345,                0.53251,                0.41227,                0.68265,              0.0079574,                      0,                0.66579,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62302,                0.37406,                 1.3357,                0.07636,                0.83909,                0.83264,                0.86374,                0.71893,                 0.6555,                0.39896,                 1.4665,                0.08456,               0.001585,               0.001585,               0.001585,                      0,                0.69367,                 0.6853,                0.67468,                0.49709,                 0.6847,                0.42778,                0.19064,                0.44674,                0.54066,                0.41422,               0.092896,                0.66097,                      0,                0.68506,                0.67888,                0.66824,                0.47207,                 0.6885,                0.46317,                0.19481,                0.45022,                0.51919,                0.41422,                0.69759,              0.0082664,                      0,                0.65688,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62423,                0.37496,                   1.34,                 0.0774,                0.83924,                0.83193,                0.86366,                0.71907,                 0.6555,                0.39878,                  1.467,                0.08456,               0.001486,               0.001486,               0.001486,                      0,                0.69698,                0.68514,                0.67299,                0.50531,                0.68604,                 0.4226,                0.18858,                0.44413,                0.55281,                0.41214,               0.092755,                0.65595,                      0,                0.68707,                0.67951,                0.66767,                0.48074,                0.68921,                0.45712,                 0.1937,                0.44663,                0.53074,                0.41214,                0.69507,              0.0082705,                      0,                0.66492,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                0.62272,                0.37351,                  1.335,                0.07697,                0.83816,                0.83237,                0.86348,                0.71923,                0.65559,                0.39891,                 1.4674,                0.08455,               0.001387,               0.001387,               0.001387,                      0,                  0.699,                0.68515,                 0.6726,                0.50213,                0.68596,                0.42704,                0.18989,                0.44194,                0.54776,                0.41031,               0.092141,                0.64995,                      0,                0.68618,                0.67722,                0.66485,                0.47777,                0.68772,                0.46307,                0.19309,                0.44504,                0.52777,                0.41031,                0.69199,              0.0081772,                      0,                0.66152,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62158,                0.37047,                  1.338,                0.07761,                0.84032,                0.83058,                0.86322,                0.71905,                0.65557,                0.39899,                 1.4678,                0.08454,               0.001288,               0.001288,               0.001288,                      0,                0.69478,                0.68679,                0.67271,                0.50862,                0.68327,                0.42384,                 0.1906,                0.44663,                 0.5488,                0.41323,                0.09145,                0.65294,                      0,                0.68271,                0.67983,                0.66671,                0.48296,                 0.6863,                0.45704,                0.19545,                0.45088,                0.52836,                0.41323,                0.69578,              0.0080127,                      0,                0.66774,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61831,                 0.3684,                 1.3343,                0.07723,                0.84125,                 0.8298,                0.86298,                0.71895,                0.65555,                0.39902,                  1.468,                0.08454,               0.001189,               0.001189,               0.001189,                      0,                0.69897,                0.68732,                0.67497,                0.50231,                0.68592,                0.42436,                0.18899,                0.44276,                0.55759,                0.41296,               0.090924,                0.65047,                      0,                 0.6893,                0.68068,                0.66968,                 0.4767,                0.68929,                0.45688,                0.19406,                0.44616,                 0.5385,                0.41296,                0.68928,              0.0079355,                      0,                0.66207,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62265,                0.36845,                 1.3345,                0.07699,                0.83933,                0.83132,                0.86291,                0.71883,                0.65549,                0.39911,                 1.4681,                0.08454,                0.00109,                0.00109,                0.00109,                      0,                0.69257,                0.68505,                0.67524,                0.49905,                0.68394,                0.42465,                0.19023,                0.44585,                0.55323,                0.41351,               0.089624,                0.66056,                      0,                0.68481,                0.67963,                0.66926,                 0.4779,                0.68795,                0.45551,                0.19471,                0.44821,                0.53793,                0.41351,                0.69645,              0.0078534,                      0,                0.66031,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.61998,                0.36811,                 1.3283,                0.07665,                0.84006,                0.83159,                0.86317,                0.71928,                0.65556,                0.39933,                 1.4684,                0.08455,               0.000991,               0.000991,               0.000991,                      0,                0.70192,                0.68444,                 0.6719,                0.49795,                0.68907,                0.43095,                0.18992,                0.44111,                 0.5492,                0.41138,                  0.089,                0.65393,                      0,                0.69121,                 0.6787,                0.66648,                0.47523,                 0.6914,                0.46211,                0.19442,                  0.444,                0.53085,                0.41138,                0.69193,              0.0080976,                      0,                 0.6579,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61726,                0.36587,                 1.3333,                0.07669,                 0.8391,                0.83327,                 0.8633,                0.71939,                0.65563,                0.39943,                 1.4687,                0.08455,               0.000892,               0.000892,               0.000892,                      0,                0.69022,                0.68694,                 0.6757,                0.49911,                0.68266,                0.42829,                0.19138,                0.44779,                0.54483,                0.41435,               0.089311,                0.66283,                      0,                 0.6832,                0.67993,                0.66903,                0.47437,                0.68747,                0.46118,                0.19582,                0.45145,                0.52502,                0.41435,                0.69866,              0.0081272,                      0,                0.65923,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61348,                0.36256,                 1.3276,                 0.0764,                0.83911,                0.83337,                0.86346,                0.71957,                0.65552,                0.39932,                 1.4689,                0.08455,               0.000793,               0.000793,               0.000793,                      0,                0.69501,                0.68272,                0.67004,                0.49775,                0.68459,                 0.4332,                0.19045,                0.44486,                0.54458,                0.41164,               0.089355,                0.65648,                      0,                 0.6871,                0.67688,                0.66453,                0.47247,                0.69055,                0.46777,                 0.1948,                0.44829,                0.52588,                0.41164,                0.69986,               0.008026,                      0,                0.65637,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                 0.6109,                0.36142,                 1.3285,                0.07644,                0.83941,                0.83229,                0.86323,                0.71943,                0.65549,                 0.3993,                 1.4692,                0.08455,               0.000694,               0.000694,               0.000694,                      0,                0.69903,                0.68417,                0.67103,                0.49897,                0.68716,                0.43194,                0.18967,                0.44092,                0.54026,                0.41145,                0.08869,                0.65442,                      0,                0.68983,                0.67624,                0.66365,                 0.4735,                0.69165,                0.46617,                0.19376,                0.44356,                0.52148,                0.41145,                0.69666,              0.0081305,                      0,                0.65762,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60899,                0.36011,                 1.3249,                0.07687,                0.83954,                0.83283,                0.86341,                 0.7196,                0.65557,                0.39948,                 1.4692,                0.08455,               0.000595,               0.000595,               0.000595,                      0,                0.70069,                0.68583,                0.67172,                0.50079,                0.68678,                 0.4285,                   0.19,                0.44031,                 0.5474,                0.41014,               0.088937,                0.64864,                      0,                0.69314,                0.67856,                0.66445,                0.47686,                0.69247,                 0.4625,                0.19396,                0.44334,                0.53301,                0.41014,                0.69062,              0.0080814,                      0,                0.66014,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.61114,                0.36048,                 1.3188,                0.07687,                0.83757,                0.83405,                0.86339,                0.71969,                0.65563,                0.39948,                 1.4693,                0.08456,               0.000496,               0.000496,               0.000496,                      0,                0.69854,                0.68646,                 0.6742,                0.50127,                0.68563,                0.42521,                0.18998,                0.44394,                 0.5459,                0.41356,               0.088592,                0.65114,                      0,                0.68767,                0.67967,                0.66796,                 0.4745,                0.69075,                 0.4616,                0.19466,                0.44794,                0.53259,                0.41356,                0.69898,              0.0082458,                      0,                0.66038,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60828,                 0.3576,                 1.3279,                0.07657,                0.83801,                0.83372,                0.86348,                0.71977,                0.65555,                0.39952,                 1.4695,                0.08455,               0.000397,               0.000397,               0.000397,                      0,                 0.6976,                0.68622,                0.67412,                0.49823,                0.68839,                0.42952,                0.19113,                0.44401,                0.54314,                0.41277,                0.08857,                0.66366,                      0,                0.69255,                0.67886,                0.66723,                0.47438,                0.69479,                0.46057,                0.19488,                0.44617,                0.52628,                0.41277,                0.70079,              0.0079601,                      0,                0.65824,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.60926,                0.35848,                 1.3267,                0.07682,                0.83748,                0.83309,                 0.8634,                0.71998,                0.65562,                0.39951,                 1.4699,                0.08455,               0.000298,               0.000298,               0.000298,                      0,                0.70141,                 0.6857,                0.67248,                0.49871,                0.68748,                0.43061,                0.18888,                0.43962,                0.55377,                0.40986,               0.088679,                0.64908,                      0,                0.69385,                0.67909,                 0.6656,                0.47504,                0.69225,                0.46325,                0.19349,                0.44191,                 0.5405,                0.40986,                0.68785,              0.0080356,                      0,                0.65837,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60735,                0.35509,                 1.3223,                0.07634,                0.83968,                0.83263,                0.86332,                0.71996,                0.65559,                0.39963,                 1.4702,                0.08454,               0.000199,               0.000199,               0.000199,                      0,                0.69543,                0.68529,                0.67413,                0.49558,                0.68673,                0.43098,                0.19048,                0.44626,                0.54893,                0.41353,                0.08854,                0.66354,                      0,                0.69087,                0.67766,                0.66634,                0.46948,                0.69313,                0.46431,                0.19482,                0.44716,                0.53137,                0.41353,                0.69916,              0.0080339,                      0,                0.65476,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
