                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_class0_prompt_accuracy,p2/P3_class0_prompt_correlation,p2/P3_class1_prompt_accuracy,p2/P3_class1_prompt_correlation,p2/P3_class2_prompt_accuracy,p2/P3_class2_prompt_correlation,p2/P3_class3_prompt_accuracy,p2/P3_class3_prompt_correlation,p2/P3_class4_prompt_accuracy,p2/P3_class4_prompt_correlation,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_class_winner_balanced_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_class0_prompt_accuracy,p2/P4_class0_prompt_correlation,p2/P4_class1_prompt_accuracy,p2/P4_class1_prompt_correlation,p2/P4_class2_prompt_accuracy,p2/P4_class2_prompt_correlation,p2/P4_class3_prompt_accuracy,p2/P4_class3_prompt_correlation,p2/P4_class4_prompt_accuracy,p2/P4_class4_prompt_correlation,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_class_winner_balanced_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     51,                0.67687,                0.43249,                 1.3648,                 0.0819,                0.84303,                0.82595,                0.86981,                0.72207,                0.65912,                0.40104,                 1.4526,                0.08741,                0.00505,                0.00505,                0.00505,                0.67736,                0.39282,                 0.6264,                0.47511,                0.74859,                0.39249,                0.64694,                0.34144,                 0.7179,                0.41909,                      0,                0.69476,                0.68067,                0.66524,                0.72903,                 0.5318,                0.67839,                0.39874,                0.18497,                0.44171,                0.56802,                0.41012,                0.63323,                0.67456,                0.43036,                0.62442,                0.49936,                0.75005,                0.39256,                0.64805,                0.37903,                0.70907,                 0.4397,                      0,                0.67164,                0.67702,                0.66464,                0.71205,                 0.5073,                0.67566,                0.43299,                0.19132,                  0.446,                0.54874,                0.41012,                0.68677,              0.0079698,                      0,                0.70663,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67184,                0.42973,                 1.3769,                0.08174,                0.84434,                0.82381,                0.87025,                0.72302,                0.65887,                0.40082,                 1.4543,                0.08736,               0.004951,               0.004951,               0.004951,                0.67653,                0.39963,                0.61482,                0.45906,                0.72024,                0.40843,                0.66701,                0.35706,                0.70086,                0.41764,                      0,                0.68854,                0.67839,                0.66405,                0.72817,                0.52855,                0.67546,                0.40306,                0.18349,                0.44645,                0.57389,                0.41231,                0.64024,                0.67494,                0.43949,                0.61845,                0.48439,                 0.7234,                0.41573,                0.67722,                0.38993,                0.69532,                0.44419,                      0,                 0.6691,                0.67641,                0.66213,                 0.7087,                0.50495,                0.67449,                0.44081,                0.18881,                0.45082,                0.55231,                0.41231,                0.68901,               0.007926,                      0,                0.70411,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                0.67054,                0.42666,                 1.3666,                0.08153,                0.85024,                   0.82,                0.86988,                0.72269,                0.65873,                 0.4005,                 1.4544,                0.08735,               0.004852,               0.004852,               0.004852,                0.67653,                0.40154,                0.62332,                0.47267,                0.73945,                0.39089,                0.65659,                 0.3551,                0.69445,                0.41042,                      0,                0.69115,                0.67791,                0.66504,                0.72842,                0.52679,                0.67669,                0.40525,                0.18305,                0.44496,                0.57001,                 0.4119,                0.63707,                0.67514,                0.43843,                  0.625,                0.49913,                0.73926,                0.38945,                0.65791,                0.40849,                0.69801,                0.45022,                      0,                 0.6718,                0.67589,                0.66418,                0.70472,                0.50054,                0.67576,                0.44083,                0.18994,                 0.4473,                0.55379,                 0.4119,                 0.6866,              0.0080402,                      0,                0.70238,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
                     54,                0.66652,                0.42647,                 1.3694,                0.08167,                0.85086,                0.81958,                 0.8699,                0.72248,                0.65847,                0.40013,                 1.4541,                0.08736,               0.004753,               0.004753,               0.004753,                 0.6843,                0.41103,                0.61336,                 0.4537,                0.73656,                0.36115,                0.67081,                0.38303,                0.67566,                0.37336,                      0,                0.69973,                0.67835,                  0.662,                 0.7364,                0.52342,                0.68212,                0.41059,                0.18457,                0.43978,                0.56278,                0.41041,                0.63364,                0.68072,                0.44419,                 0.6236,                0.48228,                0.73736,                0.36678,                0.67148,                0.41572,                0.67766,                 0.4082,                      0,                0.67584,                0.67647,                0.66316,                0.71426,                0.49916,                0.67973,                0.44341,                0.19155,                0.44562,                0.54963,                0.41041,                0.69044,              0.0081203,                      0,                0.70497,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67246,                0.42787,                 1.3672,                0.08148,                0.85258,                0.81971,                0.87059,                0.72354,                0.65829,                0.39976,                 1.4554,                0.08737,               0.004654,               0.004654,               0.004654,                0.68015,                0.40353,                0.62595,                 0.4718,                0.74797,                0.36686,                0.65223,                 0.3808,                0.70078,                0.41023,                      0,                0.69385,                0.68002,                 0.6667,                 0.7284,                0.52478,                0.68027,                0.40739,                0.18543,                0.44453,                 0.5643,                0.41189,                0.64316,                0.67566,                0.43952,                0.62255,                0.50373,                 0.7475,                0.37736,                0.64941,                0.40659,                0.69922,                0.43298,                      0,                0.67095,                0.67611,                0.66503,                0.70933,                0.50298,                0.67617,                0.44161,                0.19059,                 0.4493,                0.54787,                0.41189,                0.69045,               0.007882,                      0,                0.70305,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66462,                0.42356,                 1.3627,                0.08123,                0.84653,                0.82592,                0.87099,                0.72354,                0.65795,                0.39959,                 1.4549,                0.08737,               0.004555,               0.004555,               0.004555,                0.68582,                0.41333,                0.62568,                0.46935,                0.73985,                0.38311,                0.66498,                0.37585,                0.70358,                0.41306,                      0,                0.70269,                0.67629,                0.65992,                0.73022,                0.52299,                0.68504,                0.41581,                0.18288,                0.43927,                0.56175,                0.41029,                0.63631,                0.68345,                0.45184,                0.63268,                0.49575,                0.74111,                0.38061,                0.68031,                0.41642,                 0.7065,                0.43438,                      0,                 0.6812,                0.67149,                0.65752,                0.71015,                0.49631,                0.68397,                0.45255,                0.18876,                0.44366,                0.54257,                0.41029,                0.69163,               0.007871,                      0,                 0.7012,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66569,                0.42171,                 1.3624,                0.08122,                0.84803,                0.82597,                0.87156,                0.72388,                0.65771,                0.39908,                 1.4557,                0.08736,               0.004456,               0.004456,               0.004456,                 0.6792,                0.40551,                0.63371,                0.44521,                0.71643,                0.39566,                0.66667,                0.38138,                0.70122,                0.40841,                      0,                0.69193,                0.67843,                0.66575,                0.72849,                0.52328,                0.67877,                0.40849,                0.18485,                0.44446,                0.55651,                0.41392,                0.64314,                 0.6761,                0.43774,                 0.6321,                0.47035,                 0.7283,                0.38091,                0.66701,                 0.4091,                0.69082,                0.43937,                      0,                0.67104,                0.67583,                0.66558,                0.70738,                0.50026,                0.67612,                0.43909,                 0.1915,                0.44883,                0.54383,                0.41392,                0.68988,              0.0078272,                      0,                0.70174,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66549,                0.42057,                 1.3543,                0.08102,                0.84628,                0.82768,                0.87223,                0.72465,                0.65762,                0.39888,                 1.4554,                0.08734,               0.004357,               0.004357,               0.004357,                0.68313,                0.40833,                0.61704,                0.46046,                0.74319,                 0.4097,                0.66723,                0.36326,                0.72258,                0.41115,                      0,                0.69706,                0.68126,                0.66636,                0.72276,                0.52219,                 0.6834,                0.41096,                0.18449,                0.44206,                0.56392,                0.41047,                0.64523,                0.67866,                0.44485,                0.63516,                0.49367,                0.74998,                0.40526,                0.66553,                0.40478,                0.71799,                0.43599,                      0,                0.67584,                0.67725,                0.66424,                0.70417,                0.49816,                0.68059,                0.44663,                0.19021,                 0.4469,                0.54655,                0.41047,                0.69386,              0.0080195,                      0,                0.69858,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66752,                0.41981,                 1.3635,                0.08146,                0.84823,                0.82844,                0.87202,                 0.7246,                0.65742,                0.39868,                 1.4557,                0.08734,               0.004258,               0.004258,               0.004258,                0.68168,                0.39948,                0.61959,                 0.4391,                0.72235,                0.39978,                0.64042,                 0.3662,                 0.6791,                0.42775,                      0,                0.69197,                 0.6802,                 0.6662,                0.72791,                0.52678,                0.67877,                0.40406,                0.18584,                0.44489,                0.57023,                 0.4131,                0.64346,                0.68033,                  0.446,                0.61753,                0.46778,                0.72374,                0.40771,                0.64566,                0.39689,                0.68042,                0.45727,                      0,                0.66946,                0.67478,                0.66265,                  0.708,                0.49819,                0.67773,                0.44781,                0.19061,                0.45119,                0.54299,                 0.4131,                0.69986,              0.0081266,                      0,                0.70239,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65872,                0.41511,                 1.3575,                 0.0809,                0.84953,                0.82831,                0.87219,                0.72482,                0.65727,                0.39842,                 1.4565,                0.08735,               0.004159,               0.004159,               0.004159,                0.68388,                0.40948,                0.63822,                0.47284,                 0.7237,                0.36114,                  0.674,                0.38349,                0.69946,                0.39864,                      0,                0.70149,                0.68002,                0.66334,                0.72387,                0.52021,                0.68321,                0.41334,                0.18508,                0.43999,                0.56102,                0.41206,                0.63427,                0.67908,                 0.4472,                 0.6341,                0.48922,                0.73256,                0.35527,                0.68691,                0.40804,                0.68904,                0.42838,                      0,                0.67568,                0.67548,                0.66062,                0.70642,                0.49712,                0.67917,                0.44869,                0.18992,                0.44645,                0.54107,                0.41206,                0.68851,              0.0080444,                      0,                0.69809,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66263,                 0.4156,                 1.3571,                0.08099,                0.84718,                0.83126,                0.87196,                0.72433,                0.65698,                0.39837,                 1.4568,                0.08732,                0.00406,                0.00406,                0.00406,                0.68217,                0.40526,                0.61819,                0.45907,                0.73153,                 0.3618,                0.66866,                0.40665,                0.68603,                0.44484,                      0,                0.69612,                0.67925,                0.66413,                0.72227,                0.52458,                0.68071,                0.40888,                0.18481,                0.44318,                0.56329,                0.41307,                0.63893,                0.67857,                 0.4391,                0.62652,                0.47634,                0.74091,                0.36443,                0.67649,                0.43444,                0.69432,                0.47762,                      0,                0.67661,                0.67664,                0.66346,                0.70066,                0.50083,                0.67891,                0.44125,                0.19099,                0.44604,                0.53932,                0.41307,                0.68515,              0.0078447,                      0,                0.69885,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66047,                0.41528,                 1.3621,                0.08107,                0.84707,                0.83207,                0.87207,                0.72445,                0.65683,                 0.3987,                 1.4566,                0.08732,               0.003961,               0.003961,               0.003961,                0.68618,                0.41592,                0.62638,                0.47228,                0.73255,                0.33984,                 0.6494,                0.36515,                 0.6921,                0.39193,                      0,                0.69761,                0.67827,                0.66284,                0.72933,                0.51931,                0.68387,                0.41766,                0.18485,                0.44301,                0.55976,                0.41245,                0.64704,                0.68364,                0.44854,                0.63668,                0.49606,                0.72957,                0.35152,                0.67128,                0.39308,                0.70002,                0.43251,                      0,                0.68073,                0.67731,                 0.6635,                0.70958,                0.49411,                0.68303,                 0.4495,                0.19213,                0.44667,                0.54503,                0.41245,                0.68917,              0.0081135,                      0,                0.69971,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                 0.6598,                0.41439,                  1.362,                0.08131,                0.84652,                0.83127,                0.87193,                0.72477,                0.65664,                0.39831,                 1.4563,                0.08729,               0.003862,               0.003862,               0.003862,                0.67907,                0.40985,                0.60495,                 0.4729,                0.72882,                0.39601,                0.66091,                0.39492,                0.70085,                0.41003,                      0,                0.68939,                0.67893,                0.66327,                0.72526,                0.52477,                0.67748,                0.41383,                0.18459,                0.44424,                0.56563,                0.40987,                0.64433,                 0.6759,                0.44092,                0.60526,                0.49678,                0.73537,                0.40255,                0.67337,                0.42071,                0.69917,                0.43536,                      0,                0.66743,                0.67586,                0.66257,                0.70508,                0.50308,                0.67531,                0.44341,                0.19136,                0.44899,                0.55077,                0.40987,                0.69723,              0.0077724,                      0,                0.70092,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.66003,                0.41433,                  1.363,                0.08136,                0.84775,                 0.8295,                0.87236,                0.72525,                0.65664,                0.39824,                 1.4568,                0.08728,               0.003763,               0.003763,               0.003763,                0.68273,                0.40859,                0.62482,                0.45867,                0.75381,                 0.3873,                0.66036,                0.37731,                0.67571,                0.39723,                      0,                0.69375,                0.67854,                0.66503,                0.72985,                0.52168,                0.68142,                 0.4107,                0.18383,                0.44397,                0.56665,                0.40959,                0.64705,                0.68033,                0.44478,                0.62607,                0.49605,                0.75243,                0.39625,                0.65654,                0.40944,                0.67496,                0.42856,                      0,                0.67412,                0.67586,                0.66359,                0.70896,                0.49912,                0.67929,                0.44572,                0.18976,                0.44658,                0.54666,                0.40959,                0.69367,              0.0079427,                      0,                0.70159,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                0.65713,                0.40944,                 1.3595,                0.08132,                0.84782,                0.82963,                0.87223,                0.72511,                0.65657,                0.39803,                  1.457,                0.08727,               0.003664,               0.003664,               0.003664,                 0.6793,                0.40695,                0.64245,                0.46091,                 0.7485,                0.41363,                0.66926,                0.38645,                0.68324,                0.40129,                      0,                0.69315,                0.68237,                0.66525,                 0.7278,                0.52557,                0.68016,                0.41109,                 0.1851,                 0.4427,                0.55913,                0.41063,                0.64455,                0.67648,                0.44258,                0.65127,                0.49304,                0.75066,                0.40778,                 0.6715,                0.41416,                0.68974,                0.43722,                      0,                0.67453,                0.67825,                0.66308,                0.71004,                0.50178,                 0.6786,                0.44534,                0.19115,                0.44583,                0.53804,                0.41063,                0.68974,               0.007799,                      0,                0.70283,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                0.65447,                0.41013,                 1.3574,                0.08109,                0.84808,                0.82932,                0.87223,                0.72554,                0.65652,                0.39796,                 1.4573,                0.08724,               0.003565,               0.003565,               0.003565,                0.67849,                0.40591,                 0.6329,                0.49841,                0.75139,                0.38248,                0.65699,                0.34089,                0.71285,                0.40947,                      0,                0.69036,                0.67835,                0.66426,                0.72495,                0.52275,                0.67963,                0.41091,                0.18466,                0.44529,                0.56755,                0.41116,                0.65022,                0.67789,                 0.4468,                0.63793,                0.52479,                0.74898,                0.38552,                0.66516,                0.38847,                0.71531,                0.43775,                      0,                0.67281,                0.67284,                0.66075,                0.70329,                0.49643,                0.67959,                0.44985,                0.19006,                0.44957,                0.54746,                0.41116,                0.69819,              0.0076974,                      0,                0.69874,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                0.65421,                0.40612,                 1.3539,                0.08109,                0.84893,                0.82853,                0.87188,                0.72522,                0.65649,                 0.3979,                 1.4578,                0.08722,               0.003466,               0.003466,               0.003466,                0.68117,                0.41447,                0.60729,                0.46244,                0.75298,                0.37433,                0.64737,                0.34749,                0.70022,                   0.41,                      0,                0.69236,                0.67587,                0.66183,                0.72902,                0.51802,                0.68015,                0.41682,                0.18592,                0.44437,                0.56557,                0.41054,                0.64688,                0.67966,                0.44702,                0.60839,                0.48729,                0.75905,                0.38546,                0.64803,                0.38271,                0.70131,                0.43717,                      0,                0.67381,                0.67228,                0.66004,                 0.7101,                0.49504,                0.67922,                0.44803,                0.19146,                0.44888,                0.54454,                0.41054,                0.69395,              0.0077376,                      0,                0.69919,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                0.65274,                0.40364,                 1.3541,                0.08061,                0.84561,                 0.8312,                0.87185,                  0.725,                0.65639,                0.39779,                  1.458,                0.08722,               0.003367,               0.003367,               0.003367,                0.68125,                0.40967,                0.62206,                0.45108,                 0.7362,                0.38315,                 0.6583,                0.41809,                0.70184,                0.39073,                      0,                0.69074,                0.67799,                0.66552,                0.72118,                0.51569,                0.68033,                0.41253,                0.18691,                0.44556,                0.56576,                 0.4119,                 0.6521,                0.68025,                0.44726,                0.63152,                0.47316,                0.74533,                0.38377,                0.68638,                0.43596,                0.70713,                0.42699,                      0,                0.67441,                0.67579,                0.66442,                0.70271,                0.48964,                0.68124,                0.44883,                0.19371,                0.44955,                0.54793,                 0.4119,                0.69979,              0.0081018,                      0,                0.69416,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.65057,                0.40417,                  1.357,                0.08127,                0.84499,                0.83052,                 0.8721,                0.72554,                0.65637,                0.39788,                 1.4579,                0.08719,               0.003268,               0.003268,               0.003268,                 0.6801,                0.40466,                0.62162,                0.44765,                0.73551,                0.39188,                0.64253,                0.35947,                 0.6873,                0.39865,                      0,                  0.689,                0.67825,                0.66562,                0.72851,                0.52229,                0.67867,                0.40653,                0.18551,                0.44497,                0.56887,                0.41241,                0.65087,                0.67793,                0.44275,                0.63224,                0.47389,                0.74034,                0.39464,                0.65567,                0.39313,                0.69089,                0.43383,                      0,                0.66893,                 0.6747,                0.66445,                0.70618,                0.49545,                0.67802,                0.44366,                0.19234,                0.45046,                0.54683,                0.41241,                0.70249,              0.0078273,                      0,                0.70036,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64924,                0.40242,                  1.346,                0.08043,                 0.8437,                0.83015,                 0.8721,                0.72533,                0.65633,                0.39769,                 1.4582,                0.08719,               0.003169,               0.003169,               0.003169,                0.68098,                0.41044,                0.62631,                0.44814,                0.74866,                0.40505,                0.65744,                0.38534,                0.71254,                 0.3846,                      0,                0.69251,                0.67855,                0.66529,                0.71887,                0.51593,                0.68126,                0.41422,                0.18733,                0.44307,                0.55804,                0.41119,                0.65032,                0.67729,                0.44529,                0.62886,                0.46988,                0.76082,                 0.4133,                0.65121,                 0.4079,                0.71129,                0.40971,                      0,                0.67338,                0.67412,                0.66337,                0.70332,                0.49293,                0.67854,                0.44701,                0.19292,                0.44721,                0.53767,                0.41119,                0.69273,              0.0076702,                      0,                0.69406,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64577,                0.39892,                 1.3509,                0.08102,                0.84134,                0.83235,                0.87214,                0.72505,                0.65628,                0.39776,                 1.4584,                 0.0872,                0.00307,                0.00307,                0.00307,                0.68198,                 0.4107,                0.62974,                0.47756,                0.74261,                0.36912,                0.65233,                0.35209,                 0.6847,                0.39485,                      0,                0.69382,                 0.6792,                0.66577,                0.72866,                0.51905,                0.68094,                0.41329,                0.18485,                0.44321,                0.55937,                0.41363,                0.64628,                0.67865,                0.44388,                0.63661,                0.50642,                0.74557,                 0.3821,                0.65933,                0.39295,                0.68897,                0.43248,                      0,                0.67582,                0.67645,                0.66438,                0.70584,                0.49632,                0.67893,                0.44552,                0.19081,                0.44556,                0.54226,                0.41363,                0.68729,              0.0077213,                      0,                0.69942,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                0.64624,                0.39764,                 1.3513,                0.08011,                0.84214,                0.83025,                0.87212,                0.72535,                0.65632,                0.39778,                 1.4585,                0.08719,               0.002971,               0.002971,               0.002971,                0.68301,                 0.4171,                0.62766,                0.46619,                0.72435,                 0.4019,                0.67566,                0.41654,                0.71703,                0.39705,                      0,                0.69613,                0.67469,                0.66158,                0.71872,                0.51331,                0.68256,                0.42171,                0.18478,                 0.4426,                0.55551,                0.41209,                0.64577,                  0.682,                0.44882,                0.63547,                0.49347,                0.72279,                0.40109,                0.69125,                0.45703,                0.72106,                0.43958,                      0,                0.68008,                0.67256,                0.66097,                0.69811,                0.48976,                0.68262,                0.45252,                0.19123,                0.44563,                0.53621,                0.41209,                0.68952,              0.0078224,                      0,                0.69133,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                 0.6436,                0.39554,                 1.3542,                0.08092,                0.84075,                0.83306,                0.87186,                0.72523,                0.65631,                0.39761,                 1.4585,                 0.0872,               0.002872,               0.002872,               0.002872,                0.68259,                0.41256,                0.63488,                0.46745,                0.73785,                0.35511,                0.65512,                0.32705,                0.68594,                0.40216,                      0,                0.69365,                0.67964,                0.66619,                0.72903,                0.51608,                0.68159,                0.41363,                0.18715,                0.44433,                0.55801,                0.41306,                0.64933,                0.68242,                0.44692,                0.63663,                 0.4867,                0.74218,                0.35519,                0.66277,                0.36262,                 0.6791,                0.43529,                      0,                0.67769,                0.67593,                0.66494,                0.71189,                0.49153,                0.68165,                0.44633,                0.19299,                0.44803,                0.53999,                0.41306,                0.69223,              0.0077993,                      0,                0.69883,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                 0.6405,                 0.3938,                 1.3456,                0.08116,                0.84234,                0.83123,                0.87192,                0.72505,                0.65613,                0.39748,                 1.4591,                 0.0872,               0.002773,               0.002773,               0.002773,                0.67781,                0.40528,                0.61542,                0.45538,                 0.7501,                0.38917,                0.66248,                0.36814,                0.69361,                0.41374,                      0,                0.69124,                0.68143,                0.66719,                0.72871,                0.52297,                0.67769,                0.40734,                0.18638,                0.44177,                0.55841,                0.41108,                0.64021,                0.67837,                 0.4408,                0.62151,                0.48144,                 0.7673,                0.39729,                0.66626,                0.39361,                0.69036,                0.44669,                      0,                0.67487,                0.67894,                 0.6665,                0.70589,                0.49853,                0.67918,                0.44201,                0.19296,                0.44498,                 0.5378,                0.41108,                0.69109,              0.0077646,                      0,                0.70134,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
                     75,                0.64198,                0.39448,                 1.3516,                0.08039,                0.84055,                0.83293,                0.87183,                0.72514,                0.65615,                0.39757,                 1.4596,                 0.0872,               0.002674,               0.002674,               0.002674,                0.68181,                0.41071,                0.64754,                0.45297,                0.73484,                0.41635,                0.67742,                0.37631,                0.70519,                0.40784,                      0,                 0.6955,                0.67902,                0.66592,                0.71883,                0.51392,                 0.6829,                0.41515,                0.18533,                0.44244,                 0.5608,                0.41101,                0.64834,                0.68156,                0.44676,                0.64791,                0.46825,                0.73802,                0.40278,                0.66701,                0.40102,                0.70831,                0.43911,                      0,                0.67941,                0.67649,                0.66466,                0.70157,                0.49101,                0.68272,                0.44837,                 0.1913,                0.44483,                0.54386,                0.41101,                0.69177,              0.0076603,                      0,                0.69287,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                0.63638,                0.39006,                 1.3504,                0.08026,                0.83943,                0.83186,                0.87175,                0.72518,                0.65615,                 0.3975,                 1.4597,                 0.0872,               0.002575,               0.002575,               0.002575,                0.68268,                0.40731,                 0.6298,                0.49069,                0.73578,                0.41445,                0.65539,                0.37848,                0.70655,                0.42591,                      0,                0.69722,                 0.6799,                0.66489,                0.71483,                0.51772,                0.68227,                 0.4133,                0.18581,                 0.4383,                0.56516,                0.41055,                0.64074,                0.68369,                0.44199,                0.64648,                0.52003,                0.73919,                0.41797,                0.67165,                0.42219,                0.71744,                0.45582,                      0,                0.68479,                0.67766,                 0.6637,                0.68805,                0.49269,                0.68494,                0.44724,                0.19121,                0.43975,                0.54808,                0.41055,                0.68537,              0.0078929,                      0,                 0.6907,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.64009,                0.39079,                 1.3498,                0.08018,                0.83623,                0.83667,                0.87165,                0.72481,                 0.6562,                0.39746,                   1.46,                0.08718,               0.002476,               0.002476,               0.002476,                0.67995,                0.41797,                0.62972,                0.48912,                0.73422,                 0.3777,                0.65816,                0.37335,                0.70311,                0.40723,                      0,                0.68749,                0.67671,                0.66413,                0.71825,                0.51542,                0.67959,                0.42083,                0.18556,                0.44583,                0.55609,                 0.4106,                0.65748,                 0.6801,                0.45494,                0.63066,                0.51318,                0.73946,                0.37996,                0.65508,                0.38987,                0.69772,                0.43653,                      0,                0.67227,                0.67403,                0.66285,                0.69583,                0.49005,                0.67971,                0.45551,                0.19156,                0.44877,                0.53696,                 0.4106,                0.70052,              0.0078235,                      0,                0.69183,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                0.63712,                0.38792,                 1.3426,                0.08048,                0.83619,                0.83729,                0.87128,                0.72491,                0.65602,                0.39739,                 1.4605,                0.08718,               0.002377,               0.002377,               0.002377,                0.68146,                0.40563,                 0.6484,                0.49371,                0.75072,                0.39854,                0.65877,                 0.3613,                0.68714,                0.40566,                      0,                0.69417,                0.68136,                0.66762,                0.71494,                0.51798,                0.68213,                   0.41,                0.18691,                0.44276,                0.56671,                 0.4114,                0.64921,                0.68076,                0.43989,                0.65666,                0.50902,                0.76098,                0.41296,                0.67499,                0.39872,                0.69385,                0.44283,                      0,                0.68025,                 0.6781,                0.66583,                0.69514,                0.49436,                0.68302,                0.44298,                0.19286,                0.44628,                0.54908,                 0.4114,                0.69059,              0.0078544,                      0,                 0.6926,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63748,                0.38837,                 1.3456,                0.08075,                0.83429,                0.83837,                0.87135,                  0.725,                0.65597,                 0.3975,                 1.4608,                0.08718,               0.002278,               0.002278,               0.002278,                0.67882,                0.40804,                0.61849,                0.46561,                0.73662,                0.38603,                0.66684,                0.34299,                0.70828,                0.40686,                      0,                0.69058,                0.67954,                0.66823,                0.72616,                0.51538,                0.67891,                0.41106,                0.18595,                0.44501,                0.56131,                0.41345,                0.64723,                0.67932,                0.44319,                0.62688,                0.49339,                0.73754,                0.39779,                0.66563,                0.37161,                0.70504,                0.43642,                      0,                0.67585,                0.67587,                0.66635,                0.70498,                0.49029,                0.67964,                0.44464,                0.19152,                0.44793,                0.54277,                0.41345,                0.68991,              0.0077054,                      0,                0.69651,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                0.62772,                0.38285,                 1.3458,                0.08044,                0.83146,                 0.8418,                0.87093,                0.72481,                0.65586,                0.39773,                 1.4612,                0.08718,               0.002179,               0.002179,               0.002179,                0.68257,                  0.407,                0.63913,                0.47776,                0.75049,                 0.3636,                0.65913,                0.36574,                0.70634,                0.42816,                      0,                0.69505,                 0.6792,                0.66549,                0.71898,                0.51595,                0.68312,                0.41049,                 0.1863,                0.44326,                0.56322,                0.41139,                 0.6506,                0.67856,                0.44363,                0.65204,                 0.4974,                0.75538,                 0.3693,                0.65786,                0.39857,                0.71997,                0.46462,                      0,                0.67757,                0.67709,                0.66457,                0.69663,                 0.4924,                0.68108,                0.44587,                0.19271,                0.44749,                0.54522,                0.41139,                0.69066,              0.0078356,                      0,                0.69297,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
