                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/P5_gate_direction_loss,    p2/P5_ir_win_recall,p2/P5_object_balanced_loss,p2/P5_object_calibrated_loss,p2/P5_object_hard_winner_loss,p2/P5_object_prompt_accuracy,p2/P5_object_prompt_correlation,p2/P5_object_prompt_mae,p2/P5_object_prompt_rgb, p2/P5_object_rank_loss,p2/P5_object_target_rgb,   p2/P5_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     66,                 0.6544,                0.40932,                 1.3566,                0.09063,                0.83951,                0.82995,                0.86832,                0.72139,                 0.6576,                0.39966,                 1.4627,                0.09883,               0.003565,               0.003565,               0.003565,                      0,                0.69134,                0.68394,                0.67149,                  0.511,                0.68081,                0.42042,                0.18792,                0.44535,                0.55787,                0.41116,                0.65193,                      0,                0.68285,                0.67519,                0.66323,                0.48608,                0.68516,                0.45793,                0.19104,                0.44863,                0.53838,                0.41116,                0.69148,                      0,                0.71217,                0.68908,                0.67535,                0.48039,                0.70148,                 0.4411,                0.19844,                0.44529,                0.53912,                0.41116,                0.67215,               0.014731,                      0,                0.77809,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                0.65391,                0.40604,                  1.357,                0.09019,                0.84027,                0.82716,                0.86762,                0.72119,                0.65747,                0.39957,                 1.4636,                0.09883,               0.003466,               0.003466,               0.003466,                      0,                  0.692,                0.68256,                0.66955,                0.50767,                0.68094,                0.42632,                0.18882,                0.44529,                0.55803,                0.41054,                 0.6508,                      0,                0.68405,                0.67503,                0.66201,                0.48295,                0.68526,                0.45923,                0.19292,                0.44779,                0.53533,                0.41054,                0.68854,                      0,                0.71254,                0.69084,                0.67651,                0.47771,                0.70347,                0.44191,                0.20093,                0.44574,                0.53406,                0.41054,                0.67875,               0.015134,                      0,                0.77399,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                0.65223,                0.40373,                 1.3523,                0.08993,                0.83983,                0.82976,                0.86748,                0.72133,                0.65742,                0.39953,                 1.4634,                0.09881,               0.003367,               0.003367,               0.003367,                      0,                0.69154,                0.68416,                0.67302,                0.50424,                0.68159,                 0.4228,                 0.1898,                0.44681,                0.55955,                 0.4119,                0.65457,                      0,                0.68624,                0.67631,                0.66479,                0.47876,                0.68801,                0.45915,                  0.193,                0.44884,                0.54332,                 0.4119,                0.69282,                      0,                0.71382,                0.68769,                0.67456,                0.47353,                0.70565,                0.44716,                0.19849,                0.44722,                0.54345,                 0.4119,                0.68347,               0.014686,                      0,                0.77035,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                 0.6499,                0.40362,                 1.3573,                0.09044,                0.84133,                0.82753,                0.86728,                0.72097,                 0.6573,                0.39955,                 1.4634,                 0.0988,               0.003268,               0.003268,               0.003268,                      0,                 0.6876,                 0.6839,                0.67363,                0.50813,                0.67946,                0.41839,                0.18932,                 0.4468,                0.56038,                0.41241,                0.65753,                      0,                0.68503,                0.67696,                0.66678,                0.48266,                0.68761,                0.45264,                 0.1934,                0.44815,                0.53945,                0.41241,                0.69457,                      0,                0.71091,                0.69168,                0.67871,                 0.4792,                0.70198,                0.43681,                 0.2002,                0.44639,                0.54242,                0.41241,                0.67793,               0.014646,                      0,                0.77562,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64863,                0.40215,                 1.3452,                0.08976,                 0.8409,                0.82731,                0.86717,                0.72092,                0.65729,                0.39942,                 1.4635,                0.09881,               0.003169,               0.003169,               0.003169,                      0,                0.69394,                0.68342,                0.67123,                0.50456,                0.68256,                0.42625,                0.18951,                0.44325,                0.54955,                0.41119,                0.65126,                      0,                0.68978,                0.67561,                0.66418,                0.48024,                0.68891,                0.45859,                0.19339,                0.44479,                0.52772,                0.41119,                0.68651,                      0,                0.71482,                0.68975,                0.67597,                0.47733,                0.70436,                0.44377,                0.19932,                0.44411,                0.53182,                0.41119,                0.67557,               0.014671,                      0,                0.77139,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64546,                0.39806,                 1.3548,                0.09027,                0.83883,                0.82984,                0.86688,                0.72088,                0.65722,                0.39918,                 1.4637,                 0.0988,                0.00307,                0.00307,                0.00307,                      0,                0.69264,                0.68507,                0.67368,                0.50681,                0.68162,                0.42388,                0.18837,                0.44538,                0.55309,                0.41363,                0.65197,                      0,                0.68661,                0.67889,                0.66709,                0.48388,                0.68549,                 0.4548,                0.19266,                0.44604,                0.53488,                0.41363,                0.68248,                      0,                0.71028,                0.69192,                0.67928,                0.48007,                0.70057,                0.44012,                0.19904,                0.44548,                0.53807,                0.41363,                0.67443,               0.014545,                      0,                0.77535,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                0.64603,                0.39718,                 1.3548,                0.08927,                0.84416,                0.82427,                 0.8671,                  0.721,                0.65712,                0.39921,                  1.464,                 0.0988,               0.002971,               0.002971,               0.002971,                      0,                0.69279,                0.68111,                0.67047,                0.50064,                0.68261,                0.43061,                0.18896,                0.44475,                0.54882,                0.41209,                0.65501,                      0,                0.68596,                0.67341,                0.66249,                0.47702,                0.68657,                 0.4632,                0.19227,                0.44678,                0.52973,                0.41209,                0.68822,                      0,                0.71496,                 0.6877,                0.67472,                0.47219,                0.70402,                0.44785,                0.19915,                0.44415,                0.53059,                0.41209,                0.67434,               0.014754,                      0,                0.76653,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                0.64271,                0.39461,                 1.3585,                0.08991,                0.83866,                0.82922,                0.86712,                0.72126,                0.65704,                0.39896,                 1.4645,                 0.0988,               0.002872,               0.002872,               0.002872,                      0,                0.69386,                0.68572,                0.67374,                0.50491,                0.68188,                0.42268,                0.19035,                0.44439,                0.55137,                0.41306,                0.64985,                      0,                0.68832,                0.67924,                0.66765,                0.48011,                0.68869,                0.45556,                0.19465,                0.44686,                0.53352,                0.41306,                0.68968,                      0,                 0.7165,                0.69263,                0.67932,                0.47541,                0.70649,                0.44257,                 0.2005,                 0.4445,                0.53825,                0.41306,                0.67972,               0.014735,                      0,                0.77211,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.63929,                0.39356,                 1.3427,                0.09086,                0.83937,                0.82811,                0.86707,                 0.7214,                0.65707,                0.39896,                 1.4647,                0.09879,               0.002773,               0.002773,               0.002773,                      0,                0.69353,                0.68744,                 0.6749,                0.51241,                0.68082,                0.41522,                0.18956,                0.44215,                0.55204,                0.41108,                0.64568,                      0,                0.68512,                0.68159,                0.66879,                 0.4886,                0.68545,                0.44838,                0.19403,                0.44493,                0.53336,                0.41108,                0.68638,                      0,                0.71285,                0.69655,                0.68146,                0.48259,                0.70283,                0.43653,                0.20049,                0.44364,                0.53668,                0.41108,                0.67512,               0.014619,                      0,                0.78152,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
                     75,                0.64122,                0.39469,                 1.3479,                0.08969,                0.84185,                0.82882,                0.86706,                0.72126,                0.65702,                0.39894,                 1.4648,                0.09879,               0.002674,               0.002674,               0.002674,                      0,                0.69591,                0.68422,                 0.6725,                0.50272,                0.68357,                0.42649,                0.18777,                0.44296,                0.55456,                0.41101,                0.64974,                      0,                0.68926,                0.67807,                0.66596,                0.47897,                0.68961,                0.45892,                0.19223,                0.44508,                0.53515,                0.41101,                0.69056,                      0,                0.71474,                0.69077,                0.67655,                0.47244,                0.70604,                0.44887,                0.19836,                0.44568,                0.53949,                0.41101,                0.68217,               0.014528,                      0,                0.76931,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                0.63624,                0.39041,                  1.349,                0.09005,                0.83898,                0.83223,                0.86722,                0.72125,                0.65679,                0.39893,                 1.4649,                0.09878,               0.002575,               0.002575,               0.002575,                      0,                 0.6996,                0.68555,                 0.6723,                0.50554,                0.68515,                0.42272,                0.18861,                0.43895,                0.55826,                0.41055,                0.64502,                      0,                0.69397,                0.67855,                 0.6647,                0.48093,                0.68971,                0.45599,                0.19255,                0.43981,                 0.5405,                0.41055,                 0.6779,                      0,                0.71251,                0.69053,                0.67627,                0.47414,                0.70345,                0.44346,                0.20006,                0.44095,                0.54039,                0.41055,                0.67826,                0.01441,                      0,                0.77198,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.63987,                0.39108,                 1.3516,                0.08948,                  0.836,                0.83467,                0.86729,                0.72162,                0.65683,                0.39878,                 1.4654,                0.09877,               0.002476,               0.002476,               0.002476,                      0,                0.69059,                0.68225,                0.67138,                0.50376,                0.68203,                0.43007,                0.18887,                0.44649,                0.54628,                 0.4106,                0.65809,                      0,                0.68372,                0.67459,                0.66359,                0.47869,                0.68601,                0.46367,                0.19236,                0.44788,                0.52564,                 0.4106,                0.69244,                      0,                0.71087,                0.68761,                0.67427,                0.47171,                0.70394,                 0.4525,                0.19828,                0.44569,                0.52909,                 0.4106,                0.68458,               0.014381,                      0,                0.76931,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                0.63647,                0.38827,                 1.3435,                0.09028,                0.83525,                0.83502,                0.86718,                0.72143,                0.65675,                0.39881,                 1.4656,                0.09875,               0.002377,               0.002377,               0.002377,                      0,                0.69563,                0.68679,                0.67447,                0.50704,                0.68347,                 0.4199,                0.18949,                0.44372,                0.55989,                 0.4114,                0.65025,                      0,                0.68994,                 0.6782,                 0.6659,                0.48248,                0.68822,                0.45407,                0.19301,                0.44503,                0.54202,                 0.4114,                0.68351,                      0,                0.71587,                0.69108,                0.67622,                0.47429,                0.70546,                 0.4462,                0.19908,                0.44404,                0.54011,                 0.4114,                0.67701,                0.01474,                      0,                0.77398,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63739,                0.38913,                 1.3447,                0.08973,                0.83547,                0.83503,                 0.8674,                 0.7216,                0.65671,                0.39863,                 1.4656,                0.09875,               0.002278,               0.002278,               0.002278,                      0,                0.69291,                0.68542,                0.67557,                0.50352,                0.68209,                0.42079,                0.18912,                0.44557,                0.55494,                0.41345,                0.65271,                      0,                0.68613,                0.67865,                0.66962,                0.47722,                0.68646,                0.45302,                0.19383,                0.44718,                 0.5355,                0.41345,                0.68735,                      0,                0.71133,                0.69007,                0.67911,                0.46978,                0.70259,                0.44475,                0.19929,                0.44565,                0.53483,                0.41345,                0.67887,               0.014841,                      0,                0.76975,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                0.62754,                 0.3839,                 1.3423,                0.08975,                0.83314,                0.83694,                0.86724,                0.72148,                0.65662,                0.39866,                 1.4658,                0.09873,               0.002179,               0.002179,               0.002179,                      0,                0.69656,                 0.6836,                0.67144,                 0.5044,                0.68483,                0.42197,                0.18844,                0.44482,                 0.5534,                0.41139,                0.65289,                      0,                0.68802,                0.67847,                0.66588,                0.47907,                0.68845,                0.45508,                 0.1938,                0.44575,                0.53515,                0.41139,                0.68961,                      0,                0.71347,                0.69199,                0.67818,                0.47133,                0.70489,                0.44375,                 0.2011,                0.44551,                 0.5365,                0.41139,                0.68152,               0.014681,                      0,                0.77017,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
                     81,                 0.6337,                0.38519,                 1.3421,                0.08941,                 0.8333,                0.83709,                0.86731,                 0.7216,                0.65664,                0.39866,                 1.4659,                0.09872,                0.00208,                0.00208,                0.00208,                      0,                0.69607,                0.68389,                  0.672,                0.50227,                0.68557,                0.42951,                0.18987,                0.44527,                0.55277,                0.41122,                0.65725,                      0,                0.68492,                0.67596,                0.66495,                0.47562,                0.68884,                0.46477,                0.19404,                0.44894,                0.53196,                0.41122,                0.69942,                      0,                0.71146,                0.68902,                0.67549,                0.46965,                0.70522,                0.45326,                0.20065,                  0.447,                0.53121,                0.41122,                0.68841,               0.014565,                      0,                0.76722,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63177,                0.38277,                 1.3391,                0.08987,                0.83683,                0.83549,                0.86711,                0.72169,                0.65657,                0.39852,                 1.4662,                0.09871,               0.001981,               0.001981,               0.001981,                      0,                0.69502,                0.68501,                0.67189,                0.50664,                0.68284,                0.42524,                0.18906,                0.44567,                 0.5503,                0.41203,                0.65016,                      0,                0.68558,                0.67761,                 0.6646,                0.48077,                0.68688,                 0.4596,                0.19336,                0.44827,                0.52585,                0.41203,                0.69034,                      0,                0.71408,                0.69223,                0.67748,                0.47456,                0.70501,                0.44617,                0.20063,                0.44573,                0.52633,                0.41203,                0.68068,               0.014427,                      0,                 0.7727,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62669,                0.37924,                 1.3462,                0.08897,                0.83819,                0.83522,                0.86732,                0.72141,                0.65668,                 0.3986,                 1.4663,                 0.0987,               0.001882,               0.001882,               0.001882,                      0,                0.69786,                0.68498,                0.67326,                0.49916,                 0.6864,                 0.4302,                0.19013,                0.44518,                0.54243,                0.41384,                 0.6559,                      0,                0.68579,                0.67808,                0.66645,                0.47459,                0.68854,                0.46396,                 0.1948,                 0.4486,                0.52401,                0.41384,                0.69586,                      0,                0.71522,                 0.6915,                 0.6776,                0.46816,                0.70703,                0.45191,                  0.201,                0.44583,                0.52537,                0.41384,                0.68523,               0.014619,                      0,                0.76498,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63219,                0.38225,                 1.3434,                0.08959,                0.83779,                 0.8335,                0.86669,                 0.7214,                 0.6567,                0.39866,                 1.4661,                0.09869,               0.001783,               0.001783,               0.001783,                      0,                0.69508,                0.68492,                0.67335,                0.50256,                0.68601,                0.42763,                0.18956,                0.44374,                0.55203,                0.41141,                0.66107,                      0,                 0.6897,                0.67902,                0.66699,                0.47941,                0.69105,                0.45684,                0.19435,                0.44475,                0.53334,                0.41141,                0.69476,                      0,                0.71618,                0.69106,                0.67746,                0.46907,                0.70929,                0.44892,                0.20092,                0.44329,                0.53167,                0.41141,                0.69035,               0.014594,                      0,                0.76906,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62882,                0.37946,                 1.3426,                0.08976,                0.83889,                 0.8335,                0.86715,                 0.7218,                0.65671,                0.39879,                 1.4662,                0.09867,               0.001684,               0.001684,               0.001684,                      0,                 0.7004,                0.68371,                0.66991,                0.50539,                0.68519,                0.42775,                0.18738,                0.44099,                0.55094,                0.41227,                  0.644,                      0,                0.69217,                0.67682,                0.66235,                0.48181,                0.68956,                0.46001,                0.19145,                0.44301,                0.53034,                0.41227,                0.68251,                      0,                0.71931,                0.68866,                0.67245,                0.47174,                0.70707,                 0.4527,                0.19765,                0.44293,                0.53328,                0.41227,                0.67395,               0.014557,                      0,                0.77102,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62295,                0.37459,                 1.3345,                0.08853,                0.83767,                0.83621,                  0.867,                0.72164,                 0.6567,                0.39893,                 1.4663,                0.09867,               0.001585,               0.001585,               0.001585,                      0,                0.69347,                0.68494,                0.67465,                0.49635,                0.68441,                0.42996,                0.19008,                0.44712,                0.53973,                0.41422,                0.66044,                      0,                0.68567,                0.67755,                0.66668,                0.47191,                0.68928,                0.46453,                0.19419,                0.44983,                0.51948,                0.41422,                0.69882,                      0,                0.71768,                   0.69,                0.67637,                0.46193,                0.70818,                0.45792,                    0.2,                0.44495,                0.52044,                0.41422,                0.68305,               0.014672,                      0,                0.76137,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62468,                0.37674,                  1.338,                0.08958,                0.83634,                0.83729,                0.86698,                0.72154,                0.65671,                0.39897,                 1.4663,                0.09865,               0.001486,               0.001486,               0.001486,                      0,                0.69714,                0.68553,                0.67362,                0.50326,                0.68695,                0.42517,                0.18911,                0.44414,                0.55199,                0.41214,                0.65893,                      0,                0.69033,                0.67858,                0.66674,                0.47806,                0.69204,                0.45945,                0.19357,                0.44588,                0.52903,                0.41214,                0.69672,                      0,                 0.7143,                 0.6902,                0.67726,                0.47021,                0.70719,                0.45018,                0.19955,                0.44443,                0.53041,                0.41214,                0.68763,               0.014662,                      0,                0.76928,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                0.62228,                 0.3742,                 1.3324,                0.08913,                0.83575,                0.83689,                0.86676,                0.72107,                0.65672,                0.39925,                 1.4664,                0.09864,               0.001387,               0.001387,               0.001387,                      0,                0.69914,                0.68363,                0.67116,                0.50117,                0.68523,                0.42979,                0.18902,                0.44187,                0.54643,                0.41031,                0.64683,                      0,                0.69331,                0.67744,                 0.6646,                0.47587,                0.69151,                0.46183,                0.19384,                0.44312,                0.52486,                0.41031,                0.68653,                      0,                0.72045,                0.68863,                0.67389,                0.46738,                0.70938,                0.45578,                0.19868,                0.44219,                0.52447,                0.41031,                0.67883,               0.014599,                      0,                0.76596,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62143,                0.37093,                 1.3371,                0.08979,                0.83656,                0.83634,                0.86621,                0.72112,                0.65673,                0.39934,                 1.4666,                0.09863,               0.001288,               0.001288,               0.001288,                      0,                0.69393,                0.68607,                0.67246,                0.50675,                0.68336,                0.42703,                0.19035,                0.44712,                0.54867,                0.41323,                0.65553,                      0,                0.68822,                0.67964,                0.66656,                0.47983,                0.68994,                0.45819,                0.19567,                0.44941,                0.52838,                0.41323,                0.69448,                      0,                0.71295,                0.69104,                0.67656,                0.47002,                0.70646,                0.45147,                0.20148,                0.44704,                0.52626,                0.41323,                0.68936,               0.014502,                      0,                0.77193,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61744,                0.36858,                 1.3352,                0.08938,                0.83745,                0.83668,                0.86586,                0.72076,                0.65675,                0.39942,                 1.4669,                0.09862,               0.001189,               0.001189,               0.001189,                      0,                0.69903,                0.68692,                0.67513,                0.50098,                0.68662,                0.42492,                 0.1891,                0.44268,                0.55699,                0.41296,                0.65291,                      0,                0.69098,                0.67945,                0.66835,                0.47418,                0.69077,                0.45847,                0.19405,                0.44493,                0.53719,                0.41296,                0.69023,                      0,                0.72021,                0.69201,                0.67856,                0.46438,                0.71081,                0.45277,                0.19957,                0.44285,                0.53304,                0.41296,                0.68527,               0.014282,                      0,                0.76593,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62225,                0.36905,                 1.3354,                0.08917,                0.83838,                0.83684,                0.86578,                0.72109,                0.65682,                0.39957,                  1.467,                0.09861,                0.00109,                0.00109,                0.00109,                      0,                0.69368,                0.68527,                0.67581,                0.49727,                0.68457,                0.42607,                0.19049,                0.44513,                0.55112,                0.41351,                0.65986,                      0,                0.68535,                0.67898,                0.66815,                0.47635,                0.68772,                0.45744,                0.19471,                0.44708,                0.53497,                0.41351,                0.69416,                      0,                0.71352,                0.69244,                0.67995,                0.46713,                0.70652,                 0.4481,                 0.2013,                0.44555,                0.53359,                0.41351,                0.68755,               0.014542,                      0,                 0.7648,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.61977,                0.36847,                 1.3287,                0.08875,                0.83869,                0.83747,                0.86552,                0.72059,                0.65682,                0.39962,                 1.4672,                0.09859,               0.000991,               0.000991,               0.000991,                      0,                0.70046,                0.68442,                0.67219,                 0.4964,                0.68881,                 0.4337,                0.18996,                0.44178,                0.54798,                0.41138,                0.65694,                      0,                0.69411,                 0.6774,                0.66509,                 0.4727,                0.69248,                0.46417,                0.19446,                0.44274,                0.53051,                0.41138,                0.68802,                      0,                0.71583,                0.68884,                 0.6755,                0.46326,                0.70788,                0.45722,                0.20015,                0.44347,                0.53124,                0.41138,                0.68613,               0.014373,                      0,                0.76132,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61662,                0.36593,                 1.3347,                0.08893,                 0.8392,                0.83676,                0.86538,                 0.7205,                 0.6568,                0.39976,                 1.4676,                0.09858,               0.000892,               0.000892,               0.000892,                      0,                0.69005,                0.68639,                 0.6749,                0.49952,                0.68272,                0.42976,                0.19085,                0.44829,                 0.5439,                0.41435,                0.66351,                      0,                0.68501,                0.67945,                0.66801,                 0.4734,                0.68903,                0.46366,                0.19542,                0.45059,                0.52351,                0.41435,                0.69957,                      0,                0.71366,                0.69205,                0.67853,                0.46316,                0.70755,                0.45674,                0.20145,                0.44716,                0.52391,                0.41435,                0.69152,               0.014789,                      0,                0.76443,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61285,                0.36305,                 1.3285,                0.08844,                0.83941,                0.83659,                0.86525,                0.72056,                 0.6568,                0.39977,                 1.4676,                0.09857,               0.000793,               0.000793,               0.000793,                      0,                0.69686,                0.68232,                0.66944,                0.49645,                0.68635,                0.43643,                0.18985,                0.44443,                0.54314,                0.41164,                0.65801,                      0,                0.69075,                0.67633,                0.66376,                 0.4703,                0.69192,                0.46721,                0.19519,                0.44634,                0.52415,                0.41164,                0.69508,                      0,                0.71251,                0.68848,                0.67485,                0.46075,                0.70862,                0.46129,                0.20104,                0.44595,                 0.5255,                0.41164,                0.69814,               0.014705,                      0,                0.75953,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61023,                 0.3613,                 1.3265,                0.08863,                0.84009,                0.83609,                0.86516,                0.72053,                0.65687,                0.39989,                 1.4677,                0.09856,               0.000694,               0.000694,               0.000694,                      0,                0.69634,                0.68346,                0.67048,                0.49786,                0.68507,                0.43534,                0.18922,                0.44177,                0.53942,                0.41145,                0.65398,                      0,                 0.6908,                0.67668,                0.66364,                0.47286,                0.69128,                0.46592,                0.19409,                0.44247,                0.52173,                0.41145,                0.69261,                      0,                0.71953,                0.69071,                0.67541,                0.46432,                0.71015,                 0.4556,                0.20085,                0.43947,                0.52333,                0.41145,                0.68431,               0.014708,                      0,                0.76211,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60862,                0.35979,                 1.3288,                0.08905,                0.83836,                0.83643,                0.86471,                0.72023,                0.65688,                 0.4001,                 1.4681,                0.09856,               0.000595,               0.000595,               0.000595,                      0,                0.69896,                0.68528,                0.67163,                0.49891,                0.68643,                0.43158,                0.18963,                0.44055,                0.54798,                0.41014,                0.65209,                      0,                 0.6939,                0.67854,                 0.6648,                0.47543,                0.69296,                0.46179,                0.19451,                0.44222,                0.53338,                0.41014,                0.69036,                      0,                 0.7161,                0.69191,                0.67555,                0.46534,                0.70964,                0.45781,                 0.2007,                0.44239,                 0.5336,                0.41014,                0.69196,               0.014742,                      0,                0.76412,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.61082,                0.36056,                  1.321,                0.08888,                 0.8382,                0.83651,                0.86472,                0.72031,                0.65688,                0.40013,                 1.4683,                0.09856,               0.000496,               0.000496,               0.000496,                      0,                0.69747,                0.68571,                0.67388,                0.49894,                0.68579,                0.42923,                0.18978,                0.44393,                0.54509,                0.41356,                0.65457,                      0,                 0.6898,                0.67672,                0.66474,                0.47293,                0.69178,                0.46488,                0.19327,                0.44694,                0.52865,                0.41356,                0.69708,                      0,                0.71176,                0.69028,                0.67665,                0.46272,                0.70678,                0.45831,                0.20015,                0.44603,                0.52802,                0.41356,                0.69349,               0.014628,                      0,                 0.7633,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60824,                0.35841,                 1.3259,                0.08868,                0.83815,                  0.836,                0.86447,                0.72026,                0.65683,                0.40022,                 1.4684,                0.09854,               0.000397,               0.000397,               0.000397,                      0,                0.69857,                0.68432,                0.67237,                0.49698,                0.68889,                0.43294,                0.19008,                0.44414,                0.54246,                0.41277,                 0.6629,                      0,                0.69214,                0.67741,                0.66586,                0.47258,                0.69462,                0.46208,                0.19488,                0.44575,                0.52522,                0.41277,                0.70127,                      0,                0.71604,                0.69032,                  0.678,                0.46295,                0.71084,                0.45549,                0.20119,                0.44536,                0.52924,                0.41277,                0.69689,               0.014216,                      0,                 0.7618,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.60922,                0.35909,                 1.3258,                0.08892,                 0.8374,                0.83696,                0.86412,                0.71981,                 0.6568,                0.40038,                 1.4687,                0.09852,               0.000298,               0.000298,               0.000298,                      0,                0.70015,                0.68466,                0.67193,                0.49773,                0.68657,                0.43294,                0.18851,                0.44072,                0.55276,                0.40986,                0.64916,                      0,                 0.6975,                0.67786,                0.66439,                0.47213,                0.69487,                 0.4654,                0.19322,                0.44076,                0.53588,                0.40986,                 0.6876,                      0,                0.72206,                0.69192,                0.67636,                0.46241,                0.71257,                0.45748,                0.20017,                0.43886,                0.53782,                0.40986,                 0.6864,               0.014437,                      0,                 0.7618,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60674,                0.35607,                 1.3218,                0.08841,                0.83641,                0.83711,                0.86403,                 0.7199,                 0.6568,                0.40036,                  1.469,                0.09851,               0.000199,               0.000199,               0.000199,                      0,                0.69599,                0.68524,                0.67436,                0.49485,                0.68717,                0.43165,                0.19055,                0.44568,                0.54828,                0.41353,                0.66365,                      0,                0.69243,                0.67659,                0.66509,                0.46783,                0.69433,                0.46596,                0.19446,                0.44636,                0.53108,                0.41353,                0.69941,                      0,                0.71327,                0.68874,                0.67652,                0.45638,                0.70952,                0.45951,                0.20129,                0.44751,                0.53149,                0.41353,                0.69952,               0.014629,                      0,                0.75791,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
