                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,p2/P4_prompt_residual_gain,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     78,                0.63655,                0.38747,                  1.347,                0.07773,                 0.8357,                0.83724,                0.86893,                0.72215,                0.65449,                0.39906,                 1.4632,                0.08458,               0.002377,               0.002377,               0.002377,                      0,                0.69755,                 0.6885,                0.67583,                0.50598,                 0.6854,                0.42148,                0.18957,                0.44365,                0.55922,                 0.4114,                0.65219,                      0,                0.68725,                 0.6802,                0.66843,                0.48258,                0.68845,                0.45291,                 0.1941,                0.44553,                0.54353,                 0.4114,            -0.00083977,                0.69174,               0.007868,                      0,                0.66652,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63795,                0.38952,                  1.345,                 0.0773,                0.83476,                 0.8366,                0.86862,                0.72197,                0.65449,                0.39896,                 1.4632,                0.08458,               0.002278,               0.002278,               0.002278,                      0,                0.69382,                0.68654,                0.67633,                0.50309,                0.68254,                0.42238,                0.18885,                0.44573,                0.55387,                0.41345,                0.65191,                      0,                0.68163,                0.67931,                0.67081,                0.47832,                0.68469,                0.45381,                0.19366,                0.44835,                0.53608,                0.41345,             -0.0008613,                0.69301,              0.0078809,                      0,                0.66345,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                 0.6283,                0.38324,                 1.3462,                0.07739,                0.83597,                0.83516,                0.86848,                0.72183,                0.65433,                0.39909,                 1.4636,                0.08457,               0.002179,               0.002179,               0.002179,                      0,                0.69577,                0.68518,                0.67267,                0.50469,                0.68418,                0.42196,                0.18855,                0.44469,                0.55323,                0.41139,                0.65259,                      0,                 0.6838,                0.67968,                0.66825,                0.48049,                0.68744,                0.45361,                0.19442,                0.44704,                0.53588,                0.41139,             3.1348e-05,                0.69735,              0.0079176,                      0,                0.66442,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
                     81,                0.63383,                0.38573,                 1.3424,                0.07709,                0.83626,                0.83536,                 0.8685,                0.72175,                0.65436,                0.39929,                  1.464,                0.08456,                0.00208,                0.00208,                0.00208,                      0,                0.69451,                0.68435,                0.67206,                0.50227,                0.68446,                0.43175,                0.18922,                0.44613,                0.55243,                0.41122,                0.65737,                      0,                0.68054,                0.67712,                0.66648,                0.47763,                0.68684,                0.46404,                0.19409,                0.45027,                0.53404,                0.41122,            -6.5493e-05,                0.70383,              0.0079494,                      0,                0.66161,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63279,                0.38382,                 1.3352,                0.07737,                0.83596,                0.83459,                0.86808,                0.72139,                0.65422,                0.39949,                 1.4642,                0.08456,               0.001981,               0.001981,               0.001981,                      0,                 0.6965,                0.68581,                0.67222,                 0.5059,                0.68392,                0.42629,                0.18872,                0.44525,                0.54854,                0.41203,                0.65016,                      0,                0.68349,                0.67919,                0.66638,                0.48188,                0.68578,                0.45901,                0.19363,                0.44887,                0.52699,                0.41203,            -0.00014621,                0.69191,              0.0077614,                      0,                0.66546,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62724,                0.37993,                  1.343,                0.07661,                 0.8357,                0.83396,                0.86777,                0.72135,                0.65419,                0.39961,                 1.4645,                0.08457,               0.001882,               0.001882,               0.001882,                      0,                0.69665,                0.68583,                0.67374,                0.49899,                0.68526,                0.43116,                0.18985,                 0.4456,                0.54048,                0.41384,                0.65495,                      0,                0.68378,                0.68041,                 0.6693,                0.47537,                0.68787,                0.46147,                0.19572,                0.44889,                0.52303,                0.41384,             0.00025418,                0.69877,              0.0079369,                      0,                0.65918,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63284,                  0.382,                 1.3444,                 0.0772,                0.83822,                0.83176,                0.86745,                0.72096,                0.65418,                0.40006,                 1.4644,                0.08456,               0.001783,               0.001783,               0.001783,                      0,                0.69602,                0.68654,                0.67477,                0.50239,                  0.687,                 0.4272,                0.19008,                0.44418,                0.55015,                0.41141,                0.66221,                      0,                0.68765,                0.68099,                0.66899,                0.47963,                0.69151,                0.45845,                0.19455,                0.44581,                0.53374,                0.41141,            -2.5314e-05,                 0.7021,              0.0078935,                      0,                0.66301,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62909,                0.37936,                 1.3435,                0.07729,                0.83422,                0.83402,                0.86699,                0.72098,                0.65417,                0.40023,                 1.4647,                0.08455,               0.001684,               0.001684,               0.001684,                      0,                0.70032,                0.68466,                0.67087,                0.50392,                0.68506,                 0.4286,                0.18756,                 0.4414,                0.54935,                0.41227,                0.64374,                      0,                0.68737,                0.67808,                0.66419,                0.48317,                0.68683,                0.45935,                0.19181,                0.44367,                 0.5328,                0.41227,             6.7603e-05,                0.68539,              0.0076654,                      0,                0.66417,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62298,                0.37445,                 1.3369,                0.07631,                0.83164,                0.83527,                0.86696,                0.72089,                0.65417,                0.40022,                  1.465,                0.08455,               0.001585,               0.001585,               0.001585,                      0,                0.69334,                0.68636,                0.67562,                0.49573,                0.68417,                0.43051,                0.19023,                 0.4467,                0.53831,                0.41422,                0.65992,                      0,                0.68486,                0.68005,                0.66947,                0.47325,                0.68909,                0.46219,                0.19498,                0.45011,                0.52038,                0.41422,             0.00010987,                0.70027,              0.0078678,                      0,                0.65663,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62486,                0.37649,                 1.3354,                0.07719,                0.83013,                0.83746,                 0.8667,                0.72108,                0.65428,                0.40037,                 1.4648,                0.08454,               0.001486,               0.001486,               0.001486,                      0,                0.69651,                0.68619,                0.67412,                0.50306,                0.68602,                 0.4261,                0.18863,                0.44446,                0.55033,                0.41214,                0.65718,                      0,                0.68389,                0.68004,                0.66906,                0.47907,                 0.6881,                0.45873,                0.19401,                0.44721,                0.53074,                0.41214,            -0.00037184,                0.69969,              0.0079884,                      0,                0.66317,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                0.62312,                0.37526,                 1.3309,                0.07678,                0.83305,                0.83407,                0.86641,                 0.7207,                0.65428,                0.40056,                 1.4648,                0.08455,               0.001387,               0.001387,               0.001387,                      0,                0.69835,                0.68458,                0.67189,                0.50047,                0.68556,                0.43228,                0.18885,                0.44212,                0.54403,                0.41031,                0.65023,                      0,                0.68693,                 0.6781,                0.66581,                0.47712,                0.68824,                0.46393,                0.19342,                0.44461,                0.52642,                0.41031,             -0.0021083,                0.69187,              0.0077627,                      0,                0.66015,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62134,                0.37119,                 1.3359,                0.07735,                0.83229,                0.83427,                0.86642,                 0.7205,                0.65429,                0.40084,                 1.4646,                0.08455,               0.001288,               0.001288,               0.001288,                      0,                0.69497,                 0.6871,                0.67305,                0.50558,                0.68404,                 0.4285,                0.19027,                0.44699,                 0.5476,                0.41323,                0.65526,                      0,                0.68246,                0.68117,                0.66879,                0.48084,                0.68713,                0.45735,                0.19653,                0.45055,                0.52841,                0.41323,             -0.0018297,                0.69944,              0.0078211,                      0,                0.66524,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61795,                0.36867,                 1.3342,                0.07708,                0.83195,                0.83459,                0.86589,                0.72053,                0.65425,                0.40093,                 1.4648,                0.08454,               0.001189,               0.001189,               0.001189,                      0,                0.69878,                0.68777,                0.67568,                0.49995,                0.68591,                0.42746,                0.18877,                 0.4427,                0.55708,                0.41296,                0.65096,                      0,                0.68703,                0.68143,                0.67049,                0.47634,                0.68869,                0.45775,                0.19439,                0.44613,                0.53938,                0.41296,             -0.0020994,                0.69318,              0.0077084,                      0,                0.66057,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62263,                0.36974,                 1.3319,                0.07679,                0.83501,                0.83209,                0.86574,                 0.7201,                 0.6543,                0.40113,                 1.4652,                0.08454,                0.00109,                0.00109,                0.00109,                      0,                0.69383,                0.68614,                0.67589,                0.49675,                 0.6846,                0.42812,                0.19034,                0.44517,                0.55059,                0.41351,                0.65959,                      0,                 0.6837,                0.68022,                0.67002,                0.47705,                0.68732,                0.45622,                 0.1951,                0.44735,                0.53696,                0.41351,             -0.0022573,                0.69712,              0.0077126,                      0,                0.65866,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                 0.6195,                0.36834,                 1.3271,                0.07641,                0.83548,                0.83133,                0.86543,                0.72001,                0.65441,                0.40128,                 1.4655,                0.08454,               0.000991,               0.000991,               0.000991,                      0,                0.70252,                0.68466,                0.67218,                0.49549,                0.68946,                  0.435,                0.18968,                0.44141,                 0.5466,                0.41138,                0.65373,                      0,                0.68942,                0.67928,                0.66738,                0.47404,                0.69051,                0.46313,                0.19482,                0.44372,                0.52889,                0.41138,             -0.0021411,                0.69351,              0.0078114,                      0,                0.65599,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61725,                0.36643,                 1.3312,                0.07654,                 0.8364,                0.83156,                0.86526,                0.71986,                0.65441,                0.40136,                 1.4657,                0.08453,               0.000892,               0.000892,               0.000892,                      0,                0.69174,                0.68636,                0.67489,                0.49782,                0.68388,                0.43235,                0.19013,                0.44819,                0.54157,                0.41435,                0.66326,                      0,                0.68324,                0.68084,                0.67019,                0.47392,                0.68779,                0.46131,                0.19596,                0.45083,                0.52443,                0.41435,             -0.0024291,                0.69971,              0.0078053,                      0,                0.65818,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61292,                0.36333,                 1.3282,                0.07617,                0.83648,                0.83224,                0.86503,                0.71981,                0.65448,                0.40149,                 1.4659,                0.08453,               0.000793,               0.000793,               0.000793,                      0,                0.69602,                0.68382,                0.67103,                 0.4949,                0.68539,                0.43778,                0.19025,                0.44454,                0.54365,                0.41164,                 0.6567,                      0,                0.68733,                0.67687,                0.66498,                0.47112,                0.69043,                0.46765,                0.19497,                0.44666,                0.52501,                0.41164,             -0.0025251,                0.69881,              0.0078815,                      0,                0.65423,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61074,                0.36174,                 1.3266,                0.07637,                0.83506,                0.83268,                0.86487,                0.71985,                0.65451,                0.40153,                 1.4659,                0.08453,               0.000694,               0.000694,               0.000694,                      0,                 0.6982,                0.68432,                0.67091,                0.49782,                0.68627,                0.43629,                0.18876,                0.44186,                0.53942,                0.41145,                0.65338,                      0,                0.68784,                0.67817,                0.66563,                0.47361,                0.69021,                0.46619,                0.19434,                  0.444,                0.52118,                0.41145,             -0.0024782,                0.69676,              0.0079166,                      0,                0.65704,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60882,                0.35988,                 1.3251,                0.07668,                0.83386,                0.83306,                0.86462,                0.71937,                0.65453,                0.40166,                 1.4661,                0.08454,               0.000595,               0.000595,               0.000595,                      0,                0.70029,                0.68606,                0.67205,                0.49828,                0.68702,                0.43194,                0.18952,                0.44021,                0.54571,                0.41014,                0.65067,                      0,                 0.6931,                0.68005,                0.66657,                0.47636,                0.69283,                0.46107,                0.19472,                 0.4426,                0.53245,                0.41014,             -0.0021782,                 0.6921,              0.0077876,                      0,                0.65853,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.61068,                0.36005,                 1.3219,                0.07657,                0.83462,                0.83227,                0.86438,                0.71933,                0.65458,                0.40167,                 1.4664,                0.08454,               0.000496,               0.000496,               0.000496,                      0,                0.69946,                0.68706,                0.67488,                0.49781,                0.68755,                0.43009,                 0.1897,                0.44367,                0.54425,                0.41356,                0.65572,                      0,                0.68676,                0.68049,                0.66945,                0.47301,                 0.6906,                0.46171,                0.19512,                0.44716,                0.53027,                0.41356,             -0.0023187,                0.70088,              0.0078726,                      0,                0.65781,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60859,                0.35909,                 1.3262,                0.07639,                0.83689,                0.83104,                0.86426,                0.71936,                0.65453,                0.40155,                 1.4665,                0.08455,               0.000397,               0.000397,               0.000397,                      0,                0.69945,                0.68596,                0.67354,                0.49612,                0.68932,                0.43465,                0.18996,                 0.4436,                0.54136,                0.41277,                0.66213,                      0,                0.69273,                0.67986,                0.66868,                0.47364,                0.69499,                0.45974,                0.19559,                0.44483,                0.52629,                0.41277,             -0.0024488,                0.70107,              0.0075316,                      0,                 0.6566,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.61002,                0.35963,                 1.3255,                0.07666,                 0.8389,                 0.8279,                0.86391,                0.71937,                0.65454,                0.40163,                 1.4668,                0.08454,               0.000298,               0.000298,               0.000298,                      0,                0.70136,                0.68639,                0.67292,                0.49734,                0.68773,                0.43436,                0.18832,                 0.4406,                0.55145,                0.40986,                0.65018,                      0,                0.69302,                0.68005,                0.66719,                0.47375,                0.69198,                0.46282,                 0.1942,                0.44162,                0.53723,                0.40986,             -0.0019908,                0.68912,              0.0076253,                      0,                0.65723,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60759,                0.35657,                 1.3214,                0.07621,                 0.8355,                0.83112,                0.86356,                0.71919,                0.65455,                0.40164,                 1.4671,                0.08455,               0.000199,               0.000199,               0.000199,                      0,                0.69575,                 0.6863,                0.67515,                0.49357,                0.68668,                0.43388,                0.19033,                0.44573,                0.54674,                0.41353,                0.66251,                      0,                0.68854,                0.67904,                0.66822,                 0.4693,                 0.6922,                 0.4639,                0.19556,                0.44718,                0.53234,                0.41353,             -0.0020159,                0.70198,              0.0077981,                      0,                0.65369,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
