                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,p2/P3_prompt_residual_gain,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,p2/P4_prompt_residual_gain,   p2/P4_rgb_win_recall,p2/P5_gate_direction_loss,    p2/P5_ir_win_recall,p2/P5_object_balanced_loss,p2/P5_object_calibrated_loss,p2/P5_object_hard_winner_loss,p2/P5_object_prompt_accuracy,p2/P5_object_prompt_correlation,p2/P5_object_prompt_mae,p2/P5_object_prompt_rgb, p2/P5_object_rank_loss,p2/P5_object_target_rgb,   p2/P5_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     55,                0.67229,                0.42696,                 1.3639,                0.09127,                0.82979,                0.83627,                0.87105,                0.72433,                0.65812,                0.40135,                 1.4601,                0.09887,               0.004654,               0.004654,               0.004654,                      0,                0.69432,                0.68596,                0.67392,                0.51433,                0.68201,                0.41591,                0.18879,                0.44497,                0.55575,                0.41189,                0.10536,                0.64833,                      0,                0.67945,                0.67772,                0.66701,                0.49038,                0.68215,                0.45257,                0.19204,                0.44863,                0.53875,                0.41189,              -0.010499,                0.68952,                      0,                0.67377,                0.68876,                0.67976,                0.49036,                0.68713,                0.43958,                0.19652,                0.44671,                0.55135,                0.41189,                0.72366,                0.01559,                      0,                 0.7843,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66413,                0.42256,                 1.3684,                0.09061,                0.82802,                0.83787,                0.87128,                0.72455,                0.65776,                0.40082,                 1.4609,                0.09884,               0.004555,               0.004555,               0.004555,                      0,                0.69923,                0.68175,                0.66713,                0.51185,                0.68459,                0.42628,                0.18633,                0.44167,                0.55488,                0.41029,                0.10569,                0.64417,                      0,                0.68396,                0.67387,                0.66078,                0.48491,                0.68677,                0.46236,                0.19047,                0.44557,                0.53535,                0.41029,              -0.012643,                0.69452,                      0,                0.67335,                0.68453,                0.67357,                 0.4873,                0.68767,                0.44865,                0.19589,                0.44745,                0.54203,                0.41029,                0.72719,               0.015245,                      0,                0.77841,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66632,                0.42398,                 1.3622,                 0.0909,                0.82846,                0.83657,                 0.8713,                0.72435,                0.65752,                0.40065,                 1.4608,                0.09882,               0.004456,               0.004456,               0.004456,                      0,                0.68899,                0.68363,                0.67289,                0.51183,                0.67865,                0.41729,                0.18866,                0.44659,                0.55064,                0.41392,                0.10325,                0.65066,                      0,                 0.6798,                0.67772,                0.66834,                0.48869,                0.68185,                0.44681,                0.19367,                0.44898,                0.53502,                0.41392,              -0.012977,                0.68739,                      0,                0.66807,                0.68646,                0.67953,                0.48925,                0.68366,                0.43663,                0.19735,                0.44931,                0.54427,                0.41392,                0.72585,                0.01521,                      0,                0.78182,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66641,                0.42085,                 1.3586,                0.09077,                0.82302,                0.84318,                0.87155,                0.72485,                0.65727,                0.40025,                 1.4609,                0.09884,               0.004357,               0.004357,               0.004357,                      0,                 0.6936,                0.68615,                0.67316,                0.51078,                0.68197,                 0.4216,                0.18768,                 0.4437,                0.55502,                0.41047,                0.10203,                0.64949,                      0,                0.68389,                0.67953,                0.66739,                 0.4854,                0.68677,                0.45522,                0.19275,                0.44698,                0.53907,                0.41047,              -0.012829,                0.69483,                      0,                 0.6798,                0.68897,                0.67784,                0.48654,                0.69175,                0.44157,                0.19616,                0.44472,                0.54915,                0.41047,                0.72511,                0.01508,                      0,                0.77946,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66642,                0.41891,                 1.3666,                0.09107,                0.82329,                 0.8429,                0.87152,                0.72498,                0.65708,                0.40013,                 1.4612,                0.09882,               0.004258,               0.004258,               0.004258,                      0,                0.69111,                0.68493,                0.67236,                0.51424,                0.68011,                0.41593,                0.18881,                  0.447,                0.55946,                 0.4131,                0.10467,                0.65069,                      0,                0.67447,                 0.6771,                0.66564,                0.48702,                0.68131,                0.45655,                0.19246,                  0.452,                0.53752,                 0.4131,              -0.013164,                0.69963,                      0,                 0.6677,                0.68812,                0.67814,                0.48712,                0.68494,                 0.4444,                0.19777,                0.45061,                0.54551,                 0.4131,                0.73107,               0.015518,                      0,                0.78214,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65834,                0.41577,                 1.3553,                0.09035,                 0.8368,                0.82836,                0.87183,                0.72519,                0.65709,                0.39993,                 1.4616,                0.09883,               0.004159,               0.004159,               0.004159,                      0,                0.69907,                0.68568,                0.67046,                0.50901,                0.68294,                 0.4237,                0.18822,                0.44287,                0.55254,                0.41206,                0.10617,                0.63974,                      0,                0.68361,                0.67696,                0.66246,                0.48388,                0.68423,                0.46033,                0.19159,                0.44713,                0.53135,                0.41206,              -0.013484,                0.68589,                      0,                0.67427,                0.68765,                0.67548,                0.48431,                0.68784,                0.44736,                 0.1963,                0.44633,                 0.5387,                0.41206,                0.72416,               0.015129,                      0,                0.77645,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66283,                0.41642,                  1.355,                0.09082,                0.83695,                0.82998,                0.87134,                0.72465,                0.65684,                0.39983,                 1.4616,                0.09882,                0.00406,                0.00406,                0.00406,                      0,                0.69591,                 0.6841,                0.67028,                0.51147,                0.68145,                0.42131,                0.18799,                0.44328,                0.55491,                0.41307,                0.10436,                0.64222,                      0,                0.68377,                 0.6783,                0.66572,                0.48775,                0.68424,                0.45258,                0.19262,                0.44692,                0.53298,                0.41307,              -0.011834,                0.68549,                      0,                0.67267,                0.68884,                0.67828,                0.48914,                0.68485,                0.43949,                 0.1977,                 0.4466,                0.54374,                0.41307,                0.71791,               0.015355,                      0,                0.78054,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66121,                0.41513,                  1.365,                0.09015,                0.83423,                0.83203,                0.87107,                 0.7243,                0.65685,                 0.3998,                 1.4624,                0.09882,               0.003961,               0.003961,               0.003961,                      0,                 0.6993,                0.68505,                0.67105,                0.50605,                0.68513,                0.42689,                0.18884,                0.44324,                0.55194,                0.41245,                0.10323,                0.64719,                      0,                 0.6917,                0.67858,                0.66494,                0.48188,                0.69003,                0.45826,                0.19312,                0.44557,                0.53847,                0.41245,              -0.011937,                0.68558,                      0,                0.68205,                0.68931,                0.67691,                0.48278,                 0.6938,                0.44608,                0.19776,                0.44571,                0.54313,                0.41245,                0.72528,               0.015187,                      0,                0.77391,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                0.65985,                0.41374,                  1.365,                0.09113,                0.83478,                0.83168,                0.87086,                 0.7245,                0.65676,                0.39996,                 1.4624,                0.09879,               0.003862,               0.003862,               0.003862,                      0,                0.69165,                 0.6851,                0.67081,                0.51302,                0.68058,                 0.4227,                0.18805,                0.44416,                0.55707,                0.40987,                0.10464,                0.64978,                      0,                0.68007,                0.67824,                0.66466,                0.49042,                0.68226,                0.45256,                  0.193,                0.44701,                0.54317,                0.40987,              -0.011917,                0.68836,                      0,                0.67513,                0.68857,                0.67619,                0.48982,                0.68759,                0.44201,                0.19691,                0.44526,                  0.551,                0.40987,                0.72226,               0.015161,                      0,                0.78249,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.66076,                 0.4146,                 1.3621,                0.09092,                0.84035,                0.82847,                 0.8713,                0.72503,                0.65667,                0.39976,                 1.4622,                0.09878,               0.003763,               0.003763,               0.003763,                      0,                0.69855,                0.68559,                0.67298,                 0.5102,                0.68411,                0.41757,                0.18764,                0.44214,                0.56088,                0.40959,                0.10601,                0.64387,                      0,                 0.6883,                0.67878,                0.66588,                0.48774,                0.68695,                0.45332,                 0.1918,                0.44449,                0.54097,                0.40959,              -0.013427,                0.68318,                      0,                0.68018,                0.68905,                0.67798,                0.48809,                0.69002,                0.44096,                0.19585,                0.44362,                0.55086,                0.40959,                0.71744,               0.015028,                      0,                0.77997,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                 0.6574,                0.40923,                  1.363,                0.09094,                0.84281,                0.82533,                0.87119,                0.72507,                0.65661,                0.39955,                 1.4628,                0.09875,               0.003664,               0.003664,               0.003664,                      0,                0.69319,                 0.6875,                0.67178,                0.51281,                0.68145,                0.42368,                0.18812,                0.44447,                0.55008,                0.41063,                0.10602,                0.64927,                      0,                0.68266,                0.68081,                0.66574,                0.49061,                 0.6845,                0.45487,                0.19305,                0.44743,                0.52987,                0.41063,              -0.014914,                0.68953,                      0,                0.67577,                0.69115,                0.67673,                0.48979,                0.68823,                0.44689,                0.19635,                0.44663,                0.54097,                0.41063,                0.72239,               0.014965,                      0,                0.78268,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                0.65476,                0.40983,                  1.358,                0.09063,                0.84358,                0.82252,                0.87102,                0.72552,                0.65654,                0.39929,                 1.4632,                0.09874,               0.003565,               0.003565,               0.003565,                      0,                0.69223,                0.68487,                0.67203,                0.51021,                0.68173,                0.42173,                0.18833,                0.44504,                0.55771,                0.41116,                0.10632,                0.65295,                      0,                0.68115,                0.67628,                0.66472,                0.48515,                0.68563,                0.45774,                0.19228,                0.44939,                0.53871,                0.41116,              -0.014623,                0.69794,                      0,                0.67443,                0.68707,                0.67714,                0.48242,                0.68842,                0.44595,                0.19853,                0.44729,                0.54601,                0.41116,                0.72678,               0.015136,                      0,                0.77787,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                0.65395,                0.40599,                  1.355,                0.09037,                0.84254,                0.82228,                0.87098,                 0.7255,                0.65643,                0.39922,                 1.4634,                0.09872,               0.003466,               0.003466,               0.003466,                      0,                0.69333,                0.68307,                0.66939,                0.50855,                0.68195,                0.42582,                0.18891,                 0.4452,                0.55645,                0.41054,                  0.108,                0.65091,                      0,                 0.6821,                0.67417,                 0.6613,                0.48361,                0.68486,                0.45876,                0.19309,                0.44804,                0.53492,                0.41054,              -0.014215,                0.69236,                      0,                0.67286,                0.68453,                0.67294,                0.48526,                0.68624,                0.44799,                0.19729,                0.44795,                0.54126,                0.41054,                0.72272,               0.015033,                      0,                0.77583,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                0.65252,                0.40201,                 1.3589,                0.08982,                0.84225,                0.82282,                0.87064,                0.72487,                0.65624,                0.39909,                 1.4637,                0.09872,               0.003367,               0.003367,               0.003367,                      0,                0.69418,                 0.6845,                0.67291,                0.50202,                0.68364,                 0.4248,                0.18988,                0.44569,                0.55705,                 0.4119,                0.10648,                0.65504,                      0,                0.68615,                0.67612,                0.66485,                0.47781,                0.68837,                0.45946,                0.19337,                0.44883,                0.54221,                 0.4119,              -0.013876,                0.69438,                      0,                0.68173,                0.68738,                0.67678,                0.47822,                0.69309,                0.44891,                0.19765,                0.44672,                0.55001,                 0.4119,                0.72395,               0.014812,                      0,                0.76941,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.65022,                 0.4032,                 1.3584,                0.09056,                0.82394,                0.84146,                0.87052,                0.72478,                0.65615,                0.39923,                 1.4642,                0.09869,               0.003268,               0.003268,               0.003268,                      0,                0.69078,                0.68497,                0.67393,                0.50888,                0.68099,                0.41781,                0.18934,                0.44612,                0.56006,                0.41241,                0.10492,                0.65464,                      0,                0.68258,                0.67688,                0.66647,                0.48308,                0.68612,                0.45383,                0.19377,                0.44883,                0.54054,                0.41241,              -0.014291,                0.69563,                      0,                0.67607,                  0.687,                0.67714,                0.48155,                0.69047,                0.44426,                0.19797,                0.44644,                0.54728,                0.41241,                0.72922,               0.014696,                      0,                0.77661,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64862,                0.40161,                 1.3506,                0.08988,                0.82364,                0.84389,                0.87058,                0.72479,                0.65608,                0.39903,                 1.4644,                 0.0987,               0.003169,               0.003169,               0.003169,                      0,                0.69541,                 0.6842,                0.67161,                0.50427,                0.68367,                0.42689,                0.18968,                0.44293,                0.54775,                0.41119,                0.10447,                0.65134,                      0,                0.68638,                0.67549,                0.66384,                0.48214,                0.68685,                0.45795,                0.19311,                0.44547,                0.53045,                0.41119,              -0.013875,                0.68815,                      0,                0.67997,                0.68551,                0.67492,                0.48161,                0.69088,                0.44802,                 0.1969,                0.44436,                0.53557,                0.41119,                 0.7209,               0.014828,                      0,                0.77254,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64553,                0.39799,                 1.3578,                0.09034,                0.82447,                0.83994,                0.87064,                 0.7249,                0.65603,                0.39896,                 1.4648,                0.09868,                0.00307,                0.00307,                0.00307,                      0,                0.69446,                0.68609,                0.67432,                0.50725,                0.68272,                0.42331,                0.18884,                0.44495,                0.55347,                0.41363,                0.10307,                 0.6511,                      0,                0.68629,                0.67953,                0.66831,                0.48339,                0.68634,                0.45369,                0.19374,                0.44625,                0.53239,                0.41363,              -0.013276,                0.68648,                      0,                0.68049,                0.68977,                0.67981,                0.48236,                0.69166,                0.44576,                0.19805,                0.44513,                0.54049,                0.41363,                0.72173,               0.015103,                      0,                0.77609,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                0.64642,                0.39701,                 1.3546,                0.08924,                0.82535,                0.84057,                0.87031,                0.72487,                  0.656,                0.39881,                 1.4652,                0.09866,               0.002971,               0.002971,               0.002971,                      0,                0.69503,                 0.6816,                0.67017,                0.50011,                 0.6831,                0.43217,                0.18862,                0.44411,                0.54767,                0.41209,                0.10236,                0.65074,                      0,                0.68457,                0.67408,                0.66371,                0.47643,                0.68641,                0.46257,                0.19344,                0.44689,                0.52915,                0.41209,              -0.014251,                0.69139,                      0,                0.68123,                0.68325,                 0.6736,                0.47383,                0.69315,                0.45693,                0.19646,                0.44611,                0.53454,                0.41209,                0.72546,               0.015114,                      0,                0.76626,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                0.64331,                0.39516,                 1.3575,                0.08987,                0.82111,                0.84807,                0.87014,                0.72482,                0.65587,                0.39886,                 1.4655,                0.09866,               0.002872,               0.002872,               0.002872,                      0,                0.69714,                0.68665,                0.67396,                0.50489,                0.68357,                0.42315,                0.19025,                0.44413,                0.55142,                0.41306,                0.10293,                0.64731,                      0,                0.68628,                0.67879,                0.66777,                0.47847,                0.68794,                0.45676,                0.19513,                0.44758,                0.53146,                0.41306,              -0.014224,                0.69239,                      0,                0.68078,                0.68965,                0.67967,                0.47613,                 0.6936,                0.45081,                0.19934,                0.44624,                0.54153,                0.41306,                0.72785,               0.015285,                      0,                0.77173,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.64103,                0.39434,                 1.3412,                 0.0908,                0.82065,                0.84743,                0.87013,                0.72472,                0.65583,                0.39876,                 1.4658,                0.09865,               0.002773,               0.002773,               0.002773,                      0,                0.69525,                0.68703,                0.67423,                0.51192,                0.68142,                0.41679,                0.18923,                0.44262,                0.55117,                0.41108,                0.10385,                0.64316,                      0,                 0.6843,                0.68047,                0.66814,                0.48795,                 0.6854,                0.44996,                0.19404,                0.44593,                0.53241,                0.41108,              -0.013326,                0.68844,                      0,                0.68228,                0.69243,                0.68024,                0.48426,                0.69251,                0.44331,                0.19848,                0.44368,                0.53878,                0.41108,                 0.7208,                0.01517,                      0,                0.78103,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
                     75,                  0.641,                0.39357,                 1.3489,                 0.0898,                0.81954,                0.84807,                0.87022,                 0.7249,                0.65571,                0.39869,                  1.466,                0.09864,               0.002674,               0.002674,               0.002674,                      0,                0.69594,                0.68469,                0.67241,                0.50281,                0.68467,                0.42764,                0.18765,                0.44329,                0.55364,                0.41101,                0.10394,                0.65377,                      0,                0.68692,                0.67847,                0.66648,                0.47921,                0.68851,                0.45917,                0.19285,                0.44548,                0.53502,                0.41101,              -0.012522,                0.69288,                      0,                0.68398,                0.69136,                   0.68,                0.47682,                0.69493,                0.44953,                0.19801,                0.44424,                0.54324,                0.41101,                0.72494,                0.01519,                      0,                0.77036,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                0.63695,                0.39113,                 1.3498,                0.09005,                0.82782,                0.83762,                0.87053,                0.72486,                0.65567,                 0.3985,                 1.4661,                0.09864,               0.002575,               0.002575,               0.002575,                      0,                0.70051,                0.68572,                0.67179,                0.50493,                0.68496,                0.42463,                0.18863,                0.43859,                0.55646,                0.41055,                0.10306,                0.64176,                      0,                0.69159,                0.67847,                0.66528,                0.48051,                0.68927,                0.45673,                0.19342,                0.44049,                0.53956,                0.41055,              -0.010767,                0.68283,                      0,                0.68215,                0.68995,                0.67718,                0.47825,                0.69154,                   0.45,                0.19818,                0.43988,                0.54708,                0.41055,                0.71764,               0.015208,                      0,                0.77212,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.64042,                0.39162,                 1.3499,                0.08945,                0.83093,                0.83581,                0.87052,                0.72536,                0.65566,                0.39837,                 1.4662,                0.09862,               0.002476,               0.002476,               0.002476,                      0,                0.69066,                0.68204,                0.67062,                0.50334,                0.68187,                0.43135,                0.18829,                0.44613,                0.54534,                 0.4106,                0.10209,                0.65726,                      0,                0.68493,                0.67486,                0.66378,                0.47717,                0.68821,                0.46493,                0.19267,                0.44793,                0.52659,                 0.4106,              -0.011178,                0.69736,                      0,                0.67944,                0.68386,                 0.6736,                 0.4739,                0.69237,                0.45751,                0.19655,                0.44463,                0.53672,                 0.4106,                0.72853,               0.014863,                      0,                0.76875,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                0.63646,                0.38813,                 1.3425,                0.09026,                0.83577,                 0.8329,                0.87046,                0.72527,                0.65562,                 0.3985,                 1.4664,                0.09861,               0.002377,               0.002377,               0.002377,                      0,                 0.6989,                0.68727,                0.67454,                0.50644,                0.68625,                0.42032,                0.18962,                0.44291,                 0.5588,                 0.4114,                0.10136,                0.65166,                      0,                0.68874,                0.67929,                0.66713,                0.48199,                0.68811,                0.45348,                0.19416,                0.44553,                0.54163,                 0.4114,              -0.012037,                 0.6864,                      0,                0.68229,                0.68858,                0.67759,                0.47533,                0.69397,                0.45237,                0.19877,                0.44475,                0.54685,                 0.4114,                 0.7259,               0.015409,                      0,                0.77376,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                 0.6379,                0.38857,                 1.3471,                0.08967,                0.83624,                0.83466,                 0.8706,                0.72552,                0.65555,                0.39842,                 1.4666,                0.09859,               0.002278,               0.002278,               0.002278,                      0,                0.69297,                0.68527,                0.67549,                0.50215,                 0.6824,                0.42281,                0.18922,                 0.4458,                0.55376,                0.41345,                0.10063,                 0.6537,                      0,                0.68315,                0.67828,                0.66942,                0.47662,                0.68572,                0.45495,                0.19388,                0.44822,                 0.5355,                0.41345,              -0.011789,                0.69267,                      0,                0.68188,                0.68941,                0.68132,                0.47276,                0.69318,                0.44756,                0.19858,                0.44532,                 0.5381,                0.41345,                0.72387,               0.015083,                      0,                0.76919,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                 0.6277,                0.38211,                 1.3471,                0.08986,                0.83652,                 0.8355,                0.87085,                0.72558,                0.65548,                0.39841,                 1.4669,                0.09857,               0.002179,               0.002179,               0.002179,                      0,                0.69579,                0.68419,                0.67194,                0.50394,                0.68408,                0.42195,                0.18885,                0.44445,                0.55396,                0.41139,               0.099846,                0.65218,                      0,                0.68749,                0.67835,                0.66611,                0.47985,                0.68853,                0.45493,                0.19387,                0.44649,                0.53648,                0.41139,               -0.01197,                0.69136,                      0,                0.68415,                0.68941,                 0.6786,                0.47565,                0.69479,                0.44922,                0.19851,                0.44515,                0.54097,                0.41139,                0.72379,               0.014954,                      0,                0.77096,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
                     81,                0.63397,                0.38542,                 1.3419,                0.08945,                0.83558,                0.83688,                0.87098,                0.72545,                0.65544,                0.39852,                 1.4671,                0.09856,                0.00208,                0.00208,                0.00208,                      0,                 0.6946,                0.68402,                0.67194,                0.50221,                0.68495,                0.43026,                0.18959,                0.44579,                0.55229,                0.41122,                 0.0997,                0.65895,                      0,                0.68571,                0.67599,                0.66531,                0.47543,                0.68916,                0.46369,                0.19469,                0.44861,                0.52998,                0.41122,              -0.012416,                0.69845,                      0,                0.67899,                0.68565,                0.67584,                 0.4729,                0.69291,                 0.4586,                0.19849,                0.44685,                0.53584,                0.41122,                 0.7304,                0.01501,                      0,                0.76769,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63152,                0.38292,                 1.3392,                 0.0898,                0.83379,                0.83793,                0.87085,                0.72539,                0.65548,                0.39857,                 1.4676,                0.09854,               0.001981,               0.001981,               0.001981,                      0,                0.69611,                0.68621,                0.67221,                0.50626,                 0.6838,                 0.4263,                0.18922,                  0.445,                0.54727,                0.41203,               0.099113,                0.65076,                      0,                 0.6871,                0.67855,                0.66517,                0.48031,                0.68798,                0.46046,                0.19371,                0.44803,                0.52336,                0.41203,              -0.012946,                0.69036,                      0,                0.68236,                0.69066,                0.67908,                0.47465,                0.69438,                0.45414,                0.19999,                0.44581,                0.53072,                0.41203,                0.72665,               0.015324,                      0,                0.77248,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62712,                0.37967,                  1.344,                0.08903,                 0.8339,                0.83854,                0.87077,                 0.7253,                0.65541,                0.39858,                 1.4678,                0.09853,               0.001882,               0.001882,               0.001882,                      0,                0.69565,                0.68513,                0.67281,                0.49936,                0.68473,                0.43244,                0.18956,                0.44573,                0.54176,                0.41384,               0.098299,                0.65567,                      0,                0.68587,                0.67907,                0.66733,                0.47426,                 0.6888,                0.46391,                0.19532,                0.44881,                0.52311,                0.41384,              -0.012878,                0.69661,                      0,                0.68414,                0.68885,                0.67756,                0.47192,                0.69566,                0.45851,                0.19898,                0.44639,                0.52795,                0.41384,                0.72634,               0.015113,                      0,                0.76563,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63267,                0.38122,                 1.3487,                0.08949,                 0.8318,                0.83897,                0.87057,                0.72511,                0.65546,                0.39879,                 1.4682,                0.09852,               0.001783,               0.001783,               0.001783,                      0,                0.69541,                0.68537,                0.67377,                0.50161,                0.68678,                0.42849,                0.18988,                0.44402,                0.54893,                0.41141,               0.098087,                0.66302,                      0,                0.68999,                0.67967,                0.66769,                0.47852,                0.69186,                0.45822,                0.19478,                0.44546,                0.52934,                0.41141,               -0.01362,                0.69699,                      0,                0.68893,                 0.6887,                0.67775,                0.47111,                0.70038,                0.45717,                0.19807,                0.44308,                0.53538,                0.41141,                0.73189,               0.015304,                      0,                0.76861,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62847,                0.37818,                 1.3435,                0.08975,                0.83198,                0.83941,                 0.8703,                0.72476,                0.65552,                  0.399,                 1.4687,                0.09851,               0.001684,               0.001684,               0.001684,                      0,                0.69915,                0.68417,                0.67032,                 0.5039,                0.68477,                 0.4295,                0.18764,                0.44119,                0.54936,                0.41227,               0.097968,                0.64586,                      0,                0.69103,                0.67779,                0.66362,                0.48122,                0.68871,                0.45917,                0.19231,                0.44296,                0.53007,                0.41227,              -0.014681,                0.68244,                      0,                 0.6926,                0.68962,                0.67648,                0.47625,                0.69852,                0.45212,                0.19709,                0.44028,                0.53824,                0.41227,                0.71452,               0.015023,                      0,                0.77092,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                 0.6223,                0.37383,                 1.3369,                0.08844,                0.83482,                0.83647,                0.87006,                 0.7246,                 0.6555,                0.39907,                 1.4691,                0.09852,               0.001585,               0.001585,               0.001585,                      0,                0.69324,                 0.6847,                0.67422,                0.49501,                0.68507,                0.43163,                0.19026,                0.44727,                0.53934,                0.41422,               0.098343,                0.66348,                      0,                0.68702,                0.67764,                0.66733,                0.46946,                0.69073,                0.46553,                0.19499,                0.45029,                0.51894,                0.41422,              -0.014511,                0.70054,                      0,                0.68692,                0.69043,                0.67991,                0.46501,                0.69865,                0.46024,                0.19905,                0.44708,                0.52639,                0.41422,                0.72968,               0.015233,                      0,                 0.7603,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62439,                 0.3763,                 1.3379,                0.08965,                0.83429,                0.83766,                0.86981,                0.72469,                0.65564,                0.39928,                 1.4694,                 0.0985,               0.001486,               0.001486,               0.001486,                      0,                0.69729,                0.68606,                0.67357,                0.50328,                0.68646,                0.42618,                0.18897,                0.44386,                0.55231,                0.41214,               0.097869,                0.65668,                      0,                0.68918,                  0.679,                0.66734,                0.47841,                0.69117,                0.45887,                0.19429,                0.44628,                0.52771,                0.41214,              -0.014045,                0.69666,                      0,                0.68661,                0.68798,                0.67811,                0.47186,                0.69714,                0.45648,                0.19811,                0.44294,                0.53632,                0.41214,                0.72609,               0.015159,                      0,                0.76976,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                0.62277,                0.37348,                 1.3341,                0.08906,                0.83232,                0.83865,                0.86975,                0.72455,                0.65563,                0.39957,                 1.4697,                0.09848,               0.001387,               0.001387,               0.001387,                      0,                0.69829,                0.68442,                0.67163,                0.50039,                0.68499,                0.43128,                0.18908,                0.44174,                0.54486,                0.41031,               0.097937,                0.64827,                      0,                0.69091,                0.67731,                 0.6645,                0.47497,                0.69096,                0.46541,                0.19361,                0.44398,                0.52309,                0.41031,               -0.01478,                 0.6911,                      0,                0.69319,                0.68871,                0.67707,                0.46784,                 0.7003,                0.45991,                0.19846,                0.44015,                0.52946,                0.41031,                0.71994,               0.015243,                      0,                0.76542,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
