                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,p2/P3_prompt_residual_gain,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,p2/P4_prompt_residual_gain,   p2/P4_rgb_win_recall,p2/P5_gate_direction_loss,    p2/P5_ir_win_recall,p2/P5_object_balanced_loss,p2/P5_object_calibrated_loss,p2/P5_object_hard_winner_loss,p2/P5_object_prompt_accuracy,p2/P5_object_prompt_correlation,p2/P5_object_prompt_mae,p2/P5_object_prompt_rgb, p2/P5_object_rank_loss,p2/P5_object_target_rgb,p2/P5_prompt_residual_gain,   p2/P5_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     88,                0.62245,                0.37556,                 1.3296,                0.08887,                0.84273,                0.82123,                0.86595,                0.72129,                 0.6553,                0.40135,                 1.4657,                0.09884,               0.001387,               0.001387,               0.001387,                      0,                0.70032,                0.68505,                0.67214,                0.50045,                0.68638,                0.43031,                0.18934,                0.44137,                0.54486,                0.41031,               0.094387,                0.64791,                      0,                0.69144,                0.67658,                  0.664,                0.47411,                 0.6905,                0.46381,                0.19399,                0.44308,                0.52389,                0.41031,              0.0020274,                0.68792,                      0,                0.72467,                0.69001,                0.67628,                 0.4587,                0.71419,                0.45904,                0.20141,                0.43898,                 0.5237,                0.41031,               0.025625,                0.68524,               0.015281,                      0,                0.76365,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62141,                 0.3711,                 1.3348,                0.08967,                 0.8429,                0.82157,                0.86599,                0.72124,                0.65525,                0.40139,                 1.4657,                0.09883,               0.001288,               0.001288,               0.001288,                      0,                0.69515,                0.68682,                0.67254,                0.50654,                0.68382,                0.42736,                0.19021,                0.44681,                0.54755,                0.41323,               0.093568,                0.65398,                      0,                0.68426,                0.67975,                0.66678,                0.48008,                0.68762,                0.45809,                0.19647,                0.45026,                0.52877,                0.41323,              0.0028371,                0.69647,                      0,                0.71672,                0.69271,                0.67882,                0.46337,                0.71011,                0.45403,                0.20391,                0.44435,                0.52637,                0.41323,               0.025843,                0.69271,               0.015358,                      0,                0.77089,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61813,                0.36867,                 1.3334,                0.08914,                0.84375,                0.82052,                0.86572,                0.72108,                0.65521,                 0.4014,                 1.4658,                0.09882,               0.001189,               0.001189,               0.001189,                      0,                0.69992,                0.68743,                0.67526,                0.50005,                0.68724,                0.42672,                0.18909,                0.44251,                0.55639,                0.41296,               0.093206,                 0.6528,                      0,                 0.6923,                0.67943,                0.66818,                0.47269,                 0.6918,                0.45937,                0.19433,                0.44464,                0.53382,                0.41296,              0.0027838,                0.69044,                      0,                 0.7217,                0.69266,                0.68019,                0.45801,                0.71327,                0.45514,                0.20201,                0.44048,                0.53425,                0.41296,               0.026027,                0.69037,               0.014913,                      0,                0.76383,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62206,                0.36879,                 1.3337,                0.08897,                0.84496,                0.81933,                0.86558,                0.72094,                0.65537,                0.40161,                 1.4661,                 0.0988,                0.00109,                0.00109,                0.00109,                      0,                0.69313,                0.68629,                0.67637,                0.49719,                0.68464,                0.42687,                 0.1908,                 0.4457,                0.54947,                0.41351,                 0.0925,                0.66165,                      0,                0.68587,                0.67975,                0.66918,                0.47525,                0.68839,                0.45558,                0.19591,                0.44681,                0.53478,                0.41351,              0.0020472,                0.69525,                      0,                0.71446,                 0.6922,                0.68115,                0.45827,                0.70938,                0.45418,                0.20328,                0.44491,                 0.5295,                0.41351,               0.026404,                0.69563,               0.015036,                      0,                0.76313,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.62005,                0.36889,                 1.3287,                0.08864,                0.84542,                 0.8174,                0.86574,                0.72115,                0.65533,                0.40171,                 1.4665,                 0.0988,               0.000991,               0.000991,               0.000991,                      0,                0.70193,                0.68541,                0.67248,                0.49646,                0.68921,                0.43398,                0.18979,                0.44124,                0.54734,                0.41138,               0.092115,                0.65442,                      0,                0.69081,                0.67909,                0.66685,                0.47265,                0.69102,                0.46329,                0.19597,                0.44365,                0.52948,                0.41138,              0.0018972,                0.69161,                      0,                0.72106,                0.69133,                0.67887,                0.45659,                0.71312,                 0.4576,                0.20301,                0.44069,                0.52695,                0.41138,               0.026383,                0.69141,               0.014992,                      0,                0.76056,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61733,                0.36558,                 1.3348,                0.08861,                  0.843,                0.81856,                0.86569,                0.72125,                0.65535,                0.40174,                 1.4669,                0.09879,               0.000892,               0.000892,               0.000892,                      0,                0.69153,                0.68645,                0.67488,                0.49816,                0.68332,                0.43096,                0.19053,                0.44811,                0.54257,                0.41435,               0.092303,                0.66181,                      0,                0.68442,                0.67861,                0.66802,                0.47168,                0.68782,                0.46246,                 0.1965,                0.45054,                0.52315,                0.41435,              0.0019588,                0.69675,                      0,                0.71902,                0.69224,                0.68004,                0.45496,                 0.7125,                0.45924,                0.20391,                0.44424,                 0.5181,                0.41435,               0.026412,                0.69538,                0.01511,                      0,                0.76165,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61258,                0.36229,                 1.3299,                0.08829,                0.84445,                0.81801,                0.86527,                0.72134,                0.65543,                0.40179,                 1.4672,                0.09878,               0.000793,               0.000793,               0.000793,                      0,                0.69766,                0.68343,                0.67029,                0.49605,                0.68638,                0.43656,                0.18983,                0.44445,                0.54242,                0.41164,               0.092299,                0.65594,                      0,                0.68863,                0.67518,                0.66307,                0.47086,                 0.6911,                0.46753,                0.19538,                 0.4469,                0.52439,                0.41164,              0.0024453,                0.69777,                      0,                0.71803,                0.68804,                0.67509,                0.45255,                0.71359,                0.46659,                0.20272,                0.44403,                0.52226,                0.41164,               0.026438,                0.70162,               0.015027,                      0,                0.75818,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61026,                0.36048,                 1.3293,                0.08837,                0.84525,                0.81675,                0.86507,                0.72088,                0.65541,                0.40193,                 1.4677,                0.09878,               0.000694,               0.000694,               0.000694,                      0,                0.69862,                0.68364,                 0.6701,                0.49703,                0.68693,                0.43776,                0.18853,                 0.4415,                  0.538,                0.41145,               0.091836,                0.65468,                      0,                0.68951,                0.67528,                0.66277,                0.47214,                0.69092,                0.46654,                0.19408,                0.44352,                0.51942,                0.41145,              0.0025485,                 0.6948,                      0,                0.72314,                0.69045,                0.67641,                0.45739,                 0.7142,                0.45933,                0.20199,                0.43846,                0.51958,                0.41145,                0.02653,                0.68955,               0.015081,                      0,                0.76006,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60851,                0.35995,                 1.3274,                0.08881,                0.84916,                  0.814,                0.86472,                0.72083,                0.65543,                0.40211,                  1.468,                0.09877,               0.000595,               0.000595,               0.000595,                      0,                 0.7007,                0.68529,                0.67131,                0.49811,                0.68748,                 0.4324,                0.18921,                 0.4406,                 0.5458,                0.41014,               0.091674,                0.65126,                      0,                0.69429,                0.67814,                0.66392,                0.47556,                0.69268,                 0.4615,                0.19468,                0.44205,                0.53071,                0.41014,              0.0023124,                0.68826,                      0,                0.72199,                0.69147,                0.67629,                0.45806,                0.71412,                0.45943,                0.20221,                0.43904,                0.52857,                0.41014,               0.026774,                0.69256,               0.015136,                      0,                0.76233,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.61049,                0.35984,                  1.321,                 0.0887,                0.84935,                0.81413,                0.86447,                0.72059,                0.65534,                0.40199,                 1.4683,                0.09876,               0.000496,               0.000496,               0.000496,                      0,                0.69873,                0.68689,                0.67443,                 0.4984,                0.68693,                0.43018,                0.18961,                0.44404,                0.54462,                0.41356,               0.091282,                0.65541,                      0,                0.69028,                0.67865,                0.66649,                0.47276,                 0.6917,                0.46261,                0.19483,                0.44655,                0.52807,                0.41356,               0.002341,                0.69547,                      0,                0.71894,                0.69118,                0.67846,                0.45425,                0.71308,                0.46063,                0.20241,                0.44149,                0.52243,                0.41356,                0.02689,                 0.6974,               0.015083,                      0,                0.76178,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60787,                0.35782,                  1.327,                0.08854,                0.85047,                0.81296,                0.86433,                0.72032,                0.65546,                0.40213,                 1.4685,                0.09876,               0.000397,               0.000397,               0.000397,                      0,                0.69902,                 0.6863,                 0.6738,                0.49642,                0.68896,                0.43282,                 0.1906,                0.44388,                0.54286,                0.41277,               0.091252,                0.66197,                      0,                0.69346,                0.67814,                0.66631,                0.47238,                0.69497,                0.46052,                 0.1955,                0.44491,                0.52564,                0.41277,              0.0027799,                0.69902,                      0,                0.72256,                0.69202,                0.68071,                0.45564,                0.71588,                0.45614,                 0.2039,                0.44196,                0.52402,                0.41277,               0.026935,                0.69796,               0.014847,                      0,                0.76053,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.60964,                0.35879,                 1.3254,                0.08868,                0.85151,                0.81215,                0.86402,                 0.7204,                0.65544,                0.40224,                 1.4688,                0.09875,               0.000298,               0.000298,               0.000298,                      0,                0.70192,                0.68563,                0.67213,                0.49675,                0.68824,                0.43424,                0.18855,                0.43995,                0.55102,                0.40986,                0.09141,                0.65052,                      0,                0.69568,                0.67742,                0.66441,                0.47202,                0.69349,                0.46507,                0.19371,                0.44141,                0.53793,                0.40986,              0.0032033,                0.68746,                      0,                0.72559,                 0.6914,                 0.6779,                0.45333,                0.71638,                0.46106,                0.20195,                0.43767,                0.53215,                0.40986,               0.026969,                0.69102,               0.015005,                      0,                 0.7597,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60678,                0.35586,                 1.3202,                0.08823,                 0.8508,                0.81228,                0.86385,                0.72016,                0.65545,                0.40235,                 1.4691,                0.09875,               0.000199,               0.000199,               0.000199,                      0,                0.69697,                0.68537,                0.67394,                 0.4941,                0.68811,                0.43343,                0.19008,                0.44594,                0.54782,                0.41353,                0.09119,                0.66448,                      0,                0.69178,                 0.6775,                0.66607,                0.46789,                0.69409,                0.46534,                0.19551,                 0.4463,                0.53188,                0.41353,               0.003048,                0.70026,                      0,                0.72026,                0.68941,                0.67861,                0.44802,                0.71507,                0.46239,                0.20328,                0.44387,                0.52891,                0.41353,               0.026879,                0.70125,               0.015103,                      0,                0.75613,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
